"id_op_ob","data_emissao_op","numero_ordem_pagamento","vinculacao_op","situacao_op","descricao_situacao_op","data_situacao_op","data_emissao_ob","numero_ordem_bancaria","numero_ordem_lancamento","data_assinatura_ordenador_despesa_ob","data_assinatura_gestor_financeiro_ob","id_dh"
36251,"2024-12-12","2024OP009722",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-13","2024-12-13","2024OB009732","2024NS035311","2024-12-12","2024-12-12",53969
31163,"2024-07-02","2024OP003885",405,5,"OB Enviada à instituição bancária para pagamento","2024-07-04","2024-07-03","2024OB003885","2024NS016544","2024-07-03","2024-07-03",59239
36988,"2024-12-12","2024OP010459",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-13","2024-12-13","2024OB010455","2024NS036048","2024-12-12","2024-12-12",50803
36980,"2024-12-12","2024OP010451",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-13","2024-12-13","2024OB010465","2024NS036040","2024-12-12","2024-12-12",57238
31157,"2024-07-02","2024OP003879",405,5,"OB Enviada à instituição bancária para pagamento","2024-07-04","2024-07-03","2024OB003879","2024NS016538","2024-07-03","2024-07-03",50474
31164,"2024-07-02","2024OP003886",405,5,"OB Enviada à instituição bancária para pagamento","2024-07-04","2024-07-03","2024OB003886","2024NS016545","2024-07-03","2024-07-03",50781
30598,"2024-07-02","2024OP003320",405,5,"OB Enviada à instituição bancária para pagamento","2024-07-04","2024-07-03","2024OB003320","2024NS015979","2024-07-02","2024-07-03",51354
30603,"2024-07-02","2024OP003325",405,5,"OB Enviada à instituição bancária para pagamento","2024-07-04","2024-07-03","2024OB003325","2024NS015984","2024-07-02","2024-07-03",51814
36255,"2024-12-12","2024OP009726",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-13","2024-12-13","2024OB009733","2024NS035315","2024-12-12","2024-12-12",54154
36985,"2024-12-12","2024OP010456",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-13","2024-12-13","2024OB010448","2024NS036045","2024-12-12","2024-12-12",53593
30607,"2024-07-02","2024OP003329",405,5,"OB Enviada à instituição bancária para pagamento","2024-07-04","2024-07-03","2024OB003329","2024NS015988","2024-07-02","2024-07-03",51577
36959,"2024-12-12","2024OP010430",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-13","2024-12-13","2024OB010440","2024NS036019","2024-12-12","2024-12-12",60376
31171,"2024-07-02","2024OP003893",405,5,"OB Enviada à instituição bancária para pagamento","2024-07-04","2024-07-03","2024OB003893","2024NS016552","2024-07-03","2024-07-03",54664
36971,"2024-12-12","2024OP010442",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-13","2024-12-13","2024OB010445","2024NS036031","2024-12-12","2024-12-12",52083
36977,"2024-12-12","2024OP010448",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-13","2024-12-13","2024OB010451","2024NS036037","2024-12-12","2024-12-12",57483
36960,"2024-12-12","2024OP010431",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-13","2024-12-13","2024OB010447","2024NS036020","2024-12-12","2024-12-12",57502
36986,"2024-12-12","2024OP010457",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-13","2024-12-13","2024OB010470","2024NS036046","2024-12-12","2024-12-12",59264
37793,"2024-12-12","2024OP011264",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-13","2024-12-13","2024OB011188","2024NS036858","2024-12-12","2024-12-12",59380
32533,"2024-07-02","2024OP005255",405,5,"OB Enviada à instituição bancária para pagamento","2024-07-04","2024-07-03","2024OB005254","2024NS017914","2024-07-03","2024-07-03",52349
36486,"2024-12-12","2024OP009957",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-13","2024-12-13","2024OB009970","2024NS035546","2024-12-12","2024-12-12",49894
38375,"2024-12-12","2024OP011846",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-13","2024-12-13","2024OB012098","2024NS037440","2024-12-12","2024-12-12",59848
38376,"2024-12-12","2024OP011847",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-13","2024-12-13","2024OB012116","2024NS037441","2024-12-12","2024-12-12",59847
31617,"2024-07-02","2024OP004339",405,5,"OB Enviada à instituição bancária para pagamento","2024-07-04","2024-07-03","2024OB004330","2024NS016998","2024-07-03","2024-07-03",57923
38649,"2024-12-12","2024OP012120",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-13","2024-12-13","2024OB011368","2024NS037714","2024-12-12","2024-12-12",52340
36979,"2024-12-12","2024OP010450",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-13","2024-12-13","2024OB010453","2024NS036039","2024-12-12","2024-12-12",59178
31154,"2024-07-02","2024OP003876",405,5,"OB Enviada à instituição bancária para pagamento","2024-07-04","2024-07-03","2024OB003876","2024NS016535","2024-07-03","2024-07-03",50822
36987,"2024-12-12","2024OP010458",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-13","2024-12-13","2024OB010463","2024NS036047","2024-12-12","2024-12-12",60048
36963,"2024-12-12","2024OP010434",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-13","2024-12-13","2024OB010427","2024NS036023","2024-12-12","2024-12-12",50640
38507,"2024-12-12","2024OP011978",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-13","2024-12-13","2024OB012234","2024NS037572","2024-12-12","2024-12-12",52390
37499,"2024-12-12","2024OP010970",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-13","2024-12-13","2024OB010978","2024NS036564","2024-12-12","2024-12-12",54171
37500,"2024-12-12","2024OP010971",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-13","2024-12-13","2024OB010967","2024NS036565","2024-12-12","2024-12-12",54170
31618,"2024-07-02","2024OP004340",405,5,"OB Enviada à instituição bancária para pagamento","2024-07-04","2024-07-03","2024OB004332","2024NS016999","2024-07-03","2024-07-03",59483
37474,"2024-12-12","2024OP010945",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-13","2024-12-13","2024OB010948","2024NS036539","2024-12-12","2024-12-12",60239
36975,"2024-12-12","2024OP010446",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-13","2024-12-13","2024OB010468","2024NS036035","2024-12-12","2024-12-12",59591
31161,"2024-07-02","2024OP003883",405,5,"OB Enviada à instituição bancária para pagamento","2024-07-04","2024-07-03","2024OB003883","2024NS016542","2024-07-03","2024-07-03",49650
36982,"2024-12-12","2024OP010453",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-13","2024-12-13","2024OB010462","2024NS036042","2024-12-12","2024-12-12",50768
37475,"2024-12-12","2024OP010946",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-13","2024-12-13","2024OB010960","2024NS036540","2024-12-12","2024-12-12",56865
36488,"2024-12-12","2024OP009959",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-13","2024-12-13","2024OB009959","2024NS035548","2024-12-12","2024-12-12",57140
36485,"2024-12-12","2024OP009956",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-13","2024-12-13","2024OB009975","2024NS035545","2024-12-12","2024-12-12",57139
36969,"2024-12-12","2024OP010440",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-13","2024-12-13","2024OB010441","2024NS036029","2024-12-12","2024-12-12",52336
36484,"2024-12-12","2024OP009955",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-13","2024-12-13","2024OB009960","2024NS035544","2024-12-12","2024-12-12",60201
30782,"2024-07-02","2024OP003504",405,5,"OB Enviada à instituição bancária para pagamento","2024-07-04","2024-07-03","2024OB003504","2024NS016163","2024-07-02","2024-07-03",52158
33652,"2024-12-12","2024OP007123",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-12","2024-12-12","2024OB007125","2024NS032712","2024-12-12","2024-12-12",54220
37507,"2024-12-12","2024OP010978",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-13","2024-12-13","2024OB010977","2024NS036572","2024-12-12","2024-12-12",55527
37508,"2024-12-12","2024OP010979",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-13","2024-12-13","2024OB010987","2024NS036573","2024-12-12","2024-12-12",55528
36974,"2024-12-12","2024OP010445",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-13","2024-12-13","2024OB010429","2024NS036034","2024-12-12","2024-12-12",50671
36973,"2024-12-12","2024OP010444",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-13","2024-12-13","2024OB010435","2024NS036033","2024-12-12","2024-12-12",50791
36487,"2024-12-12","2024OP009958",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-13","2024-12-13","2024OB009974","2024NS035547","2024-12-12","2024-12-12",52803
36961,"2024-12-12","2024OP010432",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-13","2024-12-13","2024OB010424","2024NS036021","2024-12-12","2024-12-12",54481
37476,"2024-12-12","2024OP010947",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-13","2024-12-13","2024OB010937","2024NS036541","2024-12-12","2024-12-12",54304
37477,"2024-12-12","2024OP010948",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-13","2024-12-13","2024OB010951","2024NS036542","2024-12-12","2024-12-12",54303
28467,"2024-07-02","2024OP001189",405,5,"OB Enviada à instituição bancária para pagamento","2024-07-04","2024-07-03","2024OB001189","2024NS013848","2024-07-02","2024-07-02",54485
33653,"2024-12-12","2024OP007124",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-12","2024-12-12","2024OB007126","2024NS032713","2024-12-12","2024-12-12",54218
37478,"2024-12-12","2024OP010949",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-13","2024-12-13","2024OB010955","2024NS036543","2024-12-12","2024-12-12",55570
29327,"2024-07-02","2024OP002049",405,5,"OB Enviada à instituição bancária para pagamento","2024-07-03","2024-07-03","2024OB002060","2024NS014708","2024-07-02","2024-07-02",58332
34623,"2024-12-12","2024OP008094",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-12","2024-12-12","2024OB008099","2024NS033683","2024-12-12","2024-12-12",60057
29328,"2024-07-02","2024OP002050",405,5,"OB Enviada à instituição bancária para pagamento","2024-07-03","2024-07-03","2024OB002063","2024NS014709","2024-07-02","2024-07-02",58333
37509,"2024-12-12","2024OP010980",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-13","2024-12-13","2024OB010974","2024NS036574","2024-12-12","2024-12-12",58673
37510,"2024-12-12","2024OP010981",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-13","2024-12-13","2024OB010976","2024NS036575","2024-12-12","2024-12-12",58672
36990,"2024-12-12","2024OP010461",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-13","2024-12-13","2024OB010461","2024NS036050","2024-12-12","2024-12-12",57138
36978,"2024-12-12","2024OP010449",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-13","2024-12-13","2024OB010472","2024NS036038","2024-12-12","2024-12-12",57461
37511,"2024-12-12","2024OP010982",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-13","2024-12-13","2024OB010964","2024NS036576","2024-12-12","2024-12-12",51642
37512,"2024-12-12","2024OP010983",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-13","2024-12-13","2024OB010980","2024NS036577","2024-12-12","2024-12-12",51643
33655,"2024-12-12","2024OP007126",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-12","2024-12-12","2024OB007128","2024NS032715","2024-12-12","2024-12-12",58370
32660,"2024-12-12","2024OP006131",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-12","2024-12-12","2024OB006133","2024NS031720","2024-12-12","2024-12-12",52859
32659,"2024-12-12","2024OP006130",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-12","2024-12-12","2024OB006132","2024NS031719","2024-12-12","2024-12-12",58302
33649,"2024-12-12","2024OP007120",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-12","2024-12-12","2024OB007122","2024NS032709","2024-12-12","2024-12-12",60518
28468,"2024-07-02","2024OP001190",405,5,"OB Enviada à instituição bancária para pagamento","2024-07-04","2024-07-03","2024OB001194","2024NS013849","2024-07-02","2024-07-02",54241
28452,"2024-07-02","2024OP001174",405,5,"OB Enviada à instituição bancária para pagamento","2024-07-04","2024-07-03","2024OB001173","2024NS013833","2024-07-02","2024-07-02",54236
33661,"2024-12-12","2024OP007132",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-12","2024-12-12","2024OB007134","2024NS032721","2024-12-12","2024-12-12",54237
28462,"2024-07-02","2024OP001184",405,5,"OB Enviada à instituição bancária para pagamento","2024-07-03","2024-07-03","2024OB001190","2024NS013843","2024-07-02","2024-07-02",58527
28453,"2024-07-02","2024OP001175",405,5,"OB Enviada à instituição bancária para pagamento","2024-07-04","2024-07-03","2024OB001178","2024NS013834","2024-07-02","2024-07-02",54245
27550,"2024-07-02","2024OP005399",405,5,"OB Enviada à instituição bancária para pagamento","2024-07-04","2024-07-03","2024OB005398","2024NS018058","2024-07-03","2024-07-03",58864
36692,"2024-12-12","2024OP010163",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-13","2024-12-13","2024OB010179","2024NS035752","2024-12-12","2024-12-12",51322
33651,"2024-12-12","2024OP007122",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-12","2024-12-12","2024OB007124","2024NS032711","2024-12-12","2024-12-12",54221
27551,"2024-07-02","2024OP005400",405,5,"OB Enviada à instituição bancária para pagamento","2024-07-04","2024-07-03","2024OB005399","2024NS018059","2024-07-03","2024-07-03",56766
33658,"2024-12-12","2024OP007129",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-12","2024-12-12","2024OB007131","2024NS032718","2024-12-12","2024-12-12",58504
28027,"2024-07-02","2024OP005876",405,5,"OB Enviada à instituição bancária para pagamento","2024-07-04","2024-07-03","2024OB005875","2024NS018535","2024-07-03","2024-07-03",58863
33192,"2024-12-12","2024OP006663",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-12","2024-12-12","2024OB006665","2024NS032252","2024-12-12","2024-12-12",51680
33133,"2024-12-12","2024OP006604",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-12","2024-12-12","2024OB006606","2024NS032193","2024-12-12","2024-12-12",54657
33216,"2024-12-12","2024OP006687",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-12","2024-12-12","2024OB006689","2024NS032276","2024-12-12","2024-12-12",55384
33179,"2024-12-12","2024OP006650",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-12","2024-12-12","2024OB006652","2024NS032239","2024-12-12","2024-12-12",55549
33219,"2024-12-12","2024OP006690",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-12","2024-12-12","2024OB006692","2024NS032279","2024-12-12","2024-12-12",55817
33191,"2024-12-12","2024OP006662",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-12","2024-12-12","2024OB006664","2024NS032251","2024-12-12","2024-12-12",55985
33215,"2024-12-12","2024OP006686",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-12","2024-12-12","2024OB006688","2024NS032275","2024-12-12","2024-12-12",54000
33181,"2024-12-12","2024OP006652",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-12","2024-12-12","2024OB006654","2024NS032241","2024-12-12","2024-12-12",59843
33208,"2024-12-12","2024OP006679",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-12","2024-12-12","2024OB006681","2024NS032268","2024-12-12","2024-12-12",56442
28031,"2024-07-02","2024OP005880",405,5,"OB Enviada à instituição bancária para pagamento","2024-07-04","2024-07-03","2024OB005879","2024NS018539","2024-07-03","2024-07-03",57558
33217,"2024-12-12","2024OP006688",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-12","2024-12-12","2024OB006690","2024NS032277","2024-12-12","2024-12-12",59977
33138,"2024-12-12","2024OP006609",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-12","2024-12-12","2024OB006611","2024NS032198","2024-12-12","2024-12-12",57788
31890,"2024-07-02","2024OP004612",405,5,"OB Enviada à instituição bancária para pagamento","2024-07-04","2024-07-03","2024OB004612","2024NS017271","2024-07-03","2024-07-03",52379
33231,"2024-12-12","2024OP006702",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-12","2024-12-12","2024OB006704","2024NS032291","2024-12-12","2024-12-12",58722
28076,"2024-07-02","2024OP005921",405,5,"OB Enviada à instituição bancária para pagamento","2024-07-04","2024-07-03","2024OB005920","2024NS018580","2024-07-03","2024-07-03",58061
33224,"2024-12-12","2024OP006695",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-12","2024-12-12","2024OB006697","2024NS032284","2024-12-12","2024-12-12",53842
33235,"2024-12-12","2024OP006706",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-12","2024-12-12","2024OB006708","2024NS032295","2024-12-12","2024-12-12",52380
33229,"2024-12-12","2024OP006700",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-12","2024-12-12","2024OB006702","2024NS032289","2024-12-12","2024-12-12",50739
33233,"2024-12-12","2024OP006704",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-12","2024-12-12","2024OB006706","2024NS032293","2024-12-12","2024-12-12",51818
33241,"2024-12-12","2024OP006712",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-12","2024-12-12","2024OB006714","2024NS032301","2024-12-12","2024-12-12",54373
28137,"2024-07-03","2024OP005986",405,5,"OB Enviada à instituição bancária para pagamento","2024-07-04","2024-07-03","2024OB005985","2024NS019066","2024-07-03","2024-07-03",56380
28080,"2024-07-02","2024OP005925",405,5,"OB Enviada à instituição bancária para pagamento","2024-07-04","2024-07-03","2024OB005924","2024NS018584","2024-07-03","2024-07-03",53763
33238,"2024-12-12","2024OP006709",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-12","2024-12-12","2024OB006711","2024NS032298","2024-12-12","2024-12-12",59351
28059,"2024-07-02","2024OP005908",405,5,"OB Enviada à instituição bancária para pagamento","2024-07-04","2024-07-03","2024OB005907","2024NS018567","2024-07-03","2024-07-03",53059
28075,"2024-07-02","2024OP005920",405,5,"OB Enviada à instituição bancária para pagamento","2024-07-04","2024-07-03","2024OB005919","2024NS018579","2024-07-03","2024-07-03",53064
33227,"2024-12-12","2024OP006698",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-12","2024-12-12","2024OB006700","2024NS032287","2024-12-12","2024-12-12",50661
28077,"2024-07-02","2024OP005922",405,5,"OB Enviada à instituição bancária para pagamento","2024-07-04","2024-07-03","2024OB005921","2024NS018581","2024-07-03","2024-07-03",54959
33310,"2024-12-12","2024OP006781",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-12","2024-12-12","2024OB006783","2024NS032370","2024-12-12","2024-12-12",50835
28065,"2024-07-03","2024OP005928",405,5,"OB Enviada à instituição bancária para pagamento","2024-07-04","2024-07-03","2024OB005930","2024NS019008","2024-07-03","2024-07-03",51777
28073,"2024-07-02","2024OP005918",405,5,"OB Enviada à instituição bancária para pagamento","2024-07-04","2024-07-03","2024OB005917","2024NS018577","2024-07-03","2024-07-03",56828
28064,"2024-07-03","2024OP005927",405,5,"OB Enviada à instituição bancária para pagamento","2024-07-04","2024-07-03","2024OB005928","2024NS019007","2024-07-03","2024-07-03",53259
28060,"2024-07-02","2024OP005909",405,5,"OB Enviada à instituição bancária para pagamento","2024-07-04","2024-07-03","2024OB005908","2024NS018568","2024-07-03","2024-07-03",53323
28066,"2024-07-03","2024OP005929",405,5,"OB Enviada à instituição bancária para pagamento","2024-07-04","2024-07-03","2024OB005932","2024NS019009","2024-07-03","2024-07-03",53465
28069,"2024-07-02","2024OP005914",405,5,"OB Enviada à instituição bancária para pagamento","2024-07-04","2024-07-03","2024OB005913","2024NS018573","2024-07-03","2024-07-03",53771
33226,"2024-12-12","2024OP006697",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-12","2024-12-12","2024OB006699","2024NS032286","2024-12-12","2024-12-12",53801
33242,"2024-12-12","2024OP006713",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-12","2024-12-12","2024OB006715","2024NS032302","2024-12-12","2024-12-12",53919
33228,"2024-12-12","2024OP006699",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-12","2024-12-12","2024OB006701","2024NS032288","2024-12-12","2024-12-12",53949
33225,"2024-12-12","2024OP006696",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-12","2024-12-12","2024OB006698","2024NS032285","2024-12-12","2024-12-12",53994
33236,"2024-12-12","2024OP006707",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-12","2024-12-12","2024OB006709","2024NS032296","2024-12-12","2024-12-12",53975
28061,"2024-07-02","2024OP005910",405,5,"OB Enviada à instituição bancária para pagamento","2024-07-04","2024-07-03","2024OB005909","2024NS018569","2024-07-03","2024-07-03",54342
33239,"2024-12-12","2024OP006710",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-12","2024-12-12","2024OB006712","2024NS032299","2024-12-12","2024-12-12",54633
33247,"2024-12-12","2024OP006718",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-12","2024-12-12","2024OB006720","2024NS032307","2024-12-12","2024-12-12",54636
33245,"2024-12-12","2024OP006716",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-12","2024-12-12","2024OB006718","2024NS032305","2024-12-12","2024-12-12",54642
28072,"2024-07-02","2024OP005917",405,5,"OB Enviada à instituição bancária para pagamento","2024-07-04","2024-07-03","2024OB005916","2024NS018576","2024-07-03","2024-07-03",54650
28074,"2024-07-02","2024OP005919",405,5,"OB Enviada à instituição bancária para pagamento","2024-07-04","2024-07-03","2024OB005918","2024NS018578","2024-07-03","2024-07-03",54651
28067,"2024-07-03","2024OP005930",405,5,"OB Enviada à instituição bancária para pagamento","2024-07-04","2024-07-03","2024OB005934","2024NS019010","2024-07-03","2024-07-03",54954
28081,"2024-07-02","2024OP005926",405,5,"OB Enviada à instituição bancária para pagamento","2024-07-04","2024-07-03","2024OB005926","2024NS018585","2024-07-03","2024-07-03",55316
33223,"2024-12-12","2024OP006694",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-12","2024-12-12","2024OB006696","2024NS032283","2024-12-12","2024-12-12",60465
28082,"2024-07-03","2024OP005931",405,5,"OB Enviada à instituição bancária para pagamento","2024-07-04","2024-07-03","2024OB005936","2024NS019011","2024-07-03","2024-07-03",55333
28068,"2024-07-02","2024OP005913",405,5,"OB Enviada à instituição bancária para pagamento","2024-07-04","2024-07-03","2024OB005912","2024NS018572","2024-07-03","2024-07-03",55343
33246,"2024-12-12","2024OP006717",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-12","2024-12-12","2024OB006719","2024NS032306","2024-12-12","2024-12-12",55583
28071,"2024-07-02","2024OP005916",405,5,"OB Enviada à instituição bancária para pagamento","2024-07-04","2024-07-03","2024OB005915","2024NS018575","2024-07-03","2024-07-03",55726
28062,"2024-07-02","2024OP005911",405,5,"OB Enviada à instituição bancária para pagamento","2024-07-04","2024-07-03","2024OB005910","2024NS018570","2024-07-03","2024-07-03",55750
28079,"2024-07-02","2024OP005924",405,5,"OB Enviada à instituição bancária para pagamento","2024-07-04","2024-07-03","2024OB005923","2024NS018583","2024-07-03","2024-07-03",55754
33232,"2024-12-12","2024OP006703",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-12","2024-12-12","2024OB006705","2024NS032292","2024-12-12","2024-12-12",56505
28183,"2024-07-02","2024OP000905",405,5,"OB Enviada à instituição bancária para pagamento","2024-07-04","2024-07-03","2024OB000911","2024NS013564","2024-07-02","2024-07-02",52244
33357,"2024-12-12","2024OP006828",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-12","2024-12-12","2024OB006830","2024NS032417","2024-12-12","2024-12-12",53904
33364,"2024-12-12","2024OP006835",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-12","2024-12-12","2024OB006837","2024NS032424","2024-12-12","2024-12-12",54441
33363,"2024-12-12","2024OP006834",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-12","2024-12-12","2024OB006836","2024NS032423","2024-12-12","2024-12-12",49778
28192,"2024-07-02","2024OP000914",405,5,"OB Enviada à instituição bancária para pagamento","2024-07-03","2024-07-03","2024OB000909","2024NS013573","2024-07-02","2024-07-02",58725
28181,"2024-07-02","2024OP000903",405,5,"OB Enviada à instituição bancária para pagamento","2024-07-03","2024-07-03","2024OB000901","2024NS013562","2024-07-02","2024-07-02",59690
33360,"2024-12-12","2024OP006831",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-12","2024-12-12","2024OB006833","2024NS032420","2024-12-12","2024-12-12",52409
33372,"2024-12-12","2024OP006843",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-12","2024-12-12","2024OB006845","2024NS032432","2024-12-12","2024-12-12",51278
28202,"2024-07-02","2024OP000924",405,5,"OB Enviada à instituição bancária para pagamento","2024-07-04","2024-07-03","2024OB000924","2024NS013583","2024-07-02","2024-07-02",52510
33365,"2024-12-12","2024OP006836",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-12","2024-12-12","2024OB006838","2024NS032425","2024-12-12","2024-12-12",55495
28189,"2024-07-02","2024OP000911",405,5,"OB Enviada à instituição bancária para pagamento","2024-07-04","2024-07-03","2024OB000910","2024NS013570","2024-07-02","2024-07-02",55573
28185,"2024-07-02","2024OP000907",405,5,"OB Enviada à instituição bancária para pagamento","2024-07-04","2024-07-03","2024OB000907","2024NS013566","2024-07-02","2024-07-02",54263
31665,"2024-07-02","2024OP004387",405,5,"OB Enviada à instituição bancária para pagamento","2024-07-04","2024-07-03","2024OB004387","2024NS017046","2024-07-03","2024-07-03",54663
33353,"2024-12-12","2024OP006824",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-12","2024-12-12","2024OB006826","2024NS032413","2024-12-12","2024-12-12",49445
33359,"2024-12-12","2024OP006830",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-12","2024-12-12","2024OB006832","2024NS032419","2024-12-12","2024-12-12",49708
33358,"2024-12-12","2024OP006829",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-12","2024-12-12","2024OB006831","2024NS032418","2024-12-12","2024-12-12",49656
28196,"2024-07-02","2024OP000918",405,5,"OB Enviada à instituição bancária para pagamento","2024-07-04","2024-07-03","2024OB000916","2024NS013577","2024-07-02","2024-07-02",53230
28219,"2024-07-02","2024OP000941",405,5,"OB Enviada à instituição bancária para pagamento","2024-07-04","2024-07-03","2024OB000941","2024NS013600","2024-07-02","2024-07-02",50054
33383,"2024-12-12","2024OP006854",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-12","2024-12-12","2024OB006856","2024NS032443","2024-12-12","2024-12-12",50098
28212,"2024-07-02","2024OP000934",405,5,"OB Enviada à instituição bancária para pagamento","2024-07-04","2024-07-03","2024OB000933","2024NS013593","2024-07-02","2024-07-02",52300
33308,"2024-12-12","2024OP006779",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-12","2024-12-12","2024OB006781","2024NS032368","2024-12-12","2024-12-12",60477
28142,"2024-07-03","2024OP005991",405,5,"OB Enviada à instituição bancária para pagamento","2024-07-04","2024-07-03","2024OB005990","2024NS019071","2024-07-03","2024-07-03",50804
28200,"2024-07-02","2024OP000922",405,5,"OB Enviada à instituição bancária para pagamento","2024-07-04","2024-07-03","2024OB000921","2024NS013581","2024-07-02","2024-07-02",54604
33374,"2024-12-12","2024OP006845",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-12","2024-12-12","2024OB006847","2024NS032434","2024-12-12","2024-12-12",51396
33350,"2024-12-12","2024OP006821",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-12","2024-12-12","2024OB006823","2024NS032410","2024-12-12","2024-12-12",52258
33355,"2024-12-12","2024OP006826",405,5,"OB Enviada à instituição bancária para pagamento","2024-12-12","2024-12-12","2024OB006828","2024NS032415","2024-12-12","2024-12-12",51587
