id_executor,id_meta,sequencial_meta,desc_meta,un_medida_meta,qt_uniade_meta,vl_custeio_emenda_especial_meta,vl_investimento_emenda_especial_meta,vl_custeio_recursos_proprios_meta,vl_investimento_recursos_proprios_meta,vl_custeio_rendimento_meta,vl_investimento_rendimento_meta,vl_custeio_doacao_meta,vl_investimento_doacao_meta,qt_meses_meta
41267,88474,1,"Conclusão da obra  de CONSTRUÇÃO DA ESCOLA MUNICIPAL PROFESSORA MARIA DE LOURDES FERREIRA LINS, endereço: Rua da Saudade, 101, Bairro Planalto, 79940-000 Caarapó - MS.",M2,200,0,468112.08,0,0,0,0,0,0,36
41267,104511,2,"Reforma e Ampliação do CMEI ARISTIDES MACIEL DA SILVA, Código INEP: 50024914, endereço AV. DUQUE DE CAXIAS, 1173 CENTRO. 79940-000 Caarapó - MS.",M2,800,0,1500000,0,0,0,0,0,0,36
39973,86309,1,"Pavimentação em Concreto Rígido no interior do Parque da Megafauna, situado na Avenida Dra. Vera Lúcia Azeredo Coutinho - Centro - Iraquara - Bahia.",M2,8500,0,891000,0,0,0,0,0,0,36
45721,96449,1,Serviços Preliminares,M2,4991,0,10746.96,0,0,0,0,0,0,12
45721,96450,2,Pavimentação em Paralelepípedo com Acessibilidade,M2,4991,0,579710.97,0,0,0,0,0,0,24
45721,96451,3,Serviços Complementares,M2,4991,0,3542.07,0,0,0,0,0,0,12
45999,103404,1,Combustíveis e Lubrificantes Automotivos para visitas domiciliares do CRAS e CREAS.,UN,1,60000,0,0,0,0,0,0,0,12
45999,97063,1,Estruturação Da Rede De Serviços Do Sistema Único De Assistencia Social (Suas).,UN,1,198000,0,0,0,0,0,0,0,12
45999,103405,2,Gêneros de Alimentação (exceto para distribuição) para subsidiar as oficinas e grupos.,UN,1,70000,0,0,0,0,0,0,0,12
45999,103407,4,Material de Expediente para munutenção da Secretaria de Assistencia Social de Anagé-BA.,UN,1,18000,0,0,0,0,0,0,0,12
45999,103406,3,Material de Limpeza e Produção de Higienização da Secretaria de Assistencia Social de Anagé-BA.,UN,1,50000,0,0,0,0,0,0,0,12
44979,94857,1,Pavimentação vias  urbanas,M2,21587,0,990000,0,0,0,0,0,0,12
44559,102800,2,MANUTENÇÃO DO CRAS - AQUISIÇÃO DE GENEROS ALIMENTICIOS,UN,1,97000,0,0,0,0,0,0,0,12
44559,102801,3,MANUTENÇÃO DO CRAS - AQUISIÇÃO DE MATERIAL DE COPA E COZINHA,UN,1,20000,0,0,0,0,0,0,0,12
44559,102802,4,MANUTENÇÃO DO CRAS - AQUISIÇÃO DE MATERIAL DE EXPEDIENTE,UN,1,60000,0,0,0,0,0,0,0,12
44559,102803,5,MANUTENÇÃO DO CRAS - AQUISIÇÃO DE MATERIAL DE LIMPEZA,UN,1,20000,0,0,0,0,0,0,0,12
44559,102804,6,MANUTENÇÃO DO CRAS - AQUISIÇÃO DE MATERIAL ESPORTIVO E EDUCATIVO PARA OFÍCINAS,UN,1,60000,0,0,0,0,0,0,0,12
44559,94071,1,MANUTENÇÃO DO CRAS - SERVIÇOS DE TRANSPORTE,UN,1,40000,0,0,0,0,0,0,0,12
43594,92388,1,"Custear os serviços socioassistenciais da Proteção Social Básica, visando a Estruturação da Rede de Serviços do Sistema Único de Assistencial Social (SUAS) em um equipamento público da Assistência Social (CRAS), no município de Belo Campo/BA.",UN,1,198000,0,0,0,0,0,0,0,36
38084,83778,1,"Recuperação de Estradas Vicinais no povoado Macacos ao povoado Santa Rosa, Zona Rural do Município de Bacuri-MA",KM,12,0,990000,0,0,0,0,0,0,36
44063,99766,11,CONCLUSÃO DA OBRA DO CENTRO DE MULTIUSO -SERVIÇOS DIVERSOS,M2,260,0,153000,0,0,0,0,0,0,12
44063,99767,12,CONCLUSÃO DA OBRA DO CENTRO DE MULTIUSO - LOUÇAS E ACABAMENTOS,UN,25,0,25000,0,0,0,0,0,0,12
44063,99768,13,URBANIZAÇÃO DO ENTORNO DO CENTRO DE MULTIUSO- SERVIÇOS DE INSTALAÇÕES ELETRICAS,M2,8400,0,150000,0,0,0,0,0,0,12
44063,99769,14,URBANIZAÇÃO DO ENTORNO DO CENTRO DE MULTIUSO COM SERVIÇOS DE PAVIMENTAÇÃO DE ESTACIONAMENTO,M2,1200,0,250000,0,0,0,0,0,0,12
44063,99770,15,URBANIZAÇÃO DO ENTORNO DO CENTRO DE MULTIUSO COM SERVIÇOS DE DRENAGEM DE PASSEIOS,M2,8400,0,150000,0,0,0,0,0,0,12
44063,99771,16,URBANIZAÇÃO DO ENTORNO DO CENTRO DE MULTIUSO - MOBILIARIOS E EQUIPAMENTOS URBANOS,M2,2900,0,35000,0,0,0,0,0,0,12
44063,99758,3,CONCLUSÃO DA OBRA DO CENTRO DE MULTIUSO -SERVIÇO DE COBERTURA,M2,585,0,25000,0,0,0,0,0,0,12
44063,99759,4,CONCLUSÃO DA OBRA DO CENTRO DE MULTIUSO -SERVIÇO DE DRENAGEM,M,70,0,20000,0,0,0,0,0,0,12
44063,99760,5,CONCLUSÃO DA OBRA DO CENTRO DE MULTIUSO -SERVIÇO DE PAVIMENTAÇÃO,M2,603,0,221000,0,0,0,0,0,0,12
44063,99761,6,CONCLUSÃO DA OBRA DO CENTRO DE MULTIUSO -SERVIÇO DE FORRO,M2,603,0,81000,0,0,0,0,0,0,12
44063,99762,7,CONCLUSÃO DA OBRA DO CENTRO DE MULTIUSO -SERVIÇO DE REVESTIMENTO,M2,290,0,47000,0,0,0,0,0,0,12
44063,99763,8,CONCLUSÃO DA OBRA DO CENTRO DE MULTIUSO -SERVIÇO DE ESGOTO SANITARIO,M2,2900,0,18000,0,0,0,0,0,0,12
44063,99764,9,CONCLUSÃO DA OBRA DO CENTRO DE MULTIUSO -SERVIÇO DE AGUA FRIA,M2,2900,0,25000,0,0,0,0,0,0,12
44063,99765,10,CONCLUSÃO DA OBRA DO CENTRO DE MULTIUSO -SERVIÇO DE PINTURA,M2,1371,0,53000,0,0,0,0,0,0,12
44063,93164,1,CONCLUSÃO DA OBRA DO CENTRO DE MULTIUSO -SERVIÇO DE ESQUADRIAS,M2,101,0,85000,0,0,0,0,0,0,12
44063,93165,2,CONCLUSÃO DA OBRA DO CENTRO DE MULTIUSO -SERVIÇO DE REVESTIMENTO,M2,290,0,48000,0,0,0,0,0,0,12
44785,94517,1,"Pavimentação asfáltica no perímetro urbano do município de Piranhas - GO, área: 20.000,00 m2",M2,20000,0,990000,0,0,0,0,0,0,36
37731,83313,1,"PAVIMENTAÇÃO PELO MÉTODO CONVENCIONAL NAS COMUNIDADES LAGOA QUEIMADA E FERNANDO DA PISTA (ANTIGO RALY), ZONA RURAL DO MUNICÍPIO DE PASSA E FICA / RN.",M2,4128,0,495000,0,0,0,0,0,0,36
39028,84984,1,Pavimentação de vias urbanas.,M2,2640,0,396000,0,0,0,0,0,0,6
44225,93516,1,Melhoria Do Abastecimento De Alimentos Com O Objetivo De Viabilizar A Comercialização De Produtos Da Agricultura Familiar.,UN,1,396000,0,0,0,0,0,0,0,36
37704,83281,1,Aquisição de ambulância Tipo A - Remoção Simples e Eletiva para atendimento da população do município.   CNES DA UIDADE COMO CENTRAL DE GESTÃO EM SAÚDE: 6388957 - SECRETARIA MUNICIPAL DE SAUDE DE NOVOREPARTIMENTO/PA,UN,6,0,1980000,0,0,0,0,0,0,24
43534,92281,1,Pavimentação de Estradas Vicinais em diversas áreas rurais do Município de Simão Dias/SE.,M2,112117,0,990000,0,0,0,0,0,0,36
44229,93520,1,"PAVIMENTAÇÃO EM PARALELO DE VIAS NO DISTRITO DE CAIRU DE SALINAS, LOCALIZADA NA ZONA URBANA DO MUNICIPIO DE SALINAS DA MARGARIDA/BA.",M2,6600,0,891000,0,0,0,0,0,0,36
37216,82682,1,"EXECUÇÃO DE PAVIMENTAÇÃO ASFÁLTICA DE VIAS URBANAS DE MUTUÍPE, CONTEMPLANDO: AQUISIÇÃO DE MATERIAIS, PAVIMENTAÇÃO E SINALIZAÇÃO",M,8000,0,990000,0,0,0,0,0,0,36
41268,104278,9,Bebedouro/ Purificador Refrigerado,UN,2,0,2182,0,0,0,0,0,0,36
41268,88477,3,Poltrona Hospitalar,UN,3,0,5979,0,0,0,0,0,0,36
41268,88476,2,Eletrocardiógrafo,UN,2,0,38610,0,0,0,0,0,0,36
41268,88478,4,Esfigmomanômetro Adulto,UN,14,0,4312,0,0,0,0,0,0,36
41268,88479,5,Adipômetro,UN,1,0,161,0,0,0,0,0,0,36
41268,88480,6,Suporte para Perfurocortante,UN,1,0,29,0,0,0,0,0,0,36
41268,104276,7,Computador Portátil (Notebook),UN,7,0,29939,0,0,0,0,0,0,36
41268,104277,8,Cama Hospitalar Adulto (sem movimento Fawler),UN,3,0,6792,0,0,0,0,0,0,36
41268,104279,10,Geladeira/ Refrigerador,UN,1,0,2369,0,0,0,0,0,0,36
41268,104280,11,Autoclave Vertical,UN,1,0,33934,0,0,0,0,0,0,36
41268,88475,1,Analisador Hematológico automático com 21 parâmetros + 3 histogramas de fácil operação,UN,1,0,51200,0,0,0,0,0,0,36
41268,104275,6,Ar Condicionado 12000 btus,UN,8,0,18601,0,0,0,0,0,0,36
41268,104281,12,Cilindro de Gases Medicinais,UN,2,0,3921,0,0,0,0,0,0,36
42516,90553,1,"Ampliação na UBS - Unidade Básica de Saúde  de Jarilândia (CNES 2020106), na zona rural (distrito) do Município de Vitória do Jari-AP.",M2,270,0,300151.97,0,0,0,0,0,0,36
42516,90554,2,"Ampliação da Escola Municipal Arco-Iris, localizada na zona urbana do Município de Vitória do Jari-AP.",UN,1,0,950000,0,0,0,0,0,0,36
42516,90555,3,"Contratação de empresa para a Amplição de uma Creche Pró-Infância tipo 2, na zona ubrbana do Município de Vitória do Jari-AP.",UN,1,0,350685.03,0,0,0,0,0,0,36
42516,90556,4,Contratação de empresa para a Ampliação de uma quadra Poliesportiva na zona urbana de Vitória do Jari-AP.,UN,1,0,300000,0,0,0,0,0,0,36
42516,90557,5,"Ampliação da USB - Unidade Básica de Saúde Beira Rio, na zona urbana do Município de Vitória do Jari-AP.",UN,1,0,125000,0,0,0,0,0,0,36
45203,95296,1,Aquisição de equipamentos e material permanente,UN,1,0,198000,0,0,0,0,0,0,12
39844,86146,1,"Recapeamento em CBUQ da Avenida 3 de maio, no Município de Salinas, conforme planilha orçamentária e projetos em anexo.",M2,5773,0,495000,0,0,0,0,0,0,12
46881,98958,1,"Construção de Unidade Básica de Saúde - Ponto de atendimento de Atenção Básica na localidade de Santa Elízia, município de São Jerônimo, RS. (m2)",UN,130,0,396000,0,4000,0,0,0,0,36
39814,107734,82,GRAU CIRURGICO 150X100,RO,50,900,0,0,0,0,0,0,0,12
39814,108321,112,GLICOSE 50%,AM,421,357,0,0,0,0,0,0,0,12
39814,105118,2,SORO 500 ML,BOL,400,5844,0,0,0,0,0,0,0,12
39814,107663,16,BENZETACIL 1.200.000,AM,1000,7900,0,0,0,0,0,0,0,12
39814,107664,17,BENZETACIL 600.00,AM,1000,6900,0,0,0,0,0,0,0,12
39814,107665,18,COMPLEXO B 2MG/ML,AM,1000,800,0,0,0,0,0,0,0,12
39814,107666,19,CLORETO DE SÓDICO 10% 10 ML,AM,1000,600,0,0,0,0,0,0,0,12
39814,107667,20,CLORETO DE POTÁSSIO 10% 10 ML,AM,1000,600,0,0,0,0,0,0,0,12
39814,107668,21,CLORIDRATO DE LIDOCAINA 20 % COM VASO,AM,400,3160,0,0,0,0,0,0,0,12
39814,107669,22,CLORIDRATO DE LIDOCAINA 2 % SEM VASO,AM,400,3520,0,0,0,0,0,0,0,12
39814,107670,23,CIPROFLOXACINO BOLSA,AM,40,1320,0,0,0,0,0,0,0,12
39814,107671,24,"DIMENIDRINATO 2,5MG/ML",AM,200,1780,0,0,0,0,0,0,0,12
39814,107672,25,DIPIRONA SÓDICA 500MG/ML,AM,10000,4500,0,0,0,0,0,0,0,12
39814,107673,26,HIDRALAZINA 20MG/ML,AM,800,3920,0,0,0,0,0,0,0,12
39814,107674,27,DOBUTAMINA 5MG//ML,AM,300,1770,0,0,0,0,0,0,0,12
39814,107675,28,CEFALOTINA SODICA 100 0MG,FR,400,2708,0,0,0,0,0,0,0,12
39814,107676,29,CEFTRIAXONA 1000 MG IV/IM,FR,1000,4500,0,0,0,0,0,0,0,12
39814,107677,30,CETOPROFENO 50 M/ML,AM,1500,2850,0,0,0,0,0,0,0,12
39814,107683,36,DEXAMETASONA 2MG/ML,AM,5000,11700,0,0,0,0,0,0,0,12
39814,107684,37,DICLOFENACO DE POTASSICO 75MG/ML,AM,2000,12720,0,0,0,0,0,0,0,12
39814,107685,38,DICLOFENACO DE SODICO 25 MG/ML,AM,2001,4682.34,0,0,0,0,0,0,0,12
39814,107686,39,ENOXOPARINA SÓDICA (SERINGA),SER,20,320,0,0,0,0,0,0,0,12
39814,107687,40,FUROSEMIDA 10MG/ML,AM,1000,1014,0,0,0,0,0,0,0,12
39814,107688,41,GENTAMICINA 40MG/ML,AM,300,1097,0,0,0,0,0,0,0,12
39814,107689,42,GENTAMICINA 80MG/ML,AM,300,1356,0,0,0,0,0,0,0,12
39814,107690,43,HEPARINA SODICA SUINA 5000UI/5ML,AM,60,3153.6,0,0,0,0,0,0,0,12
39814,107691,44,YPSELON 4G,SER,15,1690,0,0,0,0,0,0,0,12
39814,107692,45,GLICOSE 50 % 10 ML,AM,500,700,0,0,0,0,0,0,0,12
39814,107696,49,HIDROCORTIZONA 500 MG,FR,500,4250,0,0,0,0,0,0,0,12
39814,107697,50,OMEPRAZOL,AM,600,5940,0,0,0,0,0,0,0,12
39814,107704,57,"TERBUTALINA 0,5MG/ML",AM,500,2000,0,0,0,0,0,0,0,12
39814,107698,51,METRONIDAZOL (BOLSA),BOL,60,534,0,0,0,0,0,0,0,12
39814,107699,52,NOROADRENALINA 2MG/ML,AM,500,2450,0,0,0,0,0,0,0,12
39814,107700,53,ONDASETRONA 2MG/ML,AM,3000,4800,0,0,0,0,0,0,0,12
39814,107701,54,ONDASETRONA 4MG/ML,AM,1000,1700,0,0,0,0,0,0,0,12
39814,107702,55,PROMETAZINA 50MG/ML,AM,500,1790,0,0,0,0,0,0,0,12
39814,107703,56,OCITTOCINA 5U.I/ML,AM,1000,5900,0,0,0,0,0,0,0,12
39814,107705,58,TENOXICAM 20MG/ML,AM,1645,24510.5,0,0,0,0,0,0,0,12
39814,107706,59,TENOXICAM 40MG/ML,FR,500,6650,0,0,0,0,0,0,0,12
39814,107707,60,VITAMINA C,AM,800,1464,0,0,0,0,0,0,0,12
39814,107708,61,VITAMINA K,AM,500,1950,0,0,0,0,0,0,0,12
39814,107709,62,IMUNOGLOBULINA ANTI-RHD,FR,12,354.24,0,0,0,0,0,0,0,12
39814,107710,63,TRAMADOL 100MG/ML,AM,800,1544,0,0,0,0,0,0,0,12
39814,107711,64,DIAZEPAM 5MG/ML,AM,500,540,0,0,0,0,0,0,0,12
39814,107717,65,COMPRESSA DE GAZE (PRONTA),PCT,600,330,0,0,0,0,0,0,0,12
39814,107718,66,COMPRESSA DE GAZE (ROLO),RO,800,5200,0,0,0,0,0,0,0,12
39814,107719,67,AGULHA HIPODÉRMICA ESTÉRIL DE USO ÚNICO 40X12,CX,10,90,0,0,0,0,0,0,0,12
39814,107720,68,LUVA DE PROCEDIMENTO M,CX,100,2100,0,0,0,0,0,0,0,12
39814,107721,69,LUVA DE PROCEDIMENTO G,CX,30,477,0,0,0,0,0,0,0,12
39814,107722,70,ATADURA 12X10 CM 13 FIOS,PCT,150,960,0,0,0,0,0,0,0,12
39814,107723,71,LUVA DE PROCEDIMENTO TAMANHO P,CX,50,950,0,0,0,0,0,0,0,12
39814,107724,72,LENÇOL DESCARTAVEL 50X50,RO,100,845,0,0,0,0,0,0,0,12
39814,107725,73,LENÇOL DESCARTAVEL 70X70,RO,100,1300,0,0,0,0,0,0,0,12
39814,107726,74,ALCOOL 70%,L,50,400,0,0,0,0,0,0,0,12
39814,107727,75,PAPEL TOALHA,PCT,100,1125,0,0,0,0,0,0,0,12
39814,107729,77,ESPARADRAPO IPERMEÁVEL (MISSNER),UN,40,352,0,0,0,0,0,0,0,12
39814,107730,78,MICROPÓREO,UN,100,1100,0,0,0,0,0,0,0,12
39814,107731,79,SCALP Nº23G,CX,100,2480,0,0,0,0,0,0,0,12
39814,107732,80,OLEO DE GIRASSOL,UN,50,299,0,0,0,0,0,0,0,12
39814,107733,81,GRAU CIRURGICO 120X100,RO,60,720,0,0,0,0,0,0,0,12
39814,107735,83,AQUACEL ™AG+ 15CMX15CM,UN,50,1000,0,0,0,0,0,0,0,12
39814,107736,84,MASCARA DESCARTAVEL,CX,20,92,0,0,0,0,0,0,0,12
39814,107737,85,FITA DE HGT ONCALL,CX,100,2250,0,0,0,0,0,0,0,12
39814,107738,86,SABONETE PIELSANA,UN,30,1167,0,0,0,0,0,0,0,12
39814,107739,87,LANCETA COM TRAVA (GTEC),CX100UN,25,120,0,0,0,0,0,0,0,12
39814,107740,88,BIOCOLETOR DE URINA SITEMA FECHADO 2.000 ML,UN,50,182.5,0,0,0,0,0,0,0,12
39814,107741,89,COLETOR PARA DRENAGEM URINÁRIA EXT.MASC 1.2 M,PC,150,285,0,0,0,0,0,0,0,12
39814,107742,90,CURATIVO ALGENATO DE CÁLCIO E SÓDIO,CX,30,225,0,0,0,0,0,0,0,12
39814,107743,91,CURATIVO ALGINATO DE CÁLCIO COM PRATA,CX,30,252,0,0,0,0,0,0,0,12
39814,107744,92,SCALP Nº21G,CX,30,720,0,0,0,0,0,0,0,12
39814,107745,93,SONDA URETRAL Nº 16,UN,150,1195.5,0,0,0,0,0,0,0,12
39814,107746,94,PLACA DE RYON,UN,90,450,0,0,0,0,0,0,0,12
39814,107747,95,CURATIVO ADESIVO EM ROLO UNIVERSAL,CX,25,362.5,0,0,0,0,0,0,0,12
39814,107748,96,LAMINA PARA BISTURI Nº11,CX,20,580,0,0,0,0,0,0,0,12
39814,107749,97,LAMINA PARA BISTURI Nº22,CX,20,520,0,0,0,0,0,0,0,12
39814,107750,98,FIO DE SUTURA 2-0,CX,20,640,0,0,0,0,0,0,0,12
39814,107751,99,LUVA CIRUGICA Nº8,P,1000,1350,0,0,0,0,0,0,0,12
39814,107752,100,SONDA DE FOLEY Nº18,UN,50,149,0,0,0,0,0,0,0,12
39814,107753,101,TOUCA DESCARTÁVEL,PCT,30,420,0,0,0,0,0,0,0,12
39814,107754,102,CAIXA DE PERFERO CORTANTE Nº13,UN,50,295,0,0,0,0,0,0,0,12
39814,107755,103,DETERGENTE ENZIMATICO,L,50,947.5,0,0,0,0,0,0,0,12
39814,107756,104,ABAIXADOR DE LINGUA,PCT,12,81,0,0,0,0,0,0,0,12
39814,107757,105,CURATIVO CARVÃO ATIVADO COM PRATA,UN,50,1000,0,0,0,0,0,0,0,12
39814,107758,106,SONDA NASOGASTRICA LONGA Nº12,UN,50,449,0,0,0,0,0,0,0,12
39814,107759,107,SONDA NASOGASTRICA LONGA Nº14,UN,50,449,0,0,0,0,0,0,0,12
39814,107760,108,SONDA NASOGASTRICA CURTA Nº10,UN,50,437,0,0,0,0,0,0,0,12
39814,108318,109,"SORO GLICOSADO 0,5% 500ML",BOL,80,932.8,0,0,0,0,0,0,0,12
39814,108319,110,SORO RINGER COM LACTADO 500ML,BOL,80,896,0,0,0,0,0,0,0,12
39814,108320,111,SORO RINGER SIMPLES 500ML,BOL,80,932.8,0,0,0,0,0,0,0,12
39814,108322,113,COLETOR PARA PERFERO CORTANTE 7LT,UN,300,1170,0,0,0,0,0,0,0,12
39814,108323,114,LUVA CIRURGICA ESTÉRIL N7.5,UN,154,207.4,0,0,0,0,0,0,0,12
39814,108324,115,LUVA CIRURGICA ESTÉRIL N8.0,UN,150,202.5,0,0,0,0,0,0,0,12
39814,108325,116,POVIDINE DEGERMANTE 1000ML,L,50,2300,0,0,0,0,0,0,0,12
39814,108326,117,saldo,UN,1,1.02,0,0,0,0,0,0,0,12
39814,107500,3,SORO 250 ML,BOL,400,5496,0,0,0,0,0,0,0,12
39814,107501,4,SORO 100 ML,BOL,400,5152,0,0,0,0,0,0,0,12
39814,86099,1,ABD 10 ML,AM,12000,4800,0,0,0,0,0,0,0,12
39814,107678,31,CEFALOTINA SODICA 1000MG,FR,150,1075,0,0,0,0,0,0,0,12
39814,107679,32,DRAMIM B6 MG/ML,AM,2000,1900,0,0,0,0,0,0,0,12
39814,107680,33,MEROPENEM 500 MG/ML,AM,100,2900,0,0,0,0,0,0,0,12
39814,107681,34,METOCLOPRAMIDA 10MG 2 ML,AM,1000,950,0,0,0,0,0,0,0,12
39814,107682,35,DEXAMETASONA 4MG/ML,AM,10000,47200,0,0,0,0,0,0,0,12
39814,107502,5,ACIDO TRANEXANICO 50MG/ML,AM,200,1780,0,0,0,0,0,0,0,12
39814,107693,46,GLICOSE 25 % 10 ML,AM,500,700,0,0,0,0,0,0,0,12
39814,107694,47,HIDRALAZINA 20 MG/ML,AM,500,2450,0,0,0,0,0,0,0,12
39814,107695,48,HIDROCORTIZONA 100 MG,FR,500,3450,0,0,0,0,0,0,0,12
39814,107503,6,ADRENALINA 1MG/ML,AM,200,5332,0,0,0,0,0,0,0,12
39814,107504,7,"ATROPINA 0,25MG",AM,500,400,0,0,0,0,0,0,0,12
39814,107505,8,ADENOSINA 3MG/ML,AM,500,950,0,0,0,0,0,0,0,12
39814,107506,9,AMIODARONA 50MG/ML,AM,600,780,0,0,0,0,0,0,0,12
39814,107507,10,ALGESTONA+ESTRADIOL 150/10MG,AM,300,2370,0,0,0,0,0,0,0,12
39814,107508,11,AMINOFILINA 240MG,AM,300,270,0,0,0,0,0,0,0,12
39814,107659,12,AMICACINA 500MG/ML,AM,500,2450,0,0,0,0,0,0,0,12
39814,107660,13,"BICARBONATO DE SÓDICO 8,4% 10 ML",AM,500,450,0,0,0,0,0,0,0,12
39814,107661,14,BUSCOPAM COMPOSTO,AM,4000,3600,0,0,0,0,0,0,0,12
39814,107662,15,BUSCOPAM SIMPLES,AM,2000,1700,0,0,0,0,0,0,0,12
39814,107728,76,ALGODÃO,RO,80,1116.8,0,0,0,0,0,0,0,12
40208,86672,1,IMPLANTAÇAO DE PAVIMENTAÇÃO EM VIAS URBANAS DO MUNICÍPIO DE ALMAS-TO,M2,450,0,495000,0,0,0,0,0,0,24
46142,105716,2,"LOCAÇÃO DE UM PALCO PROFISSIONAL DE ALUMÍNIO EM Q30 OU Q50, DUAS ÁGUAS, NO TAMANHO MÍNIMO DE 12M X 10M X 08M DE PÉ DIREITO, COBERTO 	EM LONA BRANCA, FECHAMENTO LATERAIS E FUNDOS",UN,1,38400,0,0,0,0,0,0,0,12
46142,107204,3,"LOCAÇÃO DE UM GRUPO COM 2 (DOIS) GERADORES MÓVEIS: COM 	CAPACIDADE MÍNIMA DE 180 KVA, TRIFÁSICO, TENSÃO 440/380/220/110 V, 60  	HZ, DISJUNTOR DE PROTEÇÃO, SILENCIOSO, PARA USO EM SHOWS, COM TÉCNICO, E ABASTECIMENTO.",UN,1,14600,0,5200,0,0,0,0,0,12
46142,97379,1,CONTRATAÇÃO DA BANDA DEJAVÚ PARA APRESENTAÇÃO NO DIA 30/12/2025 NA FESTA TRADICIONAL DE ANIVERSÁRIO DE ATALÉIA/MG.,UN,1,145000,0,0,0,0,0,0,0,12
44831,94582,1,"Aquisição  de uma mini Escavadeira Hidráulica, com potência mínima de 49HP, peso operacional de no mínimo 5.600KG, caçamba com capacidade mínima de 0,21m3.",UN,1,0,198000,0,200000,0,0,0,0,24
41734,89167,1,Contratação de serviços artísticos (shows musicais),OUTR,1,100000,0,0,0,0,0,0,0,36
41734,89168,2,Contratação de serviços de locação de estruturas,UN,1,170000,0,0,0,0,0,0,0,4
41734,104470,1,Contratação de serviços de locação de estruturas,DIAS,2,274500,0,0,0,0,0,0,0,36
41734,104480,2,"Palestras, minicursos e/ou oficinas",OUTR,2,10000,0,0,0,0,0,0,0,36
41734,104481,3,"Aquisição de Insumos, sementes e/ou animais de recria",OUTR,1,62000,0,0,0,0,0,0,0,36
44651,94214,1,"Pavimentaçao dos bairros Santa Luzia e Cidade Nova, no Município de Novo Gama/GO, pavimentação asfáltica em CBUQ, visando melhorar as condições de trafegabilidade, segurança viária .",M2,116000,0,990000,0,0,0,0,0,0,36
45866,96797,1,Implantar e operacionalizar Centro Público de Economia Solidária no Território de Identidade Valle do Jequiriça,UN,1,750000,0,0,0,0,0,0,0,24
45866,96798,2,Apoiar cooperativa na produção de calçados artesanais,UN,1,141000,0,0,0,0,0,0,0,24
41282,88504,1,Construção de uma praça,M2,150,0,990000,0,0,0,0,0,0,24
42769,91052,1,"Execução de serviços de regularização fundiária na modalidade REURN-S, regularizando 1.320 imóveis na zona urbana do Município de Itaobim-MG, nos bairros: Santa Helena, Vila Rica, Estação da Luz e Amândio Ventura.",UN,1320,0,990000,0,0,0,0,0,0,36
43502,92196,1,"Pavimentação asfáltica das Ruas João Caetano, José Otoni e Ivolino Pereira, zona urbana do município de Itaúna-MG.",M2,3356,0,495000,0,1550.01,0,0,0,0,24
39336,85415,1,IMPLANTAÇÃO DE PONTES EM ESTRADAS VICINAIS DE ITUIUTABA,UN,1,0,495000,0,0,0,0,0,0,36
41050,88017,1,Contratação de serviços de locação de estruturas.,DIAS,2,225000,0,0,0,0,0,0,0,36
41050,88018,2,"Palestras, minicursos e/ou oficinas",OUTRAS,2,10000,0,0,0,0,0,0,0,36
41050,105065,3,"Aquisição de Insumos, sementes e/ou animais de recria",OUTR,1,62000,0,0,0,0,0,0,0,36
45274,95481,1,Recuperação de Estradas Vicinais,M,2275,396000,0,0,0,0,0,0,0,12
46433,98034,1,Pavimentação,M2,3600,0,544500,0,0,0,0,0,0,36
43743,100458,4,Concessão de benefícios eventuais a famílias em situação de vulnerabilidade,Nº FAM,256,64000,0,0,0,0,0,0,0,36
43743,100456,2,Aquisição de materiais de consumo para funcionamento do CRAS e serviços vinculados da Proteção Social Básica,MÊS,12,88657,0,0,0,0,0,0,0,36
43743,100457,3,"Aquisição de combustível para deslocamento da equipe técnica do CRAS em visitas domiciliares, busca ativa e encaminhamentos intersetoriais",L,2800,20686,0,0,0,0,0,0,0,36
43743,92621,1,Aquisição de materiais de consumo para oficinas socioeducativas e de convivência no CRAS,UN,120,88657,0,0,0,0,0,0,0,36
44469,93904,2,"META 2 - 85 ANOS DE ORGANIZAÇÃO E LUTAS DOS JORNALISTAS BAIANOS - Elaboração dos textos, seleção de imagens e curadoria histórica",UN,1,33000,0,0,0,0,0,0,0,36
44469,93905,3,"Contratação de Prestação de Serviços de Materiais Gráficos e Impressão de 2 mil unidade/publicacao digital/Redação e Curadoria/Elaboração dos textos, seleção de imagens /Design gráfico/impressao",UN,1,70000,0,0,0,0,0,0,0,36
44469,93906,4,"Lançamento do Livro/ Conversão para e-book e disponibilização online/Lançamento Oficial/Evento com debate, sessão de autógrafos e distribuição dos exemplares",UN,1,35000,0,0,0,0,0,0,0,36
44469,93903,1,85 ANOS DE ORGANIZAÇÃO E LUTAS DOS JORNALISTAS BAIANOS -Levantamento documental e entrevistas com personagens da história do sindicato. (Coordenador de projeto/Organização da equipe de trabalho/Jornalistas Pesquisadores/Assessoria de imprensa - Mapeament,UN,1,60000,0,0,0,0,0,0,0,36
47121,100953,2,Compra de material de limpeza e higiene.,UN,1,0,50000,0,0,0,0,0,0,36
47121,100954,3,Aquisição de gêneros alimentícios para refeitórios.,UN,1,0,146000,0,0,0,0,0,0,36
47121,100955,4,"Pagamento de contas de serviços públicos (água, luz, telefone, internet)",UN,1,0,100000,0,0,0,0,0,0,36
47121,100577,1,"Aquisição de material de expediente (papel, canetas, etc.)",UN,1,0,100000,0,0,0,0,0,0,36
