id_plano_acao,id_executor,cnpj_executor,nome_executor,objeto_executor
81422,40684,41522376000143,MUNICIPIO DE COLONIA DO PIAUI,Construção de Portal no Município de Colônia do Piauí.
81434,39300,01612590000176,MUNICIPIO DE MILTON BRANDAO,"Execução da terceira etapa do Mirante da Serra, localizado no bairro Centro, na zona urbana de Milton Brandão-PI, com Pavimentação em piso intertravado na área comum do Mirante, Reforma da Gruta, Instalação de guarda-corpo, construção de escadaria e construção de Paisagismo."
81445,42349,12066973000102,MUNICIPIO DE SAO JOAO DA CANABRAVA,AMPLIAÇÃO DO MERCADO PÚBLICO MUNICIPAL
81426,41992,01612593000100,MUNICIPIO DE MORRO DO CHAPEU DO PIAUI,AMPLIAÇÃO DE ABATEDOURO PÚBLICO NO MUNICÍPIO DE MORRO DO CHAPEU - PI
81431,41427,01612596000143,MUNICIPIO DE MURICI DOS PORTELAS,Construção de Pavimentação de Calçamento e Urb. De Viás Públicas na Zona Rural
81435,42455,41522343000101,MUNICIPIO DE JARDIM DO MULATO,PAVIMENTAÇÃO ASFÁLTICA NA ZONA URBANA DO MUNICÍPIO DE JARDIM DO MULADO - PI
81414,44507,06553739000107,MUNICIPIO DE INHUMA,PAVIMENTAÇÃO EM PARALELEPIPEDO NA ZONA RURAL DO MUNICIPIO DE INHUMA - PI.
81425,37910,01612606000140,MUNICIPIO DE RIACHO FRIO,IMPLANTAÇÃO DE SISTEMA DE ABASTECIMENTO DE ÁGUA NO MUNICÍPIO
81429,41462,01612616000186,MUNICIPIO DE TANQUE DO PIAUI,Construção Praça Pùblica
81279,38651,82562893000123,MUNICIPIO DE CANELINHA,"Construção da área de lazer/equipamento comunitário no Loteamento Valdemar Severino, Bairro centro em área urbana consoplidada com aproximadamente 300m²"
81415,41110,06553986000103,MUNICIPIO DE ISAIAS COELHO,"Revitalização de Praça Pública , na zona urbana do município de Isaías Coelho - PI"
81419,39532,06554968000146,MUNICIPIO DE SAO FELIX DO PIAUI,"Executar a construção do Portal de Entrada do Município, acesso principal da cidade, contemplando fundação, estrutura em alvenaria e/ou metálica, cobertura, revestimento, pintura e instalação de letreiro com identidade visual turística."
81436,39801,06554745000189,MUNICIPIO DE BARRO DURO,Construção de Pista de cooper
81424,40150,01612601000118,MUNICIPIO DE PAQUETA,"1ª ETAPA PARA CONSTRUÇÃO DE PRAÇA DE EVENTOS E ESPORTES NO MUNICÍPIO DE PAQUETÁ - PI (TAMANHO TOTAL DA QUADRA = 12.385,07 ), COM CONSTRUÇÃO DE PAVIMENTAÇÃO COM PISO INTERTRAVADO."
81430,41425,01612596000143,MUNICIPIO DE MURICI DOS PORTELAS,Construção de Estádio e Campos de Futebol
81444,41897,06553671000166,MUNICIPIO DE SOCORRO DO PIAUI,"Reforma e Ampliação do Balneário da Barragem do Vale Verde, na zona Rural (Lat.:   7°55'58.29""S Long.:  42°26'18.09""O), localizada à 12km de distância da sede do município de Socorro do Piauí-PI. Uma estrutura que se consolida como há 16 anos como ponto turístico de visitação, passeios e banho, proporcionando também movimentação econômica no município."
81421,40870,41522129000147,MUNICIPIO DE SIGEFREDO PACHECO,Construção Posto de Saúde
81418,40410,06554398000194,MUNICIPIO DE SANTA LUZ,"Construção da sede do Centro de Referência de Assistência Social-CRAS no município de Santa Luz-PI.

1. Unidade atual localizada na Rua Ana Oliveira Lopes, 448, Centro, Santa Luz-PI, CEP: 64.910-000, sob nº identificador 22093002169 - CRAS de Santa Luz, implementado em 01 de outubro de 2025. 
2. O projeto não prevê a aquisição de equipamentos. 
3. Não se aplica.
4. O projeto prevê a provisão de contrapartida de acordo com a dotação orçamentária indicada. 
5. Sendo esta uma obra do tipo GND 4 (Investimento).
6. O projeto será executado por modelo próprio.
7. Sim, o equipamentos públicos referenciados da Rede SUAS.
8. Não se aplica;
9. Não se aplica.


"
81428,41446,01612581000185,MUNICIPIO DE ILHA GRANDE,Construção de Campo de futebol público municipal
81437,41329,06554034000104,MUNICIPIO DE BERTOLINIA,"Construção Quadras Poliesportivas, Campos De Futebol, Ginásios De Esporte, Complexos Esportivos, Arenas Esportivas, Praças De Esporte Voltadas Para Melhoria Dos Espaços Esportivos.
"
81443,41849,06553952000119,MUNICIPIO DE SIMPLICIO MENDES,CONSTRUÇÃO DE PRAÇA PÚBLICA NO MUNICÍPIO DE SIMPLÍCIO MENDES - PI
81442,41100,06716906000193,MUNICIPIO DE SAO MIGUEL DO TAPUIO,Construção da praça pública Coronel Evaristo Paiva na zona urbana do município de São Miguel do Tapuio - PI.
81416,45026,06554836000114,MUNICIPIO DE NOVO ORIENTE DO PIAUI,Construção de Praça de  Eventos na Localidade Caraíbas  Zona Rural do Município de Novo Oriente do Piauí - PI.
81477,43474,01612564000148,MUNICIPIO DE CAMPO ALEGRE DO FIDALGO,PAVIMENTAÇÃO EM PARALELEPÍPEDO NA ZONA URBANA DO MUNICÍPIO DE CAMPO ALEGRE DO FIDALGO – PI.
81475,38521,01612676000107,MUNICIPIO DE SAO JOAO DA VARJOTA,"Construção, Ampliação e Estradas Vicinais no Município de São João da Varjota - PI."
81461,42929,06553945000117,MUNICIPIO DE SANTO INACIO DO PIAUI,PAVIMENTAÇÃO DE ESTRADAS VICINAIS NO MUNICÍPIO DE SANTO INACIO DO PIAUÍ - PI
81474,37518,01612567000181,MUNICIPIO DE BREJO DO PIAUI,CONSTRUÇÃO DE MERCADO PÚBLICO MUNICIPAL
81522,43435,09687509000129,FUNDO MUNICIPAL DE SAUDE DE JAGUARIBARA,"AMPLIAÇÃO DA UBS - UNIDADE BÁSICA DE BÁSICA DE SAÚDE NA SEDE DO MUNICÍPIO DE JAGUARIBARA  (CNES 2551942) - ÁREA CONSTRUIDA ATUAL 729,77 M2 - ENDEREÇO AV. JOSÉ FURTADO DE MACEDO, 318, CENTRO, JAGUARIBARA – CE, CEP 63490-000 - COORDENADAS UTM X:559728.64, Y 9396522.15 (A AMPLIAÇÃO FARÁ INTERVENÇÃO NA SALA DE ACOLHIMENTO MULTIPROFISSIONAL, CONSULTORIO/WC CONSULTORIO, SALA DE OBSERVAÇÃO / WC SALA DE OBSERVAÇÃO. SALA DE INALAÇÃO COLETIVA, SALA DE PROCEDIMENTOS, SALA DE ATIVIDADES COLETICAS E ETC; A AMPLIAÇÃO AUMENTARÁ A ÁREA CONSTRUIDA EM APROXIMADAMENTE 136,66 M2)"
81469,43787,41522228000129,MUNICIPIO DE SANTA CRUZ DOS MILAGRES,"Revitalização da Casa dos Romeiros no município de Santa Cruz dos Milagres/PI, localizada na Avenida Padre Davi Mendes de Oliveira, S/N, Santa Cruz dos Milagres - PI (georreferenciada 5° 48.401'S,  41° 57.573'O).
A Casa dos Romeiros, prédio de propriedade do Município de Santa Cruz dos Milagres, constitui-se em espaço essencial para o acolhimento de milhares de fiéis e visitantes que anualmente se dirigem à cidade em cumprimento de suas promessas e demonstrações de fé. Trata-se de um equipamento público que, além de cumprir relevante papel social e religioso, projeta a imagem do município como polo de turismo religioso no Estado do Piauí."
81467,43286,06554885000157,MUNICIPIO DE DEMERVAL LOBAO,AQUISIÇÃO DE RETROESCAVADEIRA PARA O MUNICÍPIO DE DEMERVAL LOBÃO - PI
81455,42530,01612752000176,MUNICIPIO DE CURRAIS,IMPLANTAÇÃO DE REDE DE ABASTECIMENTO D'ÁGUA NA ZONA RURAL DO MUNICÍPIO DE CURRAIS- PI.
81433,41318,01612565000192,MUNICIPIO DE BARRA D'ALCANTARA,Construção de Calçamento Zona Rural
81456,37556,01616855000104,MUNICIPIO DE TAMBORIL DO PIAUI,Construção de praça no município de Tamboril do Piauí – Pi.
81450,40046,01612557000146,MUNICIPIO DE JATOBA DO PIAUI,Pavimentação de Estradas Vicinais na zona rural no município de Jatobá do Piauí – PI
81452,37545,01612579000106,MUNICIPIO DE CURRALINHOS,AMPLIAÇÃO DE UNIDADE BÁSICA DE SAÚDE
81457,37653,06553705000112,MUNICIPIO DE DOM EXPEDITO LOPES,CONCLUSÃO DE UNIDADE BÁSICA DE SAÚDE NO MUNICÍPIO DE DOM EXPEDITO LOPES - PI
81447,37765,41522103000107,MUNICIPIO DE VARZEA BRANCA,CONCLUSÃO DE CRECHE NO MUNICÍPIO
81459,38417,06553770000148,MUNICIPIO DE MONSENHOR HIPOLITO,Pavimentação em Paralelepípedo em Zona Urbana
81472,38186,01612614000197,MUNICIPIO DE VILA NOVA DO PIAUI,CONSTRUÇÃO DE PISTA DE CAMINHADA NO MUNICÍPIO
81466,40557,06554851000162,MUNICIPIO DE PALMEIRAIS,Construção de 01 (um) Posto de Saúde
81464,41096,06554422000195,MUNICIPIO DE NOSSA SENHORA DOS REMEDIOS,Pavimentação de estradas Vicinais na zona rural do Município de Nossa Senhora dos Remédios: Trecho da Localidade Santo Antônio á Localidade Matinha.
81482,41120,01612617000120,MUNICIPIO DE CARAUBAS DO PIAUI,"CONSTRUÇÃO DE BUIROS NA ZONA URBANA E RURAL DO MUNICÍPIO DE CARAÚBAS DO PIAUÍ - PI.
"
81458,45044,06553754000155,MUNICIPIO DE ITAINOPOLIS,"Reforma e ampliação do Ginásio Poliesportivo de Itainópolis/PI, situado na Avenida do Antigo Fórum de Justiça, com objetivo de revitalizar o espaço para prática de esportes, atividades culturais e eventos comunitários."
81448,40634,41522111000145,MUNICIPIO DE SAO JOSE DO DIVINO,"Realização da 33ª Festa do Leite & Feira Agropecuária, voltado para agricultores, comerciantes, produtores rurais, empresas de laticínios e derivados, no município de São Jose do Divino – PI"
81473,41402,01612618000175,MUNICIPIO DE CAXINGO,CONSTRUÇÃO DE QUADRA POLIESPORTIVA COM ACADEMIA DE SAÚDE NA LOCALIDADE ENTRE CAATINGA NO MUNICÍPIO DE CAXINGÓ - PÍ
81480,39444,06554000000110,MUNICIPIO DE SAO JOSE DO PEIXE,"CONSTRUÇÃO DE CAMPO SOCIETY DE GRAMA SINTÉTICA NO CENTRO DE SÃO JOSÉ DO PEIXE-PI, NA ZONA URBANA DO MUNICÍPIO."
81462,44386,06553960000165,MUNICIPIO DE SANTA CRUZ DO PIAUI,"Pavimentação de Estradas Vicinais beneficiando as localidades salinas, lagoa de dentro e malhadas totalizando 9km no Município de Santa Cruz do Piauí-PI"
81478,42447,41522194000172,MUNICIPIO DE BOM PRINCIPIO DO PIAUI,Aquisição De Equipamento E Material Permanente - 05 unidades de veículos de passeio
81476,44152,01612595000107,MUNICIPIO DE OLHO D'AGUA DO PIAUI,"1- AQUISIÇÃO DE UMA AMBULÂNCIA, PARA UM ATENDIMENTO DE SERVIÇOS DE URGÊNCIA E EMERGÊNCIA NO MUNICÍPIO E PROPORCIONAR UMA RESPOSTA RÁPIDA E SEGURA EM SITUAÇÕES DE RISCO À SAÚDE.
2- AQUISIÇÃO DE UM CARRO COM 5 LUGARES PARA LOCOMOÇÃO DE PACIENTES, COM MAIOR ACESSO E QUALIDADE NOS SERVIÇOS DE SAÚDE
"
81479,45305,01612604000151,MUNICIPIO DE RIBEIRA DO PIAUI,"AMPLIAÇÃO DA CRECHE PRÉ ESCOLA MÃE VICENÇA, NO BAIRRO CENTRO, ZONA URBANA DE RIBEIRA DO PIAUÍ-PI."
81465,39663,06554752000180,MUNICIPIO DE ANGICAL DO PIAUI,Pavimentação em paralelepípedo em ruas na zona Urbana do município de Angical do Piauí-PI.
81514,41235,77356665000167,MUNICIPIO DE FRANCISCO ALVES,"Aquisição e instalação de equipamentos permanentes de uso comunitário para atividades físicas, de esporte amador, educacional, lazer e inclusão social – PISO MODULAR INDOOR PARA QUADRA ESPORTIVA DO GINÁSIO AMARELÃO, MUNICÍPIO DE FRANCISCO ALVES – PR."
81487,43968,76995414000160,MUNICIPIO DE CHOPINZINHO,INVESTIMENTO P/ INFRAESTRUTURA ESPORTIVA (CADEIRAS P/GINÁSIO)
81483,46890,41522152000131,MUNICIPIO DE ALEGRETE DO PIAUI,04.695.0076.1157 - FOMENTO AO TURISMO (CONSTRUÇÃO DE PORTAL DE ENTRADA NO MUNICÍPIO DE ALEGRETE DO PIAUÍ-PI)
81488,43831,76205640000108,MUNICIPIO DE DOIS VIZINHOS,Serviço de limpeza e desobstrução de vias
81494,46529,76404136000129,MUNICIPIO DE MARILUZ,"Fornecimento e instalação de 960,00 m² (novecentos e sessenta metros quadrados) de piso em placa de polipropileno para a quadra do Ginásio de Esportes Álvaro Dias. Fornecimento e instalação de 600 (seiscentas ) cadeiras plásticas para arquibancada do Estádio Municipal Azarias Diniz."
81505,39337,76205673000140,MUNICIPIO DE REALEZA,OBRAS NA SEDE DA PREFEITURA MUNICIPAL DE REALEZA/PR
81485,45711,75972760000160,MUNICIPIO DE CAPANEMA,Aquisição de Cadeiras/Assentos para o Ginásio de Esportes
81486,39086,76965789000187,MUNICIPIO DE CARLOPOLIS,Instalação de Cadeira Plástica com Assento Rebatível e Encosto Anatômico no Ginásio Municipal de Esportes Homero Ravedutti
81506,37123,76205715000142,MUNICIPIO DE SANTA IZABEL DO OESTE,"Contratação de Empresa para elaboração de projeto tecnico para a implementação do Parque Linear Caminhos da Fé, no Município de Santa Izabel do Oeste/PR, bem como acompanhamento da obra."
81493,44211,76205814000124,MUNICIPIO DE MARECHAL CANDIDO RONDON,"AQUISIÇÃO DE EQUIPAMENTOS PARA INFRAESTRUTURA ESPORTIVA DO MUNICÍPIO, A SEREM INSTALADOS NO  GINÁSIO DE ESPORTES NEY BRAGA, SITUADO À RUA CEARÁ, 630 - CENTRO, MAL. CÂNDIDO RONDON – PR, SENDO: CADEIRAS/ASSENTOS PARA ARQUIBANCADAS DO GINÁSIO."
81499,43109,01613136000130,MUNICIPIO DE PRADO FERREIRA,"Aquisição de Equipamentos Esportivos.  Assentos esportivos com encosto para arquibancada, em polipropileno injetado em peça única, com aditivos para proteção anti-UV e anti-chamas de acordo com as normas da
ABNT 15925/2011, a serem instalados no Estádio Municipal ""José Aparecido de Morais"", no Município de Prado Ferreira."
81518,43120,80882095000153,MUNICIPIO DE SANTA TEREZA DO OESTE,"Será adquirido Plantadeira Agrícola Nova 7 linhas para plantio direto, será utilizado na área rural objetivo para melhorar o preparo do solo, ampliar a produção e garantir maior eficiência no cultivo. e se destina ao fomento do setor agropecuário, beneficiando pequenos, médios e grandes produtores rurais."
81507,38475,75697094000107,MUNICIPIO DE TOMAZINA,"Cadeira Plástica com Assento Rebatível e Encosto Anatômico
Assento/Encosto:
Fabricados em resina termoplástica de polipropileno virgem (PP), o que garante alta durabilidade, resistência a impactos e ao desgaste natural decorrente do uso contínuo em ambientes internos e externos.
O assento é rebatível, anatômico e possui raio frontal projetado para favorecer a circulação sanguínea na região das pernas dos usuários, reduzindo pontos de pressão durante a permanência prolongada sentado. Suas dimensões são de 420 mm de largura por 460 mm de profundidade. Possui sistema de drenagem eficiente, com perfurações estrategicamente posicionadas que permitem o total escoamento de líquidos, evitando acúmulo de água e facilitando a manutenção e limpeza.
A união do assento e do encosto é realizada por meio de duas buchas e dois parafusos, assegurando firmeza, segurança estrutural e estabilidade mecânica.(SISTEMA REBATÍVEL)
Encosto:
Com dimensões de 420 mm de largura por 350 mm de altura, o encosto possui geometria anatômica com raio traseiro (arredondamento), proporcionando maior conforto ergonômico ao se adaptar melhor à curvatura natural da coluna torácica dos usuários. Essa característica reduz a rigidez do contato com as costas e distribui melhor os pontos de apoio, contribuindo para o conforto em longos períodos de uso.
Fixação:
A cadeira será fixada à superfície por meio de parafusos 4,5 X 50 de aço inoxidável e buchas, com um mínimo de 10 pontos de fixação, garantindo ancoragem sólida e segura ao piso.
Tratamento e Normas Técnicas:
O produto contará com tratamento Anti-UV, assegurando ΔE ≤10 nos 5 primeiros anos, o que garante estabilidade da cor e resistência à radiação solar, mesmo em ambientes externos. A cadeira deverá atender integralmente à NPT 012 do Corpo de Bombeiros do Estado do Paraná, bem como às especificações dimensionais e de segurança previstas na NBR 15925/2011.
Personalização: 
Descrição da Logomarca no Encosto da Cadeira:
A cadeira destinada à utilização em atividades esportivas deverá conter, obrigatoriamente, identificação oficial do Município, a qual poderá consistir em logomarca, brasão, nome institucional ou qualquer outra forma de identificação que venha a ser solicitada pela Administração.
Essa identificação deverá ser aplicada na parte inferior traseira do encosto, de forma permanente e injetada no material, vedada a utilização de adesivos ou elementos removíveis, a fim de garantir durabilidade, resistência ao uso contínuo, manuseio, limpeza e armazenamento.
A empresa licitante deverá apresentar laudos de ensaios emitidos por laboratório acreditado pelo INMETRO, que comprovem que os produtos ofertados atendem às exigências técnicas e de desempenho descritas neste Termo de Referência.
CORES: A Ser Solicitado pela Secretaria Demandante."
81504,44657,76973692000116,MUNICIPIO DE QUERENCIA DO NORTE,AQUISIÇÃO DE TRATOR AGRICOLA
81519,42941,75443812000100,MUNICIPIO DE GUAPIRAMA,"Aquisição de equipamentos esportivos, 600 unidades de Cadeiras Plásticas com Assento Rebatível e Encosto Anatômico
"
81496,39432,76995380000103,MUNICIPIO DE SAO JORGE D'OESTE,Aquisição e instalação de cadeiras para arquibancado no ginasio de esporte
81516,45877,76920818000194,MUNICIPIO DE SAO JOSE DA BOA VISTA,"OBJETO DA TRANSFERÊNCIA ESPECIAL: 
AQUISIÇÃO DE EQUIPAMENTOS E IMPLEMENTOS AGRÍCOLAS PARA UTILIZAÇÃO EM ÁREA RURAL E DESTINADOS AO FOMENTO DO SETOR AGROPECUÁRIO, BENEFICIANDO PEQUENOS, MÉDIOS E GRÁNDES PRODUTORES RURAIS.

Meta:
Adquirir equipamentos e implementos agrícolas visando fortalecer a agricultura familiar e apoiar produtores rurais de todos os portes, promovendo a mecanização das atividades no campo, a melhoria das condições de trabalho e o aumento da produtividade das propriedades pequenas, médias e grandes, contribuindo para o desenvolvimento econômico e sustentável do município.


Descrição Técnica dos Objetos
OBJETO 1:
	
- 1 Máquina beneficiadora de arroz para utilização na área rural, fomentando o setor agropecuário do Município de São José da Boa Vista/PR, beneficiando pequenos, médios e grandes produtores rurais.
Especificações: Beneficiadora de arroz com operações de triagem, descascamento, polimento e seleção de grãos, fornecida com motor elétrico de 7,5 cv, alimentação elétrica monofásica 110/220V, produção mínima de 200 kg/h, rotação do volante: 760 rpm, montada pronta para ser utilizada.

OBJETO 2:
 1 Ensiladeira de área total (cortadeira de forragem) cujo objetivo é a utilização na área rural, fomentando o setor agropecuário do Município de São José da Boa Vista/PR, beneficiando pequenos, médios e grandes produtores rurais.
Ensiladeira com acionamento tratorizado, espaçamento área total com plataforma de corte mín. 1m, 12 facas, 1 rotor, peso 850kg, potência na TDP 65 a 95 cv, produção de 35 ton/h², 4 rolos recolhedores RPM na TDP 540 RPM, tamanho do picador 24 (2 a 36mm). Transmissão Caixa e Cardan.

OBJETO 3:
 1 Roçadeira hidráulica cujo objetivo é a utilização na área rural, fomentando o setor agropecuário do Município de São José da Boa Vista/PR, beneficiando pequenos, médios e grandes produtores rurais.
Roçadeira hidráulica com largura de corte de 1,10m, altura de corte de 25 a 300mm, largura total de 1250mm, comprimento com roda 1650mm, altura 1000 mm, potência mínima requerida (cv) 60, Peso máquina TDP (rpm) 540, número de facas 2.

OBJETO 4:
 1 Carreta agrícola de madeira, cujo objetivo é a utilização na área rural,  fomentando o setor agropecuário do Município de São José da Boa Vista/PR, beneficiando pequenos, médios e grandes produtores rurais.
Carreta agrícola de madeira, capacidade de carga 5 ton., comprimento 2,40m, largura 1,5m, altura da carroceria 0,60m, 2 pneus 7/50/16. Grades com aberturas laterais e traseira.

OBJETO 5:
 1 Encanteiradeira para trator para utilização na área rural, fomentando o setor agropecuário do Município de São José da Boa Vista/PR, beneficiando pequenos, médios e grandes produtores rurais.
Encanteiradeira para trator, com larg. de corte de 0,90m, largura de canteiro 0,70m, largura total da máquina 1,25m, comprimento da máquina 1,50m número de flanges 3, número de enxadas 18, peso 400 kg, Rotação das enxadas 231, Rotação da TDP 540 RPM.

OBJETO 6:
 1 Adubadeira cujo objetivo é a utilização na área rural, fomentando o setor agropecuário do Município de São José da Boa Vista/PR, beneficiando pequenos, médios e grandes produtores rurais.
Adubadeira com caçamba de capacidade mín. 1300kg, largura 240cm, comprimento 130 cm, altura 130cm, rotação da TDP 540 RPM, Sistema distribuição duplo disco, regulagem de vazão 10 a 2000kg/há,largura efetiva do trabalho de 18 a 36 metros, sistema de abertura: Cabo, número de palhetas 4 por disco, material disco e palhetas: Inox, Acionamento TDP: Cardan."
81491,41815,77816510000166,MUNICIPIO DE FRANCISCO BELTRAO,"1. Construção centro comercialização da agricultura familiar
2. Aquisição de equipamentos agrícolas (01 colhedora de forragem e 02 plantadeiras)"
81512,37964,76217017000167,MUNICIPIO DE BOA ESPERANCA,AQUISIÇÃO DE EQUIPAMENTOS ESPORTIVOS
81492,45828,75368928000122,MUNICIPIO DE MAMBORE,"Realização de ação voltada ao incentivo ao desporto comunitário, com a aquisição e instalação de equipamentos esportivos para uso coletivo. A iniciativa busca promover o acesso ao esporte e ao lazer, incentivando a prática esportiva e fortalecendo o convívio comunitário."
81484,43338,01612610000109,MUNICIPIO DE SEBASTIAO LEAL,AQUISIÇÃO DE EQUIPAMENTOS E VEICULOS PARA A SECRETARIA DE SAÚDE DO MUNICIPIO DE SEBASTIÃO LEAL
81511,44861,76206465000165,MUNICIPIO DE MATELANDIA,"Aquisição e Instalação de Piso Modular para o Ginásio Poliesportivo Municipal Olivo Constantino Biazus, no Município de Matelândia/PR"
81515,45947,01613052000104,MUNICIPIO DE SERRANOPOLIS DO IGUACU,"Objeto:
Aquisição e instalação de equipamentos de climatização de ar e exaustores (material permanente) destinados a ginásios de esportes municipal, visando proporcionar melhores condições de conforto térmico aos usuários durante a realização de atividades esportivas, culturais e comunitárias.
Descrição detalhada:
O presente objeto compreende a aquisição, instalação e testes de funcionamento dos equipamentos de climatização, através de processo de licitação, incluindo:
•	Equipamentos de climatizadores industriais evaporativos, conforme dimensionamento técnico do ambiente;
•	Suporte técnico para instalação dos equipamentos;
•	Tubulações, fiações elétricas e materiais complementares necessários ao pleno funcionamento do sistema;
•	Quadro de comando e sistema de automação (caso necessário);
•	Mão de obra especializada para instalação, testes e comissionamento do sistema;
•	Garantia mínima de 12 meses para os equipamentos e serviços;
•	Treinamento básico aos servidores responsáveis sobre operação e manutenção dos sistemas instalados.
Finalidade:
Melhorar as condições de uso do ginásio de esportes por meio do controle da temperatura e ventilação interna, oferecendo conforto térmico a atletas, estudantes e à comunidade em geral durante o uso do espaço, especialmente em eventos que envolvem aglomeração e demanda prolongada de permanência no local.
Justificativa:
Considerando as altas temperaturas registradas na região e a utilização freqüente do ginásio para atividades esportivas, educacionais e sociais, a climatização do espaço se faz necessária para garantir a saúde, o bem-estar e o desempenho dos usuários. A aquisição de equipamentos permanentes de climatização contribui para a valorização do espaço público e o incentivo à prática de esportes e eventos comunitários com maior qualidade."
81529,41292,13607346000102,MUNICIPIO DE ANGUERA,Pavimentação de diversas vias urbanas do municipio de Anguera/Ba
81551,43406,45089885000185,MUNICIPIO DE ELDORADO,CONSTRUÇÃO DE TRAVESSIA EM ESTRADAS VINCINAIS SOBE O AFLENTE DO RIO RIBEIRA
81530,41280,13634977000102,MUNICIPIO DE BELMONTE,Pavimentação de vias urbanas no Municipio de Belmonte/BA.
81538,46215,46523049000120,MUNICIPIO DE COTIA,"Obras de pavimentação, recapeamento e reconstrução asfáltica na Rua  Assis Chateaubriand, (entre os números 290 e 530) no bairro Paisagem Casa Grande,  localizada dentro do perímetro urbano do município de Cotia - SP."
81541,39972,47970769000104,MUNICIPIO DE FRANCA,"Melhorias no bairro Jardim Martins, localizado no perímetro urbano do município de Franca/SP, visando a realização de obras de pavimentação de vielas e/ou construção de calçadas e/ou recapeamento asfáltico."
81545,43164,44951515000142,MUNICIPIO DE TEODORO SAMPAIO,"535 - PAVIMENTAÇÂO DE VIAS URBANAS NO MUNICIPIO DE TEODORO SAMPAIO - SP - com 4.950 (Quatro mil, novecentos e cinquenta) METROS QUADDRADOS de CBUQ com 3 cm de espessura mínima."
81546,37713,67662437000161,MUNICIPIO DE EUCLIDES DA CUNHA PAULISTA,Objeto Padronizado 535 - Pavimentação   - Pavimentação em vias urbanas do município de Euclides da Cunha Paulista - realização de 4.950 metros quadrados com espessura mínima de 3cm de CBUQ.
80230,38873,18385104000127,MUNICIPIO DE MATIPO,Reforma de via e praça pública do município de Matipó
81525,37162,23489834000108,MUNICIPIO DE TEJUCUOCA,AQUISIÇÃO DE VEICULOS PARA ATENDER AS ACOES DA ATENÇÃO PRIMARIA DO MUNICIPIO DE TEJUÇUOCA-CE
81526,37167,23489834000108,MUNICIPIO DE TEJUCUOCA,"REFORMA DA UNIDADE BASICA DE SAUDE DE BARRA DO CAXITORE E JARDIM, NO MUNICIPIO DE TEJUÇUOCA - CE"
81532,47109,12350146000146,MUNICIPIO DE OLHO D'AGUA DO CASADO,"Construção de Praça Antonio Matias Sobrinho, localizada na Fonte da Matinha, área urbana e ponto turístico da cidade de Olho D’Água do Casado, coordenadas geográficas Latitude -9.504346 – Longitude -37.829821. Serviços a serem executados: pavimentação, acessibilidade, iluminação em led, equipamentos esportivos e banheiros.

Reforma da Praça Padre Cícero, situada na Avenida Marechal Castelo Branco, coordenadas geográficas Lat. -9.501606 – Lat. -37.830837, área urbana da cidade, na rota para o ponto turístico cânions do Rio São Francisco. Serviços a serem executados: iluminação de led, sinalização, brinquedos infantis e acessibilidade
"
80028,47144,88587183000134,MUNICIPIO DE CARLOS BARBOSA,"TRATOR AGRÍCOLA SOBRE RODAS, NOVO, ANO/MODELO2025 ou superior, DE FABRICAÇÃO NACIONAL, TRAÇÃO 4X4, POSTODE OPERAÇÃO TIPO CABINE FECHADA, COM AR
CONDICIONADO, MOTOR 3 CILINDROS TURBOINTERCOLER, 75 hp, COMBUSTÍVEL DIESEL,CAIXA DE CAMBIO SINCRONIZADA, COM NO MÍNIMO 08MARCHAS À FRENTE E 04 MARCHAS A RÉ COMALAVANCAS DE ACIONAMENTO LATERAL, DIREÇÃOHIDROSTÁTICA COM REGULAGEM DE ALTURA, TOMADADE POTÊNCIA INDEPENDENTE DE 540RPM 540E RPM COM ACIONAMENTO MECÂNICO, CAPÔ BASCULANTE,CONTRAPESOS DIANTEIROS E TRASEIROS, SISTEMA DELEVANTE HIDRÁULICO DE TRÊS PONTOS COM CAPACIDADE DE LEVANTE DE NO MÍNIMO 2.500 KGF NOOLHAL, BOMBA HIDRÁULICA COM VAZÃO MINIMA DE 40LITROS POR MINUTO, RODAGEM DIANTEIRA 12.4X24""R1
TRASEIRA 18.4X30""R1, DUAS VÁLVULAS DE CONTROLEREMOTO, FREIOS MULTIDISCOS A BANHO DE ÓLEO COM HIDRÁULICO."
81527,38467,07733256000157,MUNICIPIO DE SOLONOPOLE,Contratação de Serviços de Esterilização Cirúrgica e Microchipagem de Cães e Gatos
81543,39168,46578514000120,MUNICIPIO DE PERUIBE,Construção de Praça
81536,45930,12243697000100,MUNICIPIO DE PENEDO,AQUISIÇÃO E INSTALAÇÃO DE EQUIPAMENTOS PARA ACADEMIA COMUNITÁRIA
81537,39640,12264222000109,MUNICIPIO DE SAO MIGUEL DOS CAMPOS,APOIO À IMPLEMENTAÇÃO DA CASA DA MULHER BRASILEIRA.
81548,47151,44529592000109,MUNICIPIO DE GUAIMBE,"CONSTRUÇÃO DE INFRAESTRUTURA TURÍSTICA COM INTERVENÇÃO DE 47.600 M² LOCALIZADA NA AVENIDA MARGINAL, S/N° - BAIRRO 1° LAGO - CENTRO DE LAZER DO TRABALHADOR - CEP 16489-899 - PARQUE ECOLÓGICO VIDA ANIMAL.
"
81542,41251,46634283000124,MUNICIPIO DE IPORANGA,CONSTRUÇÃO DE SISTEMA DE DRENAGEM DO CAMPO DE FUTEBOL DO ESTÁDIO JOSÉ CASSIANO.
