id_plano_acao,id_executor,cnpj_executor,nome_executor,objeto_executor
77538,39901,88830609000139,MUNICIPIO DE CAXIAS DO SUL,Pavimentação asfáltica em concreto betuminoso usinado à quente no bairro Cidade Nova no Município de Caxias do Sul
77529,44855,88000906000157,MUNICIPIO DE ALVORADA,"Aquisição de materiais esportivos destinados à realização de atividades e eventos esportivos no município de Alvorada/RS, promovidos pela Secretaria Municipal de Cultura, Esporte e Juventude."
77531,39030,88000906000157,MUNICIPIO DE ALVORADA,"Aquisição de Viatura Caracterizada Picape 4x4 Cabine Dupla e Viatura tipo SUV Compacta para uso da Guarda Civil Municipal (GCM), com o objetivo de reforçar as ações de Segurança Pública e Patrulhamento Ostensivo no Município."
77534,41272,87849923000109,MUNICIPIO DE BENTO GONCALVES,"Reforma da Pavimentação asfáltica da rua Francisco Tomasi, acesso a Orla do Lago Santa Helena, bem de interesse turístico no Município de Bento Gonçalves/RS. Serão 3.866,82 metros quadrados de área destinada à execução da obra de recapeamento que facilitará o acesso dos turistas ao local, onde há uma praça com esculturas em concreto de animais da fauna brasileira."
77539,40065,88080379000138,MUNICIPIO DE HERVAL,"Meta 1: Aquisição de equipamentos voltado a cozinha do Restaurante popular, contemplando 1 fogão industrial, 1 forno industrial à gás, 1 Forno microondas, 2 Fritadeira elétrica inox com duas cubas, 2 Refrigerador, Freezer vertical, 2 Freezer horizontal 534 L com duas tampas, 1 Liquidificador industrial , 1 Processador de alimentos, 1 Centrífuga 12L, 2 Picador de legumes, 1 Batedeira planetária , 1 Extrator de suco, Panelas diversas litragens, frigideiras, panela de pressão, formas, assadeiras, tábuas de corte, afiador de faca elétrica, raladores, descascadores, peneiras, funil, balança, medidores, mesas inox, coifa, filtro de água, caixas plásticas abertas e fechadas, lava louça industrial, ar condicionado, colheres diversas de servir, lixeiras com pedal, tanques ou cubas de lavagens, torneira elétrica, mesas e cadeiras, pratos e talheres, Buffet 12 cubas e outros equipamentos que se fazem necessário para o funcionamento do restaurante.

Finalidade: Este projeto tem como objetivo principal implementar e desenvolver ações de Segurança Alimentar e Nutricional no Município de Herval, visando a garantia do direito humano à alimentação adequada a população em situação de vulnerabilidade social e insegurança alimentar e nutricional através das ações dos Restaurantes Populares e as Cozinhas. Ressalta-se que os equipamentos da rede de proteção alimentar realizam atendimento de forma não só emergencial, mas permanente, através da garantia do acesso a uma alimentação saudável, de baixo custo a toda a população, especialmente àquela de baixa renda.

Público-alvo: O público alvo dos Restaurantes Populares e Cozinhas, é formado por trabalhadores formais e informais, pessoas de baixa renda, desempregados, estudantes, aposentados, pessoas em situação de rua, cidadãos usuários do Programa Bolsa Família, que se encontram em situação de insegurança alimentar, que estejam ou não inseridas no Cadastro Único para Programas Sociais do Governo Federal (Cadastro Único)."
77541,40832,90738196000109,MUNICIPIO DE IJUI,"Revitalização do campo do Bairro Modelo, mediante empreitada global para reforma e ampliação de edificação em alvenaria para vestiários e banheiros (124 m²), casamata (10m²), substituição de alambrado (545m²), calçadas com piso intertravado (375m²) e colocação de bancos/mesa externa (3 unidades)."
77542,40419,88254875000160,MUNICIPIO DE NOVO HAMBURGO,Implementação de um novo Eco Ponto em Novo Hamburgo.
77519,38636,88414552000197,MUNICIPIO DE JAGUARAO,"Meta 1: Atendimento à aproximadamente 400 idosos em situação de vulnerabilidade social;

Objetivo da Meta: Aquisição de materiais de expediente e de consumo, como: 30 cx de canetas azuis, 30 tesouras de costura, 3 caixas de lápis, 30 apontadores de lápis, 300 pinceis para pintura; de diversos tamanhos, 500 tintas para tecidos de diversas cores, 100 agulhas de costura, 30 máquinas de cola quente, 500 refis de cola quente de diversas espessuras, 3.000 metros de fitas mimosa de diversas cores e tamanhos, 30 pacotes de papel carbono, 10 caixas de cola branca, 20 caixas de lápis de cor, 3.000 unidades de eva com glitter/sem glitter de diversas cores, 1.000 botões de camisa de cores e tamanhos diversos, 1.000 guardanapos de saco branco, 5.000 novelos de lãs de diversas cores e tamanhos, 500 novelos de lãs na linha crochê de diversas cores e tamanhos, 500 novelos de linha Clea de diversos tamanhos e cores, 1.000 linhas de costura de diversas cores, 6.000 copos plásticos de diversos tamanhos, 6.000 copos de isopor de diversos tamanhos, 6.000 guardanapos de papel, 1.000 colheres plásticas de diversas cores, 1.000 garfinhos plásticos de diversas cores, 3.000 pratinhos de plástico de diversas cores, 50 pacotes de papel vergê, 500 cartoplex de diversas cores, 500 papel crepom de diversas cores, 50 pacotes de papel foto, 20 rolos de cordões, 500 tintas temperas de cores diversas, 50 agulhas de tricô de diversos tamanhos, 50 agulhas de crochê de diversos tamanhos, 100, tintas pvc de diversas cores, 100 tintas acrílicas de diversas cores, 50 verniz para acabamento, 50 verniz vitral de diversas cores, 50 verniz craquelê incolor, 50 pinceis para patina, 100 peças de mdf (porta joias, porta retratos, entre outros), 20m de lixas finas para madeira, 30 rolinhos para pintura, 1.000 metros de cordas de diversos tamanhos e cores, 20 potes de massa acrílica, 1.000 metros de passa fita de diversos tamanhos e cores, 1.000 metros de broderi, 500 peças de tecido oxford em diversas cores, 20 peças de tricoline branco, 10 peças de tecido cetim em diversas cores, 300 potes de glitter de diversas cores, 1.000 cones de fio de malha em diversas cores, 5.000 caixas de chá de sabores diversos, 500 bandejas de papelão de cores, diversas, aquisição de 2 máquinas de costura e 2 máquinas de overlock. Também a contratação de Serviços de Pessoas Jurídicas como: Padarias, gráficas, empresas de transporte e oficineiros. Os itens selecionados acima serão utilizados para a realização de eventos culturais e de lazer às pessoas idosas vulneráveis, bem como: Oficinas de desenvolvimento de habilidades manuais, oficinas sócio-educativas, oficinas de biblioterapia, rodas de conversa, piquenique, viagens, bailes da pessoa idosas e etc.

Finalidade: Promover o bem-estar mental e social, combatendo o isolamento e fortalecendo os vínculos comunitários entre a população idosa.

Meta 2: Atividades Físicas para Pessoas Idosas.

Objetivo da Meta: Contratação de 500 horas de Serviços de Pessoas Jurídicas bem como educadores físicos para a realização de Atividades Físicas para idosos bem como: atividade de funcional e alongamento, atividade de caminhada, atividade de academias ao ar livre e atividades de dança, elaboradas especificamente para os idosos.

Finalidade: Fomentar a saúde física e a autonomia da população idosa, prevenindo doenças e promovendo um estilo de vida mais ativo e saudável.

Meta 3: Atendimento de saúde às pessoas idosas.

Objetivo da Meta: Contratação de Serviços de Pessoas Jurídicas e/ou físicas para atendimentos de saúde, bem como: 500 horas de hidroginástica, 500 horas de pilates, 500 horas de fisioterapia, para as pessoas idosas em vulnerabilidade social.

Finalidade: Assegurar o acesso à ações na prevenção de doenças e na melhoria da saúde da população idosa vulnerável."
77514,46126,05995766000177,MUNICIPIO DE MACAPA,"Realização do Programa ""Negro Eu Sou"" 2025  na cidade de Macapá em três edições no Museu de Artes, Culturas e Memórias Negras, no Teatro Municipal e na União de Negros de Macapá."
76964,38422,94706124000130,MUNICIPIO DE TRAVESSEIRO,Aquisição de retroescavadeira.
77523,40609,87862397000109,MUNICIPIO DE GUAPORE,"Infraestrutura Cartódromo - nova entrada de energia, instalação de iluminação na pista, reforma nos vestiários e banheiros na sede e nos box, com acessibilidade. Prolongamento da avenida silvio sanson junto ao autodromo."
77525,46748,92963560000160,MUNICIPIO DE PORTO ALEGRE,Revitalização do Campo de Futebol Santa Helena na Lomba do Pinheiro
77535,42000,88696810000175,MUNICIPIO DE CAMAQUA,"Aquisição de aproximadamente 116 (cento e dezesseis) unidades de aduelas de concreto armado, com encaixe tipo macho e fêmea, nas dimensões de 2,00m x 1,50m x 1,00m, destinadas à instalação em estradas vicinais localizadas na zona rural do município. As aduelas serão utilizadas em pontos específicos de drenagem e escoamento de água, visando à melhoria da infraestrutura rural e à garantia de trafegabilidade em diversos distritos dentre os 10 existentes no município. A intervenção contribuirá para a durabilidade das vias rurais, especialmente em períodos chuvosos, minimizando alagamentos e garantindo o acesso da população e o escoamento da produção agrícola local."
77520,42415,87613626000151,MUNICIPIO DE LAGOA VERMELHA,"Aquisição de, aproximadamente, 500 Horas-máquina, com a finalidade de facilitar o apoio na construção de tanques e/ou vias de acesso para escoamento e transporte da Produção Aquícola, no interior do Município de Lagoa Vermelha (RS)"
77528,39231,90256652000184,MUNICIPIO DE IMBE,"Construção de campo de futebol society, composto por grama sintética, iluminação e alambrado perimetral, no município de Imbé/RS."
77524,46740,92963560000160,MUNICIPIO DE PORTO ALEGRE,"Revitalização de praça no Bairro Tristeza ou Bairro Sarandi, Porto Alegre/ RS"
77521,45987,91618439000138,MUNICIPIO DE NOVA PRATA,"Contratação de horas máquinas de: Caminhão basculante 6x4 - Valor hora R$ 179,00 x 1.200 horas total de R$ 214.800,00 - Escavadeira hidráulica R$ 289,00 x 600 horas: total R$173.400,00 - Aquisição de brita n° 2 R$ 51,52 Tonelada  x 151,22 toneladas: R$ 7.800,00"
77547,39659,88661400000199,MUNICIPIO DE TEUTONIA,"Obra de Recuperação Asfáltica (recapeamento) viária em via pública, com o objetivo de melhorar as condições de tráfego e mobilidade Urbana na rua rua 31 de agosto, bairro Alesgut - Teutônia- RS.
"
77575,37652,17349848000123,MUNICIPIO DE MOJUI DOS CAMPOS,"Pavimentação de vias públicas ( Rua São Luís, Rua Cosme (Bairro Esperança) Rua Brasília ( Cidade Alta I)- Área Urbana do Município de Mojuí dos Campos."
77561,45903,10166817000198,MUNICIPIO DE NAZARE DA MATA,"Aquisição de materiais de consumo para o funcionamento das unidades de atenção básica, incluindo itens como insumos e medicamentos indispensáveis para a realização das ações diretas à população e a melhoria da capacidade de atendimento dos pacientes. Dessa forma, a aplicação do recurso está estritamente alinhada às metas e ações da Programação Anual de Saúde (PAS), conforme Diretriz Nº 1: ""FORTALECIMENTO DA ATENÇÃO BÁSICA"", Objetivo 1.1: ""Garantir a adoção de linhas de cuidados para fortalecimento da na atenção integral à saúde dos usuários do SUS."" e Ação Nº1: ""Garantir insumos e equipamentos necessários para o funcionamento das unidades"", constante no PAS 2025, sendo fundamental para que o planejamento municipal se traduza em serviços efetivos para a comunidade."
77555,46868,87613022000105,MUNICIPIO DE SAO LUIZ GONZAGA,"Aquisição de equipamentos e materiais esportivos, equipamentos para academia ao ar livre, reforma e adequações estruturas"
77543,40822,88566872000162,MUNICIPIO DO RIO GRANDE,IMPLANTAÇÃO DE QUADRA ESPORTIVA COM GRAMA SINTÉTICA E ACADEMIA AO AR LIVRE
77553,38610,91103127000191,MUNICIPIO DE TRES CACHOEIRAS,Aquisição de exames laboratoriais de análises clínicas para pacientes da Secretaria Municipal da Saúde.
77554,45062,98671597000109,MUNICIPIO DE VERANOPOLIS,"O Parque Municipal de Eventos Esportivos e de Lazer Prefeito Nadyr Mário Pelegrino Peruffo é utilizado pelo Município para a realização de eventos, principalmente, para o Rodeio Crioulo Nacional. Sua estrutura foi construída há muitos anos, desta forma, apresenta desgaste ocasionado pelo seu uso e pelo tempo. Portanto, faz-se necessário realizar obras de reforma e ampliação dos espaços das churrasqueiras, da sala de preparo de alimentos e dos banheiros. O intuito da Administração Pública é ocupar, cada vez mais, o Parque Municipal para iniciativas de desporto e lazer direcionadas à população veranense."
77558,38349,11393101000196,FUNDO MUNICIPAL DE SAUDE,Custeio dos Serviços de Assistência Hospitalar e Ambulatorial - MAC para  cumprimento de metas - Unidade Mista Maria Gaião Guerra - CNES 2499843
77568,46408,10140978000102,MUNICIPIO DE JUPI,INCREMENTO TEMPORÁRIO PARA APOIO E DESENVOLVIMENTO DE AÇÕES DE MÉDIA E ALTA COMPLEXIDADE NO MUNICÍPIO DE JUPI PE.
77548,39000,11409458000115,FUNDO MUNICIPAL DE SAUDE DE GIRUA,"Contratação de Serviços especializados de média e alta complexidade, relacionados ao tratamento clínico/consultas e de exames de diagnóstico. 
O município de Giruá, pretende sanar demandas reprimidas em consultas nas áreas de especialidades Clinicas. De igual forma, o município pretende  reduzir a demanda em exames de diagnóstico. Giruá, tem cinco Unidades Básicas de Saúde. As demandas que serão atendidas são oriundas dessas Unidades. Portanto, com a execução do presente projeto, poderemos reduzir esse impacto e atender de uma forma mais qualificada e resolutiva as demandas emergentes da nossa comunidade.
 O CNES do beneficiário é  5679028.
As consultas médicas/Tratamentos Clínicos e procedimentos que possuem maior demanda e serão priorizadas através do presente projeto são respectivamente:
-Consultas Pediátricas;
-Consultas de Endocrinologista;
-Consultas de Reumatologista;
-Consultas de Neurologista;
-Consultas de Cardiologia;
-Fisioterapia Clínica e Domiciliar;
-Biópsia Prostática, PAF Tireóide/Mama;
-Cistoscopia/Estudo Urodinâmico;
-Cateterismo;
Os Principais Exames demandados são:
-Exames de Teste de Esforço (Esteira);
-Exames Eletrocardiograma Transtornai-o;
-Exames de Angiotomografia de alta complexidade;
-Exames de Angioressonância;
-Exames de Colangioressonância;
-Exames de Ressonância e Magnética;
-Exames de Tomografia computadorizada com/sem contraste;
-Exames de Ecodopler das Carótidas;
-Exames de Ecodopler Renal e outros;
-Exames de Ecodopler de Vasos;
-Exames de Endoscopia;
-Exames de Colonoscopia;
-Exames de Tomografia de Córnea (OCT);"
77564,46967,14991500000147,SURUBIM FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,Aquisição de matérias de consumo  e serviços destinado ao funcionamento do  CRAS ( Unidade Pública referenciada pelo  SUAS ) do município de Surubim/PE.
77545,42871,90836693000140,MUNICIPIO DE CAPAO DA CANOA,"Contratação de empresa especializada para elaboração de estudos e diagnósticos técnicos ambientais e urbanos, 

Elaboração e revisão de instrumentos de planejamento e gestão ambiental e urbana no município de Capão da Canoa/RS, incluindo estudos técnicos, diagnósticos, zoneamento municipal ambiental, atualização da política municipal de meio ambiente, plano diretor, plano de saneamento básico e plano de mobilidade urbana. 

A contratação visa fortalecer a governança ambiental e urbana do município por meio da revisão e atualização de instrumentos essenciais de planejamento, alinhados à legislação vigente e às demandas locais. Atualmente, o município enfrenta insegurança jurídica no licenciamento ambiental e carece de diagnósticos atualizados que subsidiem ações sustentáveis. O projeto também atende a recomendações do Ministério Público quanto à delimitação de APPs e visa preparar o município para um desenvolvimento equilibrado e resiliente.

"
77570,41834,05183827000100,MUNICIPIO DE PORTO DE MOZ,"Aquisição de  combustível  para a prefeitura municipal de Porto de Moz para serem utilizados nos  veículos que estão trabalhando nas manutenções da vicinas, vias e transportes fluviais,da Prefeitura Municipal de Porto de Moz."
77549,41569,87613428000198,MUNICIPIO DE GAURAMA,Aquisição de combustível
77551,45175,90256686000179,MUNICIPIO DE CIDREIRA,"Objeto de Execução: 282 - Custeio Ao Piso Da Atenção Primária
Finalidade: A presente emenda parlamentar tem por finalidade o custeio da Atenção Primárimária à Saúde no Município de Cidreira, sendo destinada especificamente à manutenção e ao fortalecimento da rede de Unidades Básicas de Saúde (UBSs), atualmente composta por quatro unidades de Saúde da Família em funcionamento.
Os recursos serão utilizados para cobrir despesas correntes essenciais, como aquisição de materiais de consumo, insumos médicos, serviços terceirizados, manutenção predial e de equipamentos, além de outras necessidades operacionais que assegurem o pleno funcionamento das unidades. Essa aplicação se mostra necessária para garantir a continuidade e a qualidade do atendimento prestado à população, conforme os princípios do Sistema Único de Saúde (SUS), com foco na promoção, prevenção e assistência à saúde.
Considerando que a Atenção Primária é a principal porta de entrada do SUS e fundamental para a organização dos serviços de saúde no município, a destinação dos recursos à rede básica contribuirá diretamente para a melhoria dos indicadores de saúde, ampliando o acesso e a resolutividade dos atendimentos à população de Cidreira."
77573,41373,05193073000160,MUNICIPIO DE SAO MIGUEL DO GUAMA,"Aquisição de insumos da construção civil para a Secretaria Municipal de Infraestrutura, serão adquiridos: cimento, seixo, areia, madeiras, tubo de concreto armado, aço e tijolo."
77544,46161,88185020000125,MUNICIPIO DE SAPUCAIA DO SUL,"Aquisição de uma Unidade Móvel de Saúde terrestre, equipada e adaptada para oferecer atendimento de atenção primária e/ou especializada, conforme as diretrizes do Ministério da Saúde e normas técnicas aplicáveis, com sinalização visual adequada e estrutura interna dimensionada para procedimentos médicos no município de Sapucaia do Sul/RS."
77560,41544,07165026000139,FUNDO MUNICIPAL DE SAUDE,Custeio dos serviços da atenção primária a saúde
77550,42010,88597984000180,MUNICIPIO DE SERAFINA CORREA,"Ampliação de um Centro de Convivência - Instalação de um salão institucional para idosos, com área aproximada de 120m² localizado na Estrada Santana, Linha Dr. Parobé - Interior.  Será realizada ampliação de uma edificação existente, para implantação de um Centro de Convivêcnia para pessoa Idosa, que utilizará a infraestrutura de sanitários, sanitários PCD, copa/cozinha e sala de atendimento da edificação já existente, localizado na capela Santa Ana. 

O municipio dispõem de recursos próprios para a execução da obra caso falte recurso."
77567,42161,35444991000186,MUNICIPIO DE CARNAUBEIRA DA PENHA,"custeio das atividades da Média e Alta complexidade no munípio de Carnaubeira da Penha, PE, UNIDADE BENEFICIADA:  UNIDADE MISTA ARGEMIRO JOSE TORRES, CNES: 4018044, .Serão custeados: COMPRA DE MEDICAMENTOS, REALIZAÇÃO DE EXAMES E MANUTENÇÃO DA FORTA DE VEICULOS."
77559,42614,10150076000157,MUNICIPIO DE ITAQUITINGA,"Custerio das atividades de Educação do Município de Itaquitinga, PE, Aquisição de Material para Kit escolar"
77566,43359,09096662000181,FUNDO MUNICIPAL DE SAUDE DE MIRANDIBA,Custeio das atividades da Atenção Primaria
77673,44128,04505640000104,MUNICIPIO DE MARAA,"O objeto deste Plano de Trabalho é a aquisição de uma unidade móvel fluvial de saúde (ambulancha) para ampliar o acesso aos serviços de saúde nas comunidades ribeirinhas do município de Maraã/AM. A embarcação será utilizada no transporte de pacientes, em remoções de urgência e no deslocamento de equipes de saúde, garantindo assistência em regiões de difícil acesso.

A unidade será adquirida totalmente montada, equipada e apta para operação, incluindo estrutura adequada ao transporte seguro de pacientes, espaço para equipe de saúde e os recursos necessários à prestação de primeiros atendimentos.

com as seguintes especificações mínimas: casco em alumínio com comprimento de 8,30 metros, largura de 2,30 metros e costado de 0,80 metros; estrutura coberta com casaria em alumínio e porta frontal deslizante; tanque de combustível com capacidade mínima de 500 litros; sistema de direção hidráulica; painel elétrico com interruptores e saída 12V; iluminação interna e externa adequada para navegação e atendimento; banco giratório para profissional de saúde; assentos acolchoados para piloto, copiloto e passageiros; instalação de no mínimo duas macas fixas e uma maca removível; compartimento para armazenamento de medicamentos; suporte para cilindro de oxigênio, porta soro e bomba pressurizada para pia em inox; itens obrigatórios de segurança náutica (boias, coletes, extintores); além de sistemas de comunicação e localização, como rádio, GPS com sonda de profundidade, giroflex com sirene e holofote com controle remoto. A unidade deverá ser entregue pronta para uso, devidamente equipada para remoções de urgência e transporte de profissionais de saúde em regiões de difícil acesso."
77557,46466,11358173000100,MUNICIPIO DE BREJINHO,CONTRATAÇÃO DE EMPRESA PRIVADA PARA REALIZAR O SERVIÇO DE COLETA DE RESÍDUOS SÓLIDOS.
77562,46953,11294475000154,FUNDO MUNICIPAL DE SAUDE,Manutenção de Unidade Básica de Saúde
77563,45596,10291177000148,MUNICIPIO DE RIO FORMOSO,INCREMENTO TEMPORARIO DO PISO DE ATENÇÃO PRIMARIA - PAP DE MODO COMPLMENTAR.
77565,46952,09111921000104,FMS - FUNDO MUNICIPAL DE SAUDE DE TEREZINHA-PE,CONTRATAÇÃO DE PESSOA JURIDICA PARA PRESTAÇÃO DE SERVIÇOS MÉDICOS
77599,42028,01608511000153,MUNICIPIO DE ARICANDUVA,CONSTRUÇÃO DE PONTE EM ESTRADA VICINAL DO MUNICÍPIO DE ARICANDUVA-MG.
82521,38533,36985455000150,MUNICIPIO DE TEREZOPOLIS DE GOIAS,Construção de praça no munic´ípio de Terezópolis de Goiás/GO
77582,41629,34925198000136,MUNICIPIO DE CUTIAS,"OBJETO 01: ELABORAÇÃO DE PROJETO 
 (Elaboração de projetos de arquitetura e engenharia de Construção de pré-escolas ou escolas da rede no Município de Cutias-Ap)



OBJETO 02: EXECUÇÃO DE OBRAS E INSTALAÇÕES
(Construção de pré-escolas ou escolas da rede no Município de Cutias-Ap)
"
77600,38848,01614283000124,MUNICIPIO DE CRISOLITA,MANUTENÇÃO DAS ESTRADAS VICINAIS NO MUNICÍPIO ATRAVÉS DE CACALHAMENTO DOS PONTOS CRÍTICOS DAS ESTRADAS RURAIS.
77603,38545,17990714000197,MUNICIPIO DE CENTRAL DE MINAS,"Construção do Centro de Eventos do Município de Central de Minas, localizado na Avenida J.K, s/nº – Centro, contemplando a execução de piso em concreto armado com tratamento de base, implantação de sistema de drenagem. O objeto tem por finalidade o fortalecimento do turismo local e regional, promovendo melhores condições para a realização de eventos culturais, sociais e econômicos no município."
77604,40655,17125444000156,MUNICIPIO DE ITABIRINHA,Aquisição de materiais de construção que serão utilizados em reformas de unidades Habitacionais na zona urbana e zona rural do município de Itabirinha
77584,46440,34925222000137,MUNICIPIO DE PRACUUBA,"O objeto da presente proposta consiste no custeio não continuado das ações socioassistenciais da Rede SUAS no município de Pracuúba-AP, abrangendo as unidades do CRAS, SCFV e CREAS, com a finalidade de garantir condições adequadas para a execução de serviços tipificados da assistência social e fortalecer a qualidade do atendimento às famílias e indivíduos em situação de vulnerabilidade social. Tais unidades são públicas.

Os recursos serão aplicados exclusivamente como material de custeio, de forma pontual e complementar, destinados a suprir necessidades específicas das unidades da rede socioassistencial. Estão previstos: aquisição e distribuição temporária de cestas básicas e gêneros alimentícios; fornecimento de kits de irrigação e insumos agrícolas temporários; aquisição de materiais de apoio socioeducativo para atividades de inclusão e fortalecimento de vínculos comunitários; aquisição de peças e componentes para manutenção preventiva e corretiva de equipamentos utilizados nos serviços socioassistenciais; além da aquisição de kits de higiene e limpeza, materiais para oficinas de capacitação profissional, itens para atividades culturais e esportivas, materiais educativos de conscientização social; execução de mutirões de documentação civil; contratação pontual de serviços de manutenção predial e elétrica em unidades socioassistenciais; locação temporária de estruturas e equipamentos para eventos comunitários e campanhas sociais; aquisição emergencial de colchões, lençóis e cobertores para famílias atingidas por situações de calamidade; e fornecimento temporário de transporte para beneficiários do SUAS.

Essas ações têm caráter temporário e não continuado, com o objetivo de atender demandas emergenciais, promover inclusão social, fortalecer vínculos comunitários, garantir o acesso a direitos básicos e apoiar a execução de serviços tipificados, tais como o PAIF (CRAS), o SCFV e o PAEFI/CREAS, assegurando suporte adequado às unidades públicas do SUAS no município e contribuindo para a proteção social, convivência comunitária e fortalecimento de vínculos familiares e sociais."
77591,45546,34925131000100,MUNICIPIO DE PEDRA BRANCA DO AMAPARI,"Realizar a identificação eletrônica de 2.000 cães e 1.500 gatos por meio de microchips subcutâneos, com o objetivo de promover o controle populacional, segurança sanitária, prevenção de zoonoses, e possibilitar a devolução dos animais em caso de abandono ou perda."
77595,39936,00720553000119,MUNICIPIO DE VITORIA DO JARI,"01 - Difusão da Cultura paraense no Vale do Jari, através das Músicas Regionais do Estado do Pará.
Obs: Os referidos valores serão custeado dentro ata ARP 007/2025, Processo Administrativo 1889/2025PMVJ, Pregão Presencial 009/2025."
77602,39228,22705248000190,MUNICIPIO DE SAO JOAO DO MANTENINHA,Pavimentação em blocos de concreto e drenagem em estradas rurais do município de São João do Manteninha
77587,40066,19724498000163,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL-FMAS,Aquisição de materiais de custeio (GND 3) para atender as necessidades da Secretaria de Assistência Social e do CRAS.
77585,42692,23066814000124,MUNICIPIO DE FERREIRA GOMES,"Revitalização da Orla Turística da Cidade de Ferreira Gomes.
Os serviços serão de melhorias de urbanização e paisagismo, nos quisoques em telhados, pisos e revestimentos, manutenção elétrica, hidráulica, calçadas  pintura, reparos nos banheiros, Com a revitalização dos espaços poderemos oferecer condições adequadas para receber os turistas que procuram a Cidade de Ferreira Gomes, sendo este um dos melhores locais do Estado do Amapá.  Em anexo apresentamos relatório fotográfico da orla da Cidade."
77598,41707,34925198000136,MUNICIPIO DE CUTIAS,Realização do Festival do Pirarucu no município de Cutias/AP.
77596,47260,15338815000152,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS,Custear os serviços assistenciais de proteção social básica e/ou especial e Secretaria Municipal de Assistência Social.
77597,44228,05995766000177,MUNICIPIO DE MACAPA,"Custear o Pagamento de serviços assistenciais prestados por meio de pessoa jurídica nas unidades de saúde, para fortalecer as  Ações da Atenção primária em Saúde, nos termos do objeto padronizado 282 - Custeio Ao Piso Da Atenção Primária, cumprindo os requisitos da Portaria Conjunta MF/MGI nº 15/2025."
77589,44260,05995766000177,MUNICIPIO DE MACAPA,"Realização de Evento de Música e Cultura Popular, Samba no Mercado Central, no Município de Macapá-AP"
77576,44767,11286341000191,MUNICIPIO DE AGUAS BELAS,"Manutenção e Adequação de estradas Vicinais no  trecho de acesso ao Povoado Menino de Fora, no Município de Aguás Belas PE."
77580,44943,11097250000108,MUNICIPIO DE LAGOA DO ITAENGA,PROMOÇÃO DE EVENTOS DE FLUXOS TURISTICOS PARA CONTRIBUIÇÃO DO PAGAMENTO DA BANDA NA REALIZAÇÃO DA 33ª CORRIDA DE JERICOS NA CIDADE DE LAGOA DE ITAENGA-PE
77583,44953,34925214000190,MUNICIPIO DE ITAUBAL,AQUISIÇÃO DE CESTAS BÁSICAS PARA DISTRIBUIÇÃO ESPORÁDICA A PESSOAS QUE SE ENCONTRAM EM VULNERABILIDADE SOCIAL E AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS PARA DESENVOLVIMENTO DAS ATIVIDADES DO CRAS E CENTRO DOS IDOSOS
77579,45468,10635804000110,FUNDO MUNICIPAL DE SAUDE DE JUCATI,"EXECUÇÃO DE SERVIÇOS , HOSPITALARES E TÉCNICO-PROFISSIONAIS A SEREM RESTADOS AOS USUÁRIOS, COMPROVADAMENTE RESIDENTES NO 
MUNICÍPIO DE JUCATI/PE, ATRAVÉS DO  HOSPITAL MUNICIPAL NOEMIA ELOY - CNES 5177235
"
