id_plano_acao,cnpj_beneficiario_plano_acao,nome_beneficiario_plano_acao,uf_beneficiario_plano_acao,codigo_emenda_parlamentar_formatado_plano_acao,id_plano_trabalho,situacao_plano_trabalho,prazo_execucao_meses_plano_trabalho,classificacao_orcamentaria_pt,id_executor,cnpj_executor,nome_executor,objeto_executor,id_meta,sequencial_meta,desc_meta,un_medida_meta,qt_uniade_meta,vl_custeio_emenda_especial_meta,vl_investimento_emenda_especial_meta,vl_custeio_recursos_proprios_meta,vl_investimento_recursos_proprios_meta,vl_custeio_rendimento_meta,vl_investimento_rendimento_meta,vl_custeio_doacao_meta,vl_investimento_doacao_meta,qt_meses_meta
77150,13937032000160,ESTADO DA BAHIA,BA,202527510006-WALDENOR PEREIRA,42738,Enviado para Análise,36,"12- Educação
368 - Educação Básica
7744 - Aparelhamento de Unidade Escolar da Educação Básica
4.4.90.52 - Equipamento e Material Permanente",45676,13937065000100,SECRETARIA DA EDUCACAO-SEC,"12- Educação
368 - Educação Básica
7744 - Aparelhamento de Unidade Escolar da Educação Básica 
4.4.90.52 - Equipamento e Material Permanente",96356,1,"Aquisição de ar condicionados para atender as unidades escolares localizadas nos municípios de Cândido Sales,Caraíbas,Dom Basílio,Ibiassucê,Jacaraci,Malhada de Pedras,Mirante,Piripá,Ribeirão do Largo e Rio do Antônio.",UN,129,0,990000,0,0,0,0,0,0,36
77151,13937032000160,ESTADO DA BAHIA,BA,202527510006-WALDENOR PEREIRA,40978,Enviado para Análise,36,"Função: 12  Educação
Subfunção: 364 Ensino Superior
GND: 4 Investimento
PAOE: 7867 Aparelhamento de Unidade Universitária
",43814,13069489000108,AUTARQUIA UNIVERSIDADE DO SUDOESTE,"Aquisição de equipamentos para viabilizar a investigação e desenvolvimento de instrumentos informacionais que possam dar visibilidade às demandas sociais da população de Vitória da Conquista e que possam lhe servir para avaliar serviços públicos, produzir diagnósticos sobre a cidade e influenciar na definição de políticas públicas. Os equipamentos a serem adquiridos via emenda parlamentar possibilitarão uma infraestrutura computacional, de processamento e armazenamento de dados, que colocará a UESB em um patamar inédito para o desenvolvimento de pesquisas não somente sobre cidades inteligentes, mas também sobre Inteligência Artificial - IA. A infraestrutura em questão possibilitará não somente o suporte tecnológico para a plataforma digital para a cidade de Vitória da Conquista por pelo menos uma década, mas também o desenvolvimento de diversas pesquisas sobre IA no CIPEC e em outras universidades estaduais, que até o momento não dispõe dessa estrutura.",92755,1,Aquisição e implantação de infraestrutura tecnológica na UESB.,UN,1,0,1283629.05,0,0,0,0,0,0,36
77152,13937032000160,ESTADO DA BAHIA,BA,202527510006-WALDENOR PEREIRA,43451,Enviado para Análise,36,"FUNÇÃO - 20 - AGRICULTURA
SUB FUNÇÃO - 606 EXTENSÃO RURAL
NOME DA AÇÃO - 1399 - DISTRIBUIÇÃO DE EQUIPAMENTOS DE APOIO A INCLUSÃO PRODUTIVA
",46444,21730638000158,SECRETARIA DE DESENVOLVIMENTO RURAL- SDR,"Aquisição de maquinas e equipamentos para incentivar e fomentar o desenvolvimento do setor agropecuário de pequeno porte, trazendo maior produtividade e incremento de renda aos agricultores familiares, assentados da reforma agrária e comunidades tradicionais, fortalecendo as associações e cooperativas ligadas a agricultura familiar.",98061,6,"Kit Apicultura - com Colméia tipo Langstroth, núcleo de captura de abelha em padrão Langstroth, indumentária para apicultura completa, tela excluidora de rainha, Alimentador Boardman, fumigador para apicultura, formão para apicultor em aço.",UN,3,0,84000,0,0,0,0,0,0,36
77152,13937032000160,ESTADO DA BAHIA,BA,202527510006-WALDENOR PEREIRA,43451,Enviado para Análise,36,"FUNÇÃO - 20 - AGRICULTURA
SUB FUNÇÃO - 606 EXTENSÃO RURAL
NOME DA AÇÃO - 1399 - DISTRIBUIÇÃO DE EQUIPAMENTOS DE APOIO A INCLUSÃO PRODUTIVA
",46444,21730638000158,SECRETARIA DE DESENVOLVIMENTO RURAL- SDR,"Aquisição de maquinas e equipamentos para incentivar e fomentar o desenvolvimento do setor agropecuário de pequeno porte, trazendo maior produtividade e incremento de renda aos agricultores familiares, assentados da reforma agrária e comunidades tradicionais, fortalecendo as associações e cooperativas ligadas a agricultura familiar.",98055,1,"Forrageira Tratorizada - voltada para o corte: recolhimento e picagem de milho, sorgo, cana de açucar, napier e demais variedades, com produção de até 28 Ton/h ,  para trator com potencia de 40 a 80 cv, 4 rolos, 12 facas com opção de corte de 2 a 36 mm.",UN,10,0,279000,0,0,0,0,0,0,36
77152,13937032000160,ESTADO DA BAHIA,BA,202527510006-WALDENOR PEREIRA,43451,Enviado para Análise,36,"FUNÇÃO - 20 - AGRICULTURA
SUB FUNÇÃO - 606 EXTENSÃO RURAL
NOME DA AÇÃO - 1399 - DISTRIBUIÇÃO DE EQUIPAMENTOS DE APOIO A INCLUSÃO PRODUTIVA
",46444,21730638000158,SECRETARIA DE DESENVOLVIMENTO RURAL- SDR,"Aquisição de maquinas e equipamentos para incentivar e fomentar o desenvolvimento do setor agropecuário de pequeno porte, trazendo maior produtividade e incremento de renda aos agricultores familiares, assentados da reforma agrária e comunidades tradicionais, fortalecendo as associações e cooperativas ligadas a agricultura familiar.",98056,2,"Roçadeira Hidráulica – para trator de pneus, com 02 facas, largura de corte mínima de 1.500 mm, altura de corte mínimo 50 a 200 mm, rpm das facas, mínima de 940, acoplamento ao trator com 03 (três) pontos CAT II com roda guia, com qualificação ISO 9001.",UN,10,0,130000,0,0,0,0,0,0,36
77152,13937032000160,ESTADO DA BAHIA,BA,202527510006-WALDENOR PEREIRA,43451,Enviado para Análise,36,"FUNÇÃO - 20 - AGRICULTURA
SUB FUNÇÃO - 606 EXTENSÃO RURAL
NOME DA AÇÃO - 1399 - DISTRIBUIÇÃO DE EQUIPAMENTOS DE APOIO A INCLUSÃO PRODUTIVA
",46444,21730638000158,SECRETARIA DE DESENVOLVIMENTO RURAL- SDR,"Aquisição de maquinas e equipamentos para incentivar e fomentar o desenvolvimento do setor agropecuário de pequeno porte, trazendo maior produtividade e incremento de renda aos agricultores familiares, assentados da reforma agrária e comunidades tradicionais, fortalecendo as associações e cooperativas ligadas a agricultura familiar.",98057,3,"Tanque Resfriador de 1.000 Litros - monofásico 220 volts de expansão direta aberto, vertical aberto, compressor rotativo monofásico 220 volts. Unidade condensadora 1 x 2,5 hp monofásica, duas ordenhas, classe 2 BH.",UN,10,0,250000,0,0,0,0,0,0,36
77152,13937032000160,ESTADO DA BAHIA,BA,202527510006-WALDENOR PEREIRA,43451,Enviado para Análise,36,"FUNÇÃO - 20 - AGRICULTURA
SUB FUNÇÃO - 606 EXTENSÃO RURAL
NOME DA AÇÃO - 1399 - DISTRIBUIÇÃO DE EQUIPAMENTOS DE APOIO A INCLUSÃO PRODUTIVA
",46444,21730638000158,SECRETARIA DE DESENVOLVIMENTO RURAL- SDR,"Aquisição de maquinas e equipamentos para incentivar e fomentar o desenvolvimento do setor agropecuário de pequeno porte, trazendo maior produtividade e incremento de renda aos agricultores familiares, assentados da reforma agrária e comunidades tradicionais, fortalecendo as associações e cooperativas ligadas a agricultura familiar.",98058,4,"Barraca de Feira - Medindo 2,00m x 1,36m x 2,20m (CxLxA), com cobertura e saia confeccionadas em lona TD1000, com espessura mínima de 0,50mm  e bancada construída em chapa em aço carbono 16, medindo 1,76m x 0,76m x 0,12m (CxLxA).",UN,200,0,180000,0,0,0,0,0,0,36
77152,13937032000160,ESTADO DA BAHIA,BA,202527510006-WALDENOR PEREIRA,43451,Enviado para Análise,36,"FUNÇÃO - 20 - AGRICULTURA
SUB FUNÇÃO - 606 EXTENSÃO RURAL
NOME DA AÇÃO - 1399 - DISTRIBUIÇÃO DE EQUIPAMENTOS DE APOIO A INCLUSÃO PRODUTIVA
",46444,21730638000158,SECRETARIA DE DESENVOLVIMENTO RURAL- SDR,"Aquisição de maquinas e equipamentos para incentivar e fomentar o desenvolvimento do setor agropecuário de pequeno porte, trazendo maior produtividade e incremento de renda aos agricultores familiares, assentados da reforma agrária e comunidades tradicionais, fortalecendo as associações e cooperativas ligadas a agricultura familiar.",98059,5,"Bancada de Feira - sem cobertura, medindo 1,76m x 0,76m x 1,12m (CxLxA), com saia confeccionada em lona e bancada construída em chapa em aço carbono 16, medindo 1,76m x 0,76m x 0,12m (CxLxA).",UN,200,0,120000,0,0,0,0,0,0,36
77152,13937032000160,ESTADO DA BAHIA,BA,202527510006-WALDENOR PEREIRA,43451,Enviado para Análise,36,"FUNÇÃO - 20 - AGRICULTURA
SUB FUNÇÃO - 606 EXTENSÃO RURAL
NOME DA AÇÃO - 1399 - DISTRIBUIÇÃO DE EQUIPAMENTOS DE APOIO A INCLUSÃO PRODUTIVA
",46444,21730638000158,SECRETARIA DE DESENVOLVIMENTO RURAL- SDR,"Aquisição de maquinas e equipamentos para incentivar e fomentar o desenvolvimento do setor agropecuário de pequeno porte, trazendo maior produtividade e incremento de renda aos agricultores familiares, assentados da reforma agrária e comunidades tradicionais, fortalecendo as associações e cooperativas ligadas a agricultura familiar.",98062,7,Kit-Reservatório de Água 500 Litros - contendo caixa d’água com capacidade para 500 litros e instalação de tubos de PVC com classe de PN 75 mca para ligação hidráulica.,UN,1122,0,392500,0,0,0,0,0,0,36
77153,13937032000160,ESTADO DA BAHIA,BA,202527510006-WALDENOR PEREIRA,36275,Enviado para Análise,36,"Função: 20 – Agricultura;
Subfunção: 608 – Promoção da Produção Agropecuária;
PAOE: 7244 – Implantação de Unidade de Comercialização Animal;
Natureza da Despesa: 4440.42000 – Auxílio.",39006,13937057000163,"SECRETARIA DA AGRICULTURA, PECUARIA, IRRIGACAO, PESCA E AQUICULTURA- SEAGRI","Construir Centros de Comercialização de Animais  nos municípios de Malhada e Rio do Antônio visando beneficiar agricultores familiares, por meio da estruturação de um espaço adequado para a realização de feiras, leilões e demais atividades relacionadas à comercialização de animais de pequeno, médio e grande porte. 

A iniciativa tem como finalidade impulsionar a economia agropecuária, promover a geração de renda, fortalecer as cadeias produtivas e garantir melhores condições sanitárias, logísticas e comerciais aos agricultores familiares.",84957,2,"Construção de parque de exposição agropecuária e de feira de comercialização de animal, com área total ocupada 5.000 M2, no município de Rio do Antônio, Obs: Para implantação desta Meta será complementada com o saldo da EP  nº 2020/27510007.",M2,1,0,86500,0,0,0,0,0,6000,36
77153,13937032000160,ESTADO DA BAHIA,BA,202527510006-WALDENOR PEREIRA,36275,Enviado para Análise,36,"Função: 20 – Agricultura;
Subfunção: 608 – Promoção da Produção Agropecuária;
PAOE: 7244 – Implantação de Unidade de Comercialização Animal;
Natureza da Despesa: 4440.42000 – Auxílio.",39006,13937057000163,"SECRETARIA DA AGRICULTURA, PECUARIA, IRRIGACAO, PESCA E AQUICULTURA- SEAGRI","Construir Centros de Comercialização de Animais  nos municípios de Malhada e Rio do Antônio visando beneficiar agricultores familiares, por meio da estruturação de um espaço adequado para a realização de feiras, leilões e demais atividades relacionadas à comercialização de animais de pequeno, médio e grande porte. 

A iniciativa tem como finalidade impulsionar a economia agropecuária, promover a geração de renda, fortalecer as cadeias produtivas e garantir melhores condições sanitárias, logísticas e comerciais aos agricultores familiares.",84956,1,"Construção de parque de exposição agropecuária e de feira de comercialização de animais de pequeno e grande porte, com área total ocupada 5.000 M2, no município de Malhada.",M2,1,0,309500,0,0,0,0,0,6000,36
77154,13937032000160,ESTADO DA BAHIA,BA,202527510006-WALDENOR PEREIRA,39433,Enviado para Análise,36,2.706.0.366.600059.01.05.00-4048 - Apoio a ações do centro acadêmico de Educação do Campo e Desenvolvimento Territorial,42204,14485841000140,UNIVERSIDADE DO ESTADO DA BAHIA,"O objeto de execução do plano de trabalho consiste na formação em nível de graduação - Licenciatura em Agroecologia, com duração de 60 meses, a ser realizada pela Universidade do Estado da Bahia (UNEB), Departamento de Educação Campus XII, Guanambi-BA, em parceria com a Associação das Escolas das Comunidades e Famílias Agrícolas da Bahia (AECOFABA). A execução será realizada por meio de uma abordagem metodológica fundamentada na Pedagogia da Alternância, com atividades distribuídas entre o Tempo Universidade (TU) e o Tempo Comunidade (TC). Essa metodologia possibilitará a integração entre teoria e prática, promovendo o diálogo entre saberes populares e científicos e contribuindo para o desenvolvimento sustentável dos territórios rurais da Bahia. O curso tem como objetivo principal capacitar profissionais para atuar na docência em espaços escolares e não escolares, fortalecendo a agricultura familiar e promovendo a sustentabilidade ambiental, a segurança alimentar e a preservação da vida. A iniciativa busca atender aos princípios agroecológicos e às diretrizes da Educação do Campo, com base na indissociabilidade entre ensino, pesquisa e extensão.",89980,1,"Apoio e fomento ao curso de Agroecologia, Escola Família Agrícola de Riacho de Santana - AECOFABA, realizado pelo Departamento de Educação - Campus XII, Guanambi-BA.  4.4.90.52",UN,1,0,247500,0,0,0,0,0,0,36
77167,08241747000143,MUNICIPIO DE NATAL,RN,202524460005-JOÃO MAIA,35427,Enviado para Análise,12,"Órgão: 37.00 - SECRETARIA MUNICIPAL DE CULTURA 
Unidade: 37.10 - FUNDAÇÃO CULTURAL CAPITANIAS DAS ARTES - FUNCARTE 
Ação: REALIZAÇÃO DAS COMEMORAÇÕES DO NATAL EM NATAL 
Função: 13
Subfunção: 392
Programa: 149
Atividade: 2-075 
Natureza da despesa: 3.3.90.51.00
Fonte: 17063110",38169,70302401000181,FUNDACAO CULTURAL CAPITANIA DAS ARTES,"Locação da estrutura necessária para realização do evento Natal em Natal na orla da Praia de Ponta Negra no período de 25/12/2025 a 01/01/2026; 

Programação: nos dias 25/12/2025 e 31/12/2025 teremos atrações de renome nacional, regional e local, com a finalidade de celebração do aniversário da cidade e festa de ano novo. Nos dias 26, 27, 28, 29 e 30/12, atrações locais e regionais para fortalecimento da cultura de Natal/RN. Todas as atrações musicais serão custeadas pela Prefeitura do Natal.",83879,1,"IMPRESSÃO DE BANNER EM LONA VINÍLICA, VULCANIZADO, COM ACABAMENTO EM ILHÓS OU ARREBITADO",M2,35,4896,0,0,0,0,0,0,0,12
77167,08241747000143,MUNICIPIO DE NATAL,RN,202524460005-JOÃO MAIA,35427,Enviado para Análise,12,"Órgão: 37.00 - SECRETARIA MUNICIPAL DE CULTURA 
Unidade: 37.10 - FUNDAÇÃO CULTURAL CAPITANIAS DAS ARTES - FUNCARTE 
Ação: REALIZAÇÃO DAS COMEMORAÇÕES DO NATAL EM NATAL 
Função: 13
Subfunção: 392
Programa: 149
Atividade: 2-075 
Natureza da despesa: 3.3.90.51.00
Fonte: 17063110",38169,70302401000181,FUNDACAO CULTURAL CAPITANIA DAS ARTES,"Locação da estrutura necessária para realização do evento Natal em Natal na orla da Praia de Ponta Negra no período de 25/12/2025 a 01/01/2026; 

Programação: nos dias 25/12/2025 e 31/12/2025 teremos atrações de renome nacional, regional e local, com a finalidade de celebração do aniversário da cidade e festa de ano novo. Nos dias 26, 27, 28, 29 e 30/12, atrações locais e regionais para fortalecimento da cultura de Natal/RN. Todas as atrações musicais serão custeadas pela Prefeitura do Natal.",83880,2,"LOCAÇÃO DE ÁREA DE SERVIÇO TRASEIRA COM DIMENSÕES DE 32M X 6M (192 M²), PARA USO DIÁRIO DURANTE 7 DIAS DO EVENTO, TOTALIZANDO 1.344 M²/DIA DE UTILIZAÇÃO. VALOR CALCULADO COM BASE NA UNIDADE TÉCNICA M²/DIÁRIA, CORRESPONDENTE A R$ 116,00/M²/DIA",DIA,7,155904,0,0,0,0,0,0,0,12
77167,08241747000143,MUNICIPIO DE NATAL,RN,202524460005-JOÃO MAIA,35427,Enviado para Análise,12,"Órgão: 37.00 - SECRETARIA MUNICIPAL DE CULTURA 
Unidade: 37.10 - FUNDAÇÃO CULTURAL CAPITANIAS DAS ARTES - FUNCARTE 
Ação: REALIZAÇÃO DAS COMEMORAÇÕES DO NATAL EM NATAL 
Função: 13
Subfunção: 392
Programa: 149
Atividade: 2-075 
Natureza da despesa: 3.3.90.51.00
Fonte: 17063110",38169,70302401000181,FUNDACAO CULTURAL CAPITANIA DAS ARTES,"Locação da estrutura necessária para realização do evento Natal em Natal na orla da Praia de Ponta Negra no período de 25/12/2025 a 01/01/2026; 

Programação: nos dias 25/12/2025 e 31/12/2025 teremos atrações de renome nacional, regional e local, com a finalidade de celebração do aniversário da cidade e festa de ano novo. Nos dias 26, 27, 28, 29 e 30/12, atrações locais e regionais para fortalecimento da cultura de Natal/RN. Todas as atrações musicais serão custeadas pela Prefeitura do Natal.",83881,3,"LOCAÇÃO DE SANITÁRIO PORTÁTIL PARA PORTADORES DE NECESSIDADES ESPECIAIS (BANHEIRO QUÍMICO) EM POLIETILENO DE ALTA DENSIDADE, COM TETO E DIMENSÕES MÍNIMAS DE 1,57 M X 1,57 M X 2,30 M, LOCAÇÃO PARA 7 DIAS DE EVENTO",UN,100,235200,0,0,0,0,0,0,0,12
82269,88814181000130,MUNICIPIO DE OSORIO,RS,202528620019-BOHN GASS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77143,14105704000133,MUNICIPIO DE BRUMADO,BA,202527510006-WALDENOR PEREIRA,35816,Em Complementação,36,"Unidade: 02009- Secretaria de Cultura, Esporte, Lazer e Turismo
Função: 13- Cultura
Sub- Função: 392- Difusão Cultural
Programa: 2024- Gestão das Ações Culturais e Festividades
Elemento: 3390-39- Outros Serviços de Terceiros - Pessoa Jurídica
Fonte: 1749",38562,14105704000133,MUNICIPIO DE BRUMADO,FLIBRUM- 1º Feira Literária de Brumado-BA,84373,1,FLIBRUM- 1º Feira Literária de Brumado-BA,UN,1,297000,0,0,0,0,0,0,0,36
77156,16418766000120,MUNICIPIO DE CARAIBAS,BA,202527510006-WALDENOR PEREIRA,42826,APROVADO,36,"Secretaria: 0206 - SEC. DE INFRA-ESTRUTURA E SERVICOS PUBLICOS
Unidade: 02.06.01 - SEC. DE INFRA-ESTRUTURA E SERVICOS PUBLICOS

Função: 15 Urbanismo
	  27 Desporto e Lazer
	  
Subfunção: 451 Infraestrutura urbana
	        813 Lazer

Programa: 0048 MAIS INFRAESTRUTURA, MAIS DESENVOLVIMENTO, MAIS QUALIDADE DE VIDA
	      0046 CIDADANIA, ESPORTE E LAZER
	      0052 MODERNIZACAO DA GESTAO PUBLICA

15.451.0048.1.004 - CONSTRUCAO E MANUTENCAO DE VIAS E PRACAS MUNICIPAIS	
4.4.90.51.00 15000000 Obras e Instalacoes

15.451.0052.1.010 - CONSTRUCAO E REFORMA DE EDIFICACOES PUBLICAS
4.4.90.51.00 15000000 Obras e Instalacoes

27.813.0048.1.059 - CONSTRUÇÃO E MANUTENÇÃO DO ESTÁDIO MUNICIPAL
4.4.90.51.00 17000000 Obras e Instalacoes

27.451.0046.1.066 - CONSTRUCAO DE EQUIPAMENTOS PARA O LAZER E O ESPORTE	
4.4.90.51.00 15000000 Obras e Instalacoes",45769,16418766000120,MUNICIPIO DE CARAIBAS,"Revitalização de Praça Exupério Silva na Sede do Município de Caraíbas, com recuperação de quiosque,  iluminação e fonte.",96545,1,"Revitalização de Praça Exuperio Silva na Sede do Município de Caraíbas, com recuperação de quiosque e iluminação e fonte..",M,1870,0,396000,0,4000,0,0,0,0,36
77171,08348997000187,MUNICIPIO DE ALMINO AFONSO,RN,202524460005-JOÃO MAIA,34387,Enviado para Análise,36,"UNIDADE : 02008 - SECRETARIA MUN. DE SAUDE PUBLICA
FUNÇÃO : 10 - SAUDE
SUBFUNÇÃO : 302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL
PROGRAMA : 0075 - Saude
AÇÃO : 2017 - MANUT.DAS ATIV.DA SEC.DE SAUDE PUBLICA",37209,08348997000187,MUNICIPIO DE ALMINO AFONSO,"Custeio das ações da média e alta complexidade do município tendo como custeio de pagamento de prestação de serviços, plantões e serviços médicos, material médico hospitalar, gênero alimentícios, oxigênio, combustível dentre outras ações para manutenção da media e alta complexidade do município.",82673,1,"Custeio das ações da média e alta complexidade do município tendo como custeio de pagamento de prestação de serviços, plantões e serviços médicos, material médico hospitalar, gênero alimentícios, oxigênio, combustível dentre outras ações para manutenção d",UN,1,594000,0,0,0,0,0,0,0,36
77165,08085409000160,MUNICIPIO DE ANGICOS,RN,202524460005-JOÃO MAIA,37027,Em Complementação,36,"Unidade orçamentária – 02006 Secretaria Municiapal de Saude
Função: 10 - Saúde
Subfunção: 302 – Assistência Hospitalar e Ambulatorial
Ações: 
2104 - Manutenção do Hospital de Angicos
2028 - Manutenção das Atividade do Laboratório de Análise Clínicas
2033 - Manutenção e fortalecimento das Ações de Média e Alta Complexidades 
Naturezas das despesas:
339014 - Diaria Civil
339030 - Material de consumo
339032 - Material, bem ou serviço para distribuição gratuita
339036 - Outros serviços de terceiros perssoa fisica
339039 - Outros serviços de terceiros pessoa juridica	
",39746,11820900000100,FUNDO MUNICIPAL DE SAUDE DE ANGICOS - RN,"Manutenção e fortalecimento dos serviços de Média e Alta Complexidade no município de Angicos, com foco na estruturação do Hospital Municipal, do Laboratório de Análises Clínicas e na ampliação da capacidade assistencial especializada no município de Angicos/RN.",86011,1,Manutenção do Hospital de Angicos,UN,1,200000,0,0,0,0,0,0,0,36
77165,08085409000160,MUNICIPIO DE ANGICOS,RN,202524460005-JOÃO MAIA,37027,Em Complementação,36,"Unidade orçamentária – 02006 Secretaria Municiapal de Saude
Função: 10 - Saúde
Subfunção: 302 – Assistência Hospitalar e Ambulatorial
Ações: 
2104 - Manutenção do Hospital de Angicos
2028 - Manutenção das Atividade do Laboratório de Análise Clínicas
2033 - Manutenção e fortalecimento das Ações de Média e Alta Complexidades 
Naturezas das despesas:
339014 - Diaria Civil
339030 - Material de consumo
339032 - Material, bem ou serviço para distribuição gratuita
339036 - Outros serviços de terceiros perssoa fisica
339039 - Outros serviços de terceiros pessoa juridica	
",39746,11820900000100,FUNDO MUNICIPAL DE SAUDE DE ANGICOS - RN,"Manutenção e fortalecimento dos serviços de Média e Alta Complexidade no município de Angicos, com foco na estruturação do Hospital Municipal, do Laboratório de Análises Clínicas e na ampliação da capacidade assistencial especializada no município de Angicos/RN.",86012,2,Manutenção das Atividade do Laboratório de Análise Clínicas,UN,1,60000,0,0,0,0,0,0,0,36
77165,08085409000160,MUNICIPIO DE ANGICOS,RN,202524460005-JOÃO MAIA,37027,Em Complementação,36,"Unidade orçamentária – 02006 Secretaria Municiapal de Saude
Função: 10 - Saúde
Subfunção: 302 – Assistência Hospitalar e Ambulatorial
Ações: 
2104 - Manutenção do Hospital de Angicos
2028 - Manutenção das Atividade do Laboratório de Análise Clínicas
2033 - Manutenção e fortalecimento das Ações de Média e Alta Complexidades 
Naturezas das despesas:
339014 - Diaria Civil
339030 - Material de consumo
339032 - Material, bem ou serviço para distribuição gratuita
339036 - Outros serviços de terceiros perssoa fisica
339039 - Outros serviços de terceiros pessoa juridica	
",39746,11820900000100,FUNDO MUNICIPAL DE SAUDE DE ANGICOS - RN,"Manutenção e fortalecimento dos serviços de Média e Alta Complexidade no município de Angicos, com foco na estruturação do Hospital Municipal, do Laboratório de Análises Clínicas e na ampliação da capacidade assistencial especializada no município de Angicos/RN.",86013,3,Manutenção e fortalecimento das Ações de Média e Alta Complexidades,UN,1,66700,0,0,0,0,0,0,0,36
77172,08110991000177,MUNICIPIO DE GALINHOS,RN,202524460005-JOÃO MAIA,37055,Em Complementação,6,"10.302.0009.2051 - PROGRAMA DE SAÚDE EM ALTA E MÉDIA COMPLEXIDADE - MAC
4.4.90.52",39774,08110991000177,MUNICIPIO DE GALINHOS,Apoio ao Programa de Saúde em Alta a Média Complexidade - MAC,86042,1,Apoio ao Programa de Saúde em Alta a Média Complexidade - MAC,UN,1,198000,0,0,0,0,0,0,0,6
77170,08348963000192,MUNICIPIO DE UMARIZAL,RN,202524460005-JOÃO MAIA,37348,Enviado para Análise,36,"Unidade Gestora: FUNDO MUNICIPAL DE SAÚDE DE UMARIZAL
Unidade Orçamentária: 07002 - FUNDO MUNICIPAL DE SAUDE
Função:10 - SAUDE
Sub Função: 301 - ATENCAO BASICA
Programa:0007 - Gestão de Atenção Primaria em Saúde - APS
Ação:2234 - Manut. De Inc. Temp. Aten. Primaria
Natureza da despesa: 3.3.90.30.00 Material de uso e consumo
3.3.90.39.00 Outros serviços de terceiros (pessoa jurídica)",40079,12439069000103,FUNDO MUNICIPAL DE SAUDE DE UMARIZAL,CUSTEIO AO PISO DA ANTENÇÃO PRIMARIA - AQUISIÇÃO DE DIVERSOS MATERIAIS DE CONSUMO,86455,1,CUSTEIO AO PISO DA ANTENÇÃO PRIMARIA - AQUISIÇÃO DE DIVERSOS MATERIAIS DE CONSUMO,UN,1,198000,0,0,0,0,0,0,0,36
77161,13284641000167,MUNICIPIO DE MAETINGA,BA,202527510006-WALDENOR PEREIRA,37631,Enviado para Análise,36,"CONSTRUÇÃO DE PRAÇA PÚBLICA E PAVIMENTAÇÃO DE RUAS  
36000 -SECRETARIA MUNICIPAL DE OBRAS E URBANISMO
36000 -SECRETARIA MUNICIPAL DE OBRAS E URBANISMO
1021- PAVIMENTAÇÃO DE LOGRADOUROS ECONSTRUÇÃO DE PRAÇAS EJARDINS
449051:1700.0000-0BRAS EINSTALACOES

",40394,13284641000167,MUNICIPIO DE MAETINGA,"O presente projeto tem por objeto a execução de obra de pavimentação de vias urbanas na sede do municipio de Maetinga, incluindo os serviços preliminares, terraplenagem, base, revestimento, drenagem superficial, sinalização viária e demais serviços complementares, conforme especificações técnicas e normas vigentes.",86908,1,Pavimentação de ruas na sede do municipio de Maetinga,M,1720,0,396000,0,0,0,0,0,0,36
77169,08096596000187,MUNICIPIO DE TIMBAUBA DOS BATISTAS,RN,202524460005-JOÃO MAIA,38417,Enviado para Análise,12,"08.245.0007.2097 - MANUTENÇÃO DA SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL
3.3.90.30",41168,08096596000187,MUNICIPIO DE TIMBAUBA DOS BATISTAS,"Apoio a Secretaria de Ação Social - Cursos, Treinamentos e Material de Divulgação dos Eventos.",88301,1,"Apoio a Secretaria de Ação Social - Cursos, Treinamentos e Material de Divulgação dos Eventos",UN,1,297000,0,0,0,0,0,0,0,12
77157,13673314000105,MUNICIPIO DE DOM BASILIO,BA,202527510006-WALDENOR PEREIRA,38476,Enviado para Análise,36,"Órgão: 0302 - Secretaria de Governo, Administração e Serviços Públicos
Unidade: 02 - Secretaria de Governo, Administração e Serviços Públicos
Ação: 030202.041220331.556 - Construção, Manutenção e Reforma de Praças Públicas
Elemento de Despesa: 4490510000 - Obras e Instalações - Fonte: 170600000000 - Transferência Especial da União

Órgão: 0305 - Secretaria de Educação, Cultura, Esporte, Lazer e Turismo
Unidade: 03 - Departamento de Cultura, Esporte, Lazer e Turismo
Ação: 030503.278120142.602 - Melhoria das Instalações de Práticas esportivas (Quadras, Campos, minicampos)
Elemento de Despesa: 4490510000 - Obras e Instalações - Fonte: 170000000000",42007,13673314000105,MUNICIPIO DE DOM BASILIO,"Obras de Reabilitação, Acessibilidade e Modernização no Município de Dom Basílio/BA.",89655,1,"Construção da Praça em Lagoa da Escola, Município de Dom Basílio/BA.",UN,1,0,198000,0,0,0,0,0,0,36
