"id_empenho","id_minuta_empenho","numero_empenho","situacao_empenho","descricao_situacao_empenho","tipo_documento_empenho","descricao_tipo_documento_empenho","status_processamento_empenho","ug_responsavel_empenho","ug_emitente_empenho","descricao_ug_emitente_empenho","fonte_recurso_empenho","plano_interno_empenho","ptres_empenho","grupo_natureza_despesa_empenho","natureza_despesa_empenho","subitem_empenho","categoria_despesa_empenho","modalidade_despesa_empenho","cnpj_beneficiario_empenho","nome_beneficiario_empenho","uf_beneficiario_empenho","numero_ro_empenho","data_emissao_empenho","prioridade_desbloqueio_empenho","valor_empenho","id_plano_acao","codigo_ibge_municipio","codigo_ibge_uf"
"48030","2025NME000048936","2025NE001404","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252693","4","444041","07","INVESTIMENTO","40","13743281000114","MUNICIPIO DE SALINAS DA MARGARIDA","BA","2025RO001477","2025-09-02","57","891000","75543","2927309","29"
"53728","2025NME000054634",,"1","Minuta de Empenho","1","Empenho Original","AGUARDANDO_GERACAO_EMPENHO","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252775","4","444041","23","INVESTIMENTO","40","18338285000130","MUNICIPIO DE SANTANA DO GARAMBEU","MG",,"2025-07-29","145","297000","83467","3158706","31"
"51914","2025NME000052820","2025NE000026","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252432","4","444041","07","INVESTIMENTO","40","13827035000140","MUNICIPIO DE MUTUIPE","BA","2025RO000099","2025-09-02","12","990000","81620","2922409","29"
"52168","2025NME000053074","2025NE007129","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252493","4","444041","19","INVESTIMENTO","40","04217647000120","CURVELÂNDIA","MT","2025RO007211","2025-10-17","105","903443.31","81874","5103437","51"
"53734","2025NME000054640",,"1","Minuta de Empenho","1","Empenho Original","AGUARDANDO_GERACAO_EMPENHO","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252775","4","444041","23","INVESTIMENTO","40","18158261000108","MUNICIPIO DE DOURADOQUARA","MG",,"2025-07-29","108","198000","83473","3123502","31"
"53764","2025NME000054670","2025NE001303","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252779","4","444041","23","INVESTIMENTO","40","18349910000140","MUNICIPIO DE JACINTO","MG","2025RO001376","2025-09-02","49","990000","83503","3134707","31"
"53883","2025NME000054789",,"1","Minuta de Empenho","1","Empenho Original","AGUARDANDO_GERACAO_EMPENHO","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252790","4","444041","25","INVESTIMENTO","40","05178272000108","MUNICIPIO DE FARO","PA",,"2025-07-29","30","442129.05","83622","1503002","15"
"53906","2025NME000054812",,"1","Minuta de Empenho","1","Empenho Original","AGUARDANDO_GERACAO_EMPENHO","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252792","4","444041","23","INVESTIMENTO","40","18592162000121","MUNICIPIO DE ESTRELA DO SUL","MG",,"2025-07-29","17","495000","83645","3124807","31"
"48054","2025NME000048960","2025NE000907","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252691","4","444041","04","INVESTIMENTO","40","00720553000119","MUNICIPIO DE VITORIA DO JARI","AP","2025RO000980","2025-09-02","14","2025837","75580","1600808","16"
"53924","2025NME000054830",,"1","Minuta de Empenho","1","Empenho Original","AGUARDANDO_GERACAO_EMPENHO","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252796","4","444041","29","INVESTIMENTO","40","75829416000116","MUNICIPIO DE RANCHO ALEGRE","PR",,"2025-07-29","23","297000","83663","4121307","41"
"53986","2025NME000054892",,"1","Minuta de Empenho","1","Empenho Original","AGUARDANDO_GERACAO_EMPENHO","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252797","4","444041","45","INVESTIMENTO","40","45374469000129","MUNICIPIO DE SANTA ERNESTINA","SP",,"2025-07-29","201","198000","83725","3546504","35"
"54044","2025NME000054950",,"1","Minuta de Empenho","1","Empenho Original","AGUARDANDO_GERACAO_EMPENHO","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252798","4","444041","39","INVESTIMENTO","40","87590998000100","MUNICIPIO DE ARROIO DO TIGRE","RS",,"2025-07-29","40","495000","83782","4301206","43"
"54097","2025NME000055003",,"1","Minuta de Empenho","1","Empenho Original","AGUARDANDO_GERACAO_EMPENHO","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252809","4","444041","17","INVESTIMENTO","40","06096655000191","MUNICIPIO DE AFONSO CUNHA","MA",,"2025-07-29","17","1980000","83833","2100105","21"
"54103","2025NME000055009",,"1","Minuta de Empenho","1","Empenho Original","AGUARDANDO_GERACAO_EMPENHO","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252809","4","444041","17","INVESTIMENTO","40","01613956000121","SÃO PEDRO DA ÁGUA BRANCA","MA",,"2025-07-29","31","990000","83839","2111532","21"
"54272","2025NME000055178",,"1","Minuta de Empenho","1","Empenho Original","AGUARDANDO_GERACAO_EMPENHO","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252862","4","444041","17","INVESTIMENTO","40","06096655000191","MUNICIPIO DE AFONSO CUNHA","MA",,"2025-07-29","4","990000","84009","2100105","21"
"54379","2025NME000055285",,"1","Minuta de Empenho","1","Empenho Original","AGUARDANDO_GERACAO_EMPENHO","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252907","4","444041","07","INVESTIMENTO","40","16417792000134","MUNICIPIO DE SITIO DO MATO","BA",,"2025-07-29","48","990000","84123","2930758","29"
"54403","2025NME000055309",,"1","Minuta de Empenho","1","Empenho Original","AGUARDANDO_GERACAO_EMPENHO","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252910","4","444041","25","INVESTIMENTO","40","04876470000174","MUNICIPIO DE MELGACO","PA",,"2025-07-29","45","198000","84147","1504505","15"
"54550","2025NME000055456",,"1","Minuta de Empenho","1","Empenho Original","AGUARDANDO_GERACAO_EMPENHO","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252932","4","444041","25","INVESTIMENTO","40","05149117000155","MUNICIPIO DE IGARAPE-ACU","PA",,"2025-07-29","34","990000","84295","1503200","15"
"48063","2025NME000048969","2025NE002643","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252844","4","444041","23","INVESTIMENTO","40","24359333000170","MUNICIPIO DE SALINAS","MG","2025RO002716","2025-09-02","126","495000","75591","3157005","31"
"54628","2025NME000055534",,"1","Minuta de Empenho","1","Empenho Original","AGUARDANDO_GERACAO_EMPENHO","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252944","4","444041","48","INVESTIMENTO","40","25042219000184","MUNICIPIO DE ALIANCA DO TOCANTINS","TO",,"2025-07-29","206","396000","84377","1700350","17"
"54673","2025NME000055579",,"1","Minuta de Empenho","1","Empenho Original","AGUARDANDO_GERACAO_EMPENHO","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252945","4","444041","37","INVESTIMENTO","40","01613858000194","MUNICIPIO DE SERRINHA DOS PINTOS","RN",,"2025-07-29","176","396000","84423","2413557","24"
"54476","2025NME000055382",,"1","Minuta de Empenho","1","Empenho Original","AGUARDANDO_GERACAO_EMPENHO","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252911","4","444041","33","INVESTIMENTO","40","06554042000150","CANTO DO BURITI","PI",,"2025-07-29","128","396000","84220","2202307","22"
"48072","2025NME000048978","2025NE002394","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252966","4","444041","48","INVESTIMENTO","40","01138551000189","MUNICIPIO DE ALMAS","TO","2025RO002467","2025-09-02","36","495000","76406","1700400","17"
"54768","2025NME000055674",,"1","Minuta de Empenho","1","Empenho Original","AGUARDANDO_GERACAO_EMPENHO","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252958","4","444041","48","INVESTIMENTO","40","25064072000123","MUNICIPIO DE DARCINOPOLIS","TO",,"2025-07-29","7","749952.72","84521","1706506","17"
"54870","2025NME000055776",,"1","Minuta de Empenho","1","Empenho Original","AGUARDANDO_GERACAO_EMPENHO","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252986","4","444041","33","INVESTIMENTO","40","06554042000150","CANTO DO BURITI","PI",,"2025-07-29","76","396000","84624","2202307","22"
"54773","2025NME000055679",,"1","Minuta de Empenho","1","Empenho Original","AGUARDANDO_GERACAO_EMPENHO","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252958","4","444041","48","INVESTIMENTO","40","01067974000155","MUNICIPIO DE PONTE ALTA DO TOCANTINS","TO",,"2025-07-29","30","198000","84526","1717909","17"
"51130","2025NME000052036",,"1","Minuta de Empenho","1","Empenho Original","AGUARDANDO_GERACAO_EMPENHO","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252887","4","444041","09","INVESTIMENTO","40","07063589000116","CAPISTRANO","CE",,"2025-07-29","40","198000","80704","2302909","23"
"55061","2025NME000055967",,"1","Minuta de Empenho","1","Empenho Original","AGUARDANDO_GERACAO_EMPENHO","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","253033","4","444041","17","INVESTIMENTO","40","01613956000121","SÃO PEDRO DA ÁGUA BRANCA","MA",,"2025-07-29","23","990000","84817","2111532","21"
"45834","2025NME000046740","2025NE004464","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252844","3","334041","23","CUSTEIO","40","18404905000192","MUNICIPIO DE CAMPANARIO","MG","2025RO004540","2025-09-26","70","346500","75602","3110806","31"
"55076","2025NME000055982",,"1","Minuta de Empenho","1","Empenho Original","AGUARDANDO_GERACAO_EMPENHO","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","253037","4","444041","25","INVESTIMENTO","40","04876470000174","MUNICIPIO DE MELGACO","PA",,"2025-07-29","28","396000","84832","1504505","15"
"55105","2025NME000056011",,"1","Minuta de Empenho","1","Empenho Original","AGUARDANDO_GERACAO_EMPENHO","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","253053","4","444041","05","INVESTIMENTO","40","04532057000192","MUNICIPIO DE SANTO ANTONIO DO ICA","AM",,"2025-07-29","25","1980000","84861","1303700","13"
"55106","2025NME000056012",,"1","Minuta de Empenho","1","Empenho Original","AGUARDANDO_GERACAO_EMPENHO","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","253053","4","444041","05","INVESTIMENTO","40","04530390000162","MUNICIPIO DE TAPAUA","AM",,"2025-07-29","6","594000","84862","1304104","13"
"55107","2025NME000056013",,"1","Minuta de Empenho","1","Empenho Original","AGUARDANDO_GERACAO_EMPENHO","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","253053","4","444041","05","INVESTIMENTO","40","04530390000162","MUNICIPIO DE TAPAUA","AM",,"2025-07-29","6","1386000","84863","1304104","13"
"48079","2025NME000048985","2025NE000672","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252844","4","444041","23","INVESTIMENTO","40","18309724000187","MUNICIPIO DE ITAUNA","MG","2025RO000745","2025-09-02","110","495000","75607","3133808","31"
"55120","2025NME000056026",,"1","Minuta de Empenho","1","Empenho Original","AGUARDANDO_GERACAO_EMPENHO","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","253053","4","444041","05","INVESTIMENTO","40","04628111000106","BERURI","AM",,"2025-07-29","1","297000","84876","1300631","13"
"55121","2025NME000056027",,"1","Minuta de Empenho","1","Empenho Original","AGUARDANDO_GERACAO_EMPENHO","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","253053","4","444041","05","INVESTIMENTO","40","04628111000106","BERURI","AM",,"2025-07-29","1","693000","84877","1300631","13"
"48081","2025NME000048987","2025NE000341","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252844","4","444041","23","INVESTIMENTO","40","18457218000135","MUNICIPIO DE ITUIUTABA","MG","2025RO000414","2025-09-02","83","495000","75609","3134202","31"
"45841","2025NME000046747","2025NE004462","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252844","3","334041","23","CUSTEIO","40","18404962000171","MUNICIPIO DE PESCADOR","MG","2025RO004538","2025-09-26","141","297000","75613","3150000","31"
"45843","2025NME000046749","2025NE005682","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252966","3","334041","48","CUSTEIO","40","02884153000174","MUNICIPIO DE BREJINHO DE NAZARE","TO","2025RO005764","2025-10-17","50","396000","76407","1703701","17"
"55124","2025NME000056030",,"1","Minuta de Empenho","1","Empenho Original","AGUARDANDO_GERACAO_EMPENHO","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","253054","4","444041","09","INVESTIMENTO","40","12459632000105","BARREIRA","CE",,"2025-07-29","41","495000","84880","2301950","23"
"55131","2025NME000056037",,"1","Minuta de Empenho","1","Empenho Original","AGUARDANDO_GERACAO_EMPENHO","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","253056","4","444041","48","INVESTIMENTO","40","01067974000155","MUNICIPIO DE PONTE ALTA DO TOCANTINS","TO",,"2025-07-29","42","495000","84887","1717909","17"
"55254","2025NME000056160",,"1","Minuta de Empenho","1","Empenho Original","AGUARDANDO_GERACAO_EMPENHO","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","253093","4","444041","07","INVESTIMENTO","40","16233439000102","MUNICIPIO DE EUNAPOLIS","BA",,"2025-07-29","33","693000","85013","2910727","29"
"48088","2025NME000048994","2025NE000940","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252844","4","444041","23","INVESTIMENTO","40","18715458000192","MUNICIPIO DE SANTANA DO RIACHO","MG","2025RO001013","2025-09-02","131","544500","75621","3159001","31"
"55355","2025NME000056261",,"1","Minuta de Empenho","1","Empenho Original","AGUARDANDO_GERACAO_EMPENHO","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","253124","4","444041","45","INVESTIMENTO","40","46680518000114","MUNICIPIO DE APARECIDA","SP",,"2025-07-29","193","198000","85114","3502507","35"
"55366","2025NME000056272",,"1","Minuta de Empenho","1","Empenho Original","AGUARDANDO_GERACAO_EMPENHO","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","253124","4","444041","45","INVESTIMENTO","40","46587275000174","MUNICIPIO DE SETE BARRAS","SP",,"2025-07-29","192","198000","85125","3551801","35"
"45848","2025NME000046754","2025NE003730","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252844","3","334041","23","CUSTEIO","40","19243500000182","MUNICIPIO DE SAO PEDRO DOS FERROS","MG","2025RO003805","2025-09-10","150","198000","75623","3164001","31"
"55761","2025NME000056667",,"1","Minuta de Empenho","1","Empenho Original","AGUARDANDO_GERACAO_EMPENHO","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","253273","4","444041","09","INVESTIMENTO","40","07667926000184","MUNICIPIO DE URUOCA","CE",,"2025-07-29","22","990000","85521","2313906","23"
"48093","2025NME000048999","2025NE000383","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252844","4","444041","23","INVESTIMENTO","40","18017459000163","MUNICIPIO DE UBAI","MG","2025RO000456","2025-09-02","162","396000","75627","3170008","31"
"48092","2025NME000048998","2025NE001456","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252844","4","444041","23","INVESTIMENTO","40","18083055000178","MUNICIPIO DE SOBRALIA","MG","2025RO001529","2025-09-02","130","445500","75626","3167707","31"
"45898","2025NME000046804","2025NE003853","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","253228","3","333041","47","CUSTEIO","30","13128798000101","ESTADO DE SERGIPE","SE","2025RO003928","2025-09-10","23","495000","76556",,"28"
"48100","2025NME000049006","2025NE004549","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252844","4","444041","23","INVESTIMENTO","40","01612503000180","MUNICIPIO DE JOSENOPOLIS","MG","2025RO004625","2025-09-26","127","990000","75636","3136579","31"
"46504","2025NME000047410",,"1","Minuta de Empenho","1","Empenho Original","AGUARDANDO_GERACAO_EMPENHO","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","253062","3","334041","07","CUSTEIO","40","16298614000131","MUNICIPIO DE BANZAE","BA",,"2025-07-29","25","495000","77386","2902658","29"
"47612","2025NME000048518","2025NE005082","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252478","3","334041","45","CUSTEIO","40","45176005000108","MUNICIPIO DE TAUBATE","SP","2025RO005164","2025-10-17","76","198000","80349","3554102","35"
"46901","2025NME000047807",,"1","Minuta de Empenho","1","Empenho Original","AGUARDANDO_GERACAO_EMPENHO","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252961","3","334041","17","CUSTEIO","40","06082820000156","CAXIAS","MA",,"2025-07-29","2","3936225.15","78150","2103000","21"
"50580","2025NME000051486","2025NE000087","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252721","4","444041","37","INVESTIMENTO","40","08355489000126","DOUTOR SEVERIANO","RN","2025RO000160","2025-09-02","69","396000","80019","2403202","24"
"52367","2025NME000053273","2025NE000088","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252524","4","444041","27","INVESTIMENTO","40","08948697000139","POMBAL","PB","2025RO000161","2025-09-02","62","495000","82076","2512101","25"
"45865","2025NME000046771","2025NE002787","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252908","3","334041","07","CUSTEIO","40","14198543000170","MUNICIPIO DE ITIRUCU","BA","2025RO002862","2025-09-10","23","594000","75650","2916906","29"
"45870","2025NME000046776","2025NE003737","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252908","3","334041","07","CUSTEIO","40","13828371000108","CONCEIÇÃO DA FEIRA","BA","2025RO003812","2025-09-10","52","693000","75654","2908200","29"
"50483","2025NME000051389",,"1","Minuta de Empenho","1","Empenho Original","AGUARDANDO_GERACAO_EMPENHO","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252946","4","443041","29","INVESTIMENTO","30","76416940000128","ESTADO DO PARANA","PR",,"2025-07-29","1","10098000","79893",,"41"
"53337","2025NME000054243",,"1","Minuta de Empenho","1","Empenho Original","AGUARDANDO_GERACAO_EMPENHO","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252713","4","444041","09","INVESTIMENTO","40","07812241000184","CEDRO","CE",,"2025-07-29","3","2475000","83067","2303808","23"
"51383","2025NME000052289",,"1","Minuta de Empenho","1","Empenho Original","AGUARDANDO_GERACAO_EMPENHO","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","253152","4","443041","29","INVESTIMENTO","30","76416940000128","ESTADO DO PARANA","PR",,"2025-07-29","66","4554000","81039",,"41"
"47747","2025NME000048653",,"1","Minuta de Empenho","1","Empenho Original","AGUARDANDO_GERACAO_EMPENHO","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","253175","3","333041","39","CUSTEIO","30","87934675000196","ESTADO DO RIO GRANDE DO SUL","RS",,"2025-07-29","63","198000","81009",,"43"
"55540","2025NME000056446",,"1","Minuta de Empenho","1","Empenho Original","AGUARDANDO_GERACAO_EMPENHO","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","253198","4","444041","21","INVESTIMENTO","40","03403896000148","GUIA LOPES DA LAGUNA","MS",,"2025-07-29","12","693000","85300","5004106","50"
"53598","2025NME000054504",,"1","Minuta de Empenho","1","Empenho Original","AGUARDANDO_GERACAO_EMPENHO","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252757","4","444041","09","INVESTIMENTO","40","07812241000184","CEDRO","CE",,"2025-07-29","4","396000","83333","2303808","23"
"45885","2025NME000046791","2025NE007082","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252851","3","334041","47","CUSTEIO","40","13109350000132","MUNICIPIO DE MARUIM","SE","2025RO007164","2025-10-17","25","198000","75669","2804003","28"
"51134","2025NME000052040",,"1","Minuta de Empenho","1","Empenho Original","AGUARDANDO_GERACAO_EMPENHO","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252887","4","444041","09","INVESTIMENTO","40","07812241000184","CEDRO","CE",,"2025-07-29","44","198000","80708","2303808","23"
"47716","2025NME000048622",,"1","Minuta de Empenho","1","Empenho Original","AGUARDANDO_GERACAO_EMPENHO","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252776","3","334041","37","CUSTEIO","40","08143026000109","LAGOA DE PEDRAS","RN",,"2025-07-29","83","297021.78","80885","2406304","24"
"54832","2025NME000055738",,"1","Minuta de Empenho","1","Empenho Original","AGUARDANDO_GERACAO_EMPENHO","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252975","4","444041","29","INVESTIMENTO","40","75771303000107","MARILÂNDIA DO SUL","PR",,"2025-07-29","1457448","495000","84586","4114906","41"
"45892","2025NME000046798","2025NE004108","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252851","3","334041","47","CUSTEIO","40","13099205000118","MUNICIPIO DE TOMAR DO GERU","SE","2025RO004183","2025-09-10","39","198000","75675","2807501","28"
"47724","2025NME000048630",,"1","Minuta de Empenho","1","Empenho Original","AGUARDANDO_GERACAO_EMPENHO","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","253029","3","334041","45","CUSTEIO","40","45739174000109","MUNICIPIO DE AGUAS DE SAO PEDRO","SP",,"2025-07-29","29","247500","80931","3500600","35"
"55465","2025NME000056371",,"1","Minuta de Empenho","1","Empenho Original","AGUARDANDO_GERACAO_EMPENHO","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","253153","4","444041","42","INVESTIMENTO","40","01614081000182","MUNICIPIO DE AMAJARI","RR",,"2025-07-29","2","4950000","85225","1400027","14"
"45900","2025NME000046806","2025NE005989","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252595","3","334041","15","CUSTEIO","40","01629276000104","MUNICIPIO DE NOVO GAMA","GO","2025RO006071","2025-10-17","1","1683000","75682","5215231","52"
"45673","2025NME000046579",,"1","Minuta de Empenho","1","Empenho Original","AGUARDANDO_GERACAO_EMPENHO","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252717","3","334041","31","CUSTEIO","40","11286267000103","MUNICIPIO DE LAGOA DO OURO","PE",,"2025-07-29","46","247500","76482","2608602","26"
"48119","2025NME000049025","2025NE000948","4","Enviado","1","Empenho Original","ENVIADA","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252595","4","444041","15","INVESTIMENTO","40","01789551000149","MUNICIPIO DE MORRINHOS","GO","2025RO001021","2025-09-02","18","1188000","75685","5213806","52"
"50814","2025NME000051720",,"1","Minuta de Empenho","1","Empenho Original","AGUARDANDO_GERACAO_EMPENHO","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252640","4","444041","13","INVESTIMENTO","40","27142694000158","MUNICIPIO DE ANCHIETA","ES",,"2025-07-29","119","297000","80308","3200409","32"
"46968","2025NME000047874",,"1","Minuta de Empenho","1","Empenho Original","AGUARDANDO_GERACAO_EMPENHO","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252764","3","334041","15","CUSTEIO","40","01127430000131","MUNICIPIO DE ANHANGUERA","GO",,"2025-07-29","76","198000","78280","5201207","52"
"54917","2025NME000055823",,"1","Minuta de Empenho","1","Empenho Original","AGUARDANDO_GERACAO_EMPENHO","170860","170860","COORD. ANALISE E INF TRANS FIN INTERGOV/STN","1000000000","T.ESPECIAIS","252989","4","444041","43","INVESTIMENTO","40","01612527000130","MUNICIPIO DE BARRA BONITA","SC",,"2025-07-29","17","443513.07","84671","4202099","42"
