"id_historico_op_ob","data_hora_historico_op","historico_situacao_op","descricao_historico_situacao_op","id_op_ob"
162657,"2025-09-29T19:10:11.0187",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",43679
147780,"2025-09-09T09:20:34.144939",1,"Aguardando Envio para o SIAFI",40733
150480,"2025-09-09T11:18:20.26702",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",40733
153869,"2025-09-09T15:29:58.710808",5,"OB Enviada à instituição bancária para pagamento",40733
146026,"2025-09-09T09:20:34.144939",1,"Aguardando Envio para o SIAFI",38979
148726,"2025-09-09T09:40:56.867025",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",38979
151367,"2025-09-09T14:29:58.763536",4,"OP Assinada mas sem OB gerada",38979
151987,"2025-09-09T15:29:58.710808",5,"OB Enviada à instituição bancária para pagamento",38979
148117,"2025-09-09T09:20:34.144939",1,"Aguardando Envio para o SIAFI",41070
150817,"2025-09-09T11:37:04.484254",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",41070
153846,"2025-09-09T15:29:58.710808",5,"OB Enviada à instituição bancária para pagamento",41070
148118,"2025-09-09T09:20:34.144939",1,"Aguardando Envio para o SIAFI",41071
150818,"2025-09-09T11:37:07.447515",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",41071
154091,"2025-09-09T15:29:58.710808",5,"OB Enviada à instituição bancária para pagamento",41071
145940,"2025-09-09T09:20:34.144939",1,"Aguardando Envio para o SIAFI",38893
148640,"2025-09-09T09:36:25.235937",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",38893
152240,"2025-09-09T15:29:58.710808",5,"OB Enviada à instituição bancária para pagamento",38893
155483,"2025-09-11T16:46:49.075998",1,"Aguardando Envio para o SIAFI",42938
157122,"2025-09-11T18:47:17.229579",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",42938
157966,"2025-09-11T19:29:58.484677",4,"OP Assinada mas sem OB gerada",42938
159297,"2025-09-12T08:29:59.802645",5,"OB Enviada à instituição bancária para pagamento",42938
148116,"2025-09-09T09:20:34.144939",1,"Aguardando Envio para o SIAFI",41069
150816,"2025-09-09T11:37:01.425242",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",41069
152232,"2025-09-09T15:29:58.710808",5,"OB Enviada à instituição bancária para pagamento",41069
148280,"2025-09-09T09:20:34.144939",1,"Aguardando Envio para o SIAFI",41233
150980,"2025-09-09T11:46:15.953392",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",41233
151556,"2025-09-09T15:29:58.710808",5,"OB Enviada à instituição bancária para pagamento",41233
155482,"2025-09-11T16:46:49.075998",1,"Aguardando Envio para o SIAFI",42937
157121,"2025-09-11T18:47:14.475801",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",42937
157965,"2025-09-11T19:29:58.484677",4,"OP Assinada mas sem OB gerada",42937
159301,"2025-09-12T08:29:59.802645",5,"OB Enviada à instituição bancária para pagamento",42937
154137,"2025-09-11T16:46:49.075998",1,"Aguardando Envio para o SIAFI",41592
155776,"2025-09-11T17:00:30.352499",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",41592
157413,"2025-09-11T19:00:00.746328",4,"OP Assinada mas sem OB gerada",41592
159351,"2025-09-12T08:29:59.802645",5,"OB Enviada à instituição bancária para pagamento",41592
162110,"2025-09-29T18:27:55.048297",1,"Aguardando Envio para o SIAFI",43786
162764,"2025-09-29T19:17:10.691265",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",43786
146354,"2025-09-09T09:20:34.144939",1,"Aguardando Envio para o SIAFI",39307
149054,"2025-09-09T09:58:15.256629",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",39307
151714,"2025-09-09T15:29:58.710808",5,"OB Enviada à instituição bancária para pagamento",39307
155635,"2025-09-11T16:46:49.075998",1,"Aguardando Envio para o SIAFI",43090
157274,"2025-09-11T18:54:12.234169",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",43090
158879,"2025-09-11T20:29:58.483031",4,"OP Assinada mas sem OB gerada",43090
159542,"2025-09-12T08:29:59.802645",5,"OB Enviada à instituição bancária para pagamento",43090
146479,"2025-09-09T09:20:34.144939",1,"Aguardando Envio para o SIAFI",39432
149179,"2025-09-09T10:05:11.017976",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",39432
152460,"2025-09-09T15:29:58.710808",5,"OB Enviada à instituição bancária para pagamento",39432
154635,"2025-09-11T16:46:49.075998",1,"Aguardando Envio para o SIAFI",42090
156274,"2025-09-11T17:30:21.287119",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",42090
158042,"2025-09-11T19:29:58.484677",4,"OP Assinada mas sem OB gerada",42090
160622,"2025-09-12T08:29:59.802645",5,"OB Enviada à instituição bancária para pagamento",42090
147115,"2025-09-09T09:20:34.144939",1,"Aguardando Envio para o SIAFI",40068
149815,"2025-09-09T10:41:38.012375",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",40068
153360,"2025-09-09T15:29:58.710808",5,"OB Enviada à instituição bancária para pagamento",40068
162161,"2025-09-29T18:27:55.048297",1,"Aguardando Envio para o SIAFI",43837
162815,"2025-09-29T19:20:35.198396",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",43837
147049,"2025-09-09T09:20:34.144939",1,"Aguardando Envio para o SIAFI",40002
149749,"2025-09-09T10:38:02.644789",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",40002
152982,"2025-09-09T15:29:58.710808",5,"OB Enviada à instituição bancária para pagamento",40002
148587,"2025-09-09T09:20:34.144939",1,"Aguardando Envio para o SIAFI",41540
151287,"2025-09-09T12:02:41.294706",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",41540
151952,"2025-09-09T15:29:58.710808",5,"OB Enviada à instituição bancária para pagamento",41540
154632,"2025-09-11T16:46:49.075998",1,"Aguardando Envio para o SIAFI",42087
156271,"2025-09-11T17:30:11.434424",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",42087
158067,"2025-09-11T19:29:58.484677",4,"OP Assinada mas sem OB gerada",42087
160609,"2025-09-12T08:29:59.802645",5,"OB Enviada à instituição bancária para pagamento",42087
161786,"2025-09-29T18:27:55.048297",1,"Aguardando Envio para o SIAFI",43462
162440,"2025-09-29T18:55:44.908543",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",43462
146492,"2025-09-09T09:20:34.144939",1,"Aguardando Envio para o SIAFI",39445
149192,"2025-09-09T10:05:50.672559",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",39445
152667,"2025-09-09T15:29:58.710808",5,"OB Enviada à instituição bancária para pagamento",39445
155689,"2025-09-11T16:46:49.075998",1,"Aguardando Envio para o SIAFI",43144
157328,"2025-09-11T18:56:39.225948",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",43144
158938,"2025-09-11T20:29:58.483031",4,"OP Assinada mas sem OB gerada",43144
159666,"2025-09-12T08:29:59.802645",5,"OB Enviada à instituição bancária para pagamento",43144
146760,"2025-09-09T09:20:34.144939",1,"Aguardando Envio para o SIAFI",39713
149460,"2025-09-09T10:22:13.420907",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",39713
152814,"2025-09-09T15:29:58.710808",5,"OB Enviada à instituição bancária para pagamento",39713
154445,"2025-09-11T16:46:49.075998",1,"Aguardando Envio para o SIAFI",41900
156084,"2025-09-11T17:19:25.545777",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",41900
157983,"2025-09-11T19:29:58.484677",4,"OP Assinada mas sem OB gerada",41900
160234,"2025-09-12T08:29:59.802645",5,"OB Enviada à instituição bancária para pagamento",41900
147526,"2025-09-09T09:20:34.144939",1,"Aguardando Envio para o SIAFI",40479
150226,"2025-09-09T11:04:08.854383",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",40479
153705,"2025-09-09T15:29:58.710808",5,"OB Enviada à instituição bancária para pagamento",40479
147298,"2025-09-09T09:20:34.144939",1,"Aguardando Envio para o SIAFI",40251
149998,"2025-09-09T10:51:36.436951",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",40251
153392,"2025-09-09T15:29:58.710808",5,"OB Enviada à instituição bancária para pagamento",40251
148540,"2025-09-09T09:20:34.144939",1,"Aguardando Envio para o SIAFI",41493
151240,"2025-09-09T12:00:08.887085",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",41493
151944,"2025-09-09T15:29:58.710808",5,"OB Enviada à instituição bancária para pagamento",41493
148539,"2025-09-09T09:20:34.144939",1,"Aguardando Envio para o SIAFI",41492
151239,"2025-09-09T12:00:05.857565",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",41492
151943,"2025-09-09T15:29:58.710808",5,"OB Enviada à instituição bancária para pagamento",41492
146758,"2025-09-09T09:20:34.144939",1,"Aguardando Envio para o SIAFI",39711
149458,"2025-09-09T10:22:02.103918",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",39711
152874,"2025-09-09T15:29:58.710808",5,"OB Enviada à instituição bancária para pagamento",39711
155715,"2025-09-11T16:46:49.075998",1,"Aguardando Envio para o SIAFI",43170
157354,"2025-09-11T18:57:50.483052",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",43170
158973,"2025-09-11T20:29:58.483031",4,"OP Assinada mas sem OB gerada",43170
159743,"2025-09-12T08:29:59.802645",5,"OB Enviada à instituição bancária para pagamento",43170
155716,"2025-09-11T16:46:49.075998",1,"Aguardando Envio para o SIAFI",43171
157355,"2025-09-11T18:57:53.031252",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",43171
159036,"2025-09-11T20:59:58.538392",4,"OP Assinada mas sem OB gerada",43171
159143,"2025-09-12T08:29:59.802645",5,"OB Enviada à instituição bancária para pagamento",43171
154913,"2025-09-11T16:46:49.075998",1,"Aguardando Envio para o SIAFI",42368
156552,"2025-09-11T17:45:30.877203",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",42368
158221,"2025-09-11T19:29:58.484677",4,"OP Assinada mas sem OB gerada",42368
160015,"2025-09-12T08:29:59.802645",5,"OB Enviada à instituição bancária para pagamento",42368
161874,"2025-09-29T18:27:55.048297",1,"Aguardando Envio para o SIAFI",43550
162528,"2025-09-29T19:01:39.176125",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",43550
146914,"2025-09-09T09:20:34.144939",1,"Aguardando Envio para o SIAFI",39867
149614,"2025-09-09T10:30:35.341376",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",39867
152964,"2025-09-09T15:29:58.710808",5,"OB Enviada à instituição bancária para pagamento",39867
147301,"2025-09-09T09:20:34.144939",1,"Aguardando Envio para o SIAFI",40254
150001,"2025-09-09T10:51:45.97719",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",40254
153396,"2025-09-09T15:29:58.710808",5,"OB Enviada à instituição bancária para pagamento",40254
147304,"2025-09-09T09:20:34.144939",1,"Aguardando Envio para o SIAFI",40257
150004,"2025-09-09T10:51:55.599516",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",40257
153321,"2025-09-09T15:29:58.710808",5,"OB Enviada à instituição bancária para pagamento",40257
147303,"2025-09-09T09:20:34.144939",1,"Aguardando Envio para o SIAFI",40256
150003,"2025-09-09T10:51:51.774379",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",40256
153397,"2025-09-09T15:29:58.710808",5,"OB Enviada à instituição bancária para pagamento",40256
147302,"2025-09-09T09:20:34.144939",1,"Aguardando Envio para o SIAFI",40255
150002,"2025-09-09T10:51:48.787974",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",40255
153432,"2025-09-09T15:29:58.710808",5,"OB Enviada à instituição bancária para pagamento",40255
146910,"2025-09-09T09:20:34.144939",1,"Aguardando Envio para o SIAFI",39863
149610,"2025-09-09T10:30:22.416141",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",39863
152900,"2025-09-09T15:29:58.710808",5,"OB Enviada à instituição bancária para pagamento",39863
147300,"2025-09-09T09:20:34.144939",1,"Aguardando Envio para o SIAFI",40253
150000,"2025-09-09T10:51:42.751877",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",40253
153395,"2025-09-09T15:29:58.710808",5,"OB Enviada à instituição bancária para pagamento",40253
154717,"2025-09-11T16:46:49.075998",1,"Aguardando Envio para o SIAFI",42172
156356,"2025-09-11T17:34:55.971225",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",42172
158057,"2025-09-11T19:29:58.484677",4,"OP Assinada mas sem OB gerada",42172
160313,"2025-09-12T08:29:59.802645",5,"OB Enviada à instituição bancária para pagamento",42172
161873,"2025-09-29T18:27:55.048297",1,"Aguardando Envio para o SIAFI",43549
162527,"2025-09-29T19:01:35.488238",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",43549
154716,"2025-09-11T16:46:49.075998",1,"Aguardando Envio para o SIAFI",42171
156355,"2025-09-11T17:34:51.142812",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",42171
157892,"2025-09-11T19:00:00.746328",4,"OP Assinada mas sem OB gerada",42171
160312,"2025-09-12T08:29:59.802645",5,"OB Enviada à instituição bancária para pagamento",42171
146913,"2025-09-09T09:20:34.144939",1,"Aguardando Envio para o SIAFI",39866
149613,"2025-09-09T10:30:32.343444",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",39866
153013,"2025-09-09T15:29:58.710808",5,"OB Enviada à instituição bancária para pagamento",39866
154715,"2025-09-11T16:46:49.075998",1,"Aguardando Envio para o SIAFI",42170
156354,"2025-09-11T17:34:48.42342",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",42170
158032,"2025-09-11T19:29:58.484677",4,"OP Assinada mas sem OB gerada",42170
160314,"2025-09-12T08:29:59.802645",5,"OB Enviada à instituição bancária para pagamento",42170
161872,"2025-09-29T18:27:55.048297",1,"Aguardando Envio para o SIAFI",43548
162526,"2025-09-29T19:01:31.499595",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",43548
161871,"2025-09-29T18:27:55.048297",1,"Aguardando Envio para o SIAFI",43547
162525,"2025-09-29T19:01:27.862675",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",43547
146431,"2025-09-09T09:20:34.144939",1,"Aguardando Envio para o SIAFI",39384
149131,"2025-09-09T10:02:20.691537",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",39384
152458,"2025-09-09T15:29:58.710808",5,"OB Enviada à instituição bancária para pagamento",39384
146432,"2025-09-09T09:20:34.144939",1,"Aguardando Envio para o SIAFI",39385
149132,"2025-09-09T10:02:23.90016",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",39385
152651,"2025-09-09T15:29:58.710808",5,"OB Enviada à instituição bancária para pagamento",39385
146436,"2025-09-09T09:20:34.144939",1,"Aguardando Envio para o SIAFI",39389
149136,"2025-09-09T10:02:37.543499",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",39389
152654,"2025-09-09T15:29:58.710808",5,"OB Enviada à instituição bancária para pagamento",39389
154427,"2025-09-11T16:46:49.075998",1,"Aguardando Envio para o SIAFI",41882
156066,"2025-09-11T17:18:22.025425",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",41882
157696,"2025-09-11T19:00:00.746328",4,"OP Assinada mas sem OB gerada",41882
160670,"2025-09-12T08:29:59.802645",5,"OB Enviada à instituição bancária para pagamento",41882
154426,"2025-09-11T16:46:49.075998",1,"Aguardando Envio para o SIAFI",41881
156065,"2025-09-11T17:18:18.739398",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",41881
157695,"2025-09-11T19:00:00.746328",4,"OP Assinada mas sem OB gerada",41881
159208,"2025-09-12T08:29:59.802645",5,"OB Enviada à instituição bancária para pagamento",41881
154428,"2025-09-11T16:46:49.075998",1,"Aguardando Envio para o SIAFI",41883
156067,"2025-09-11T17:18:26.857248",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",41883
157516,"2025-09-11T19:00:00.746328",4,"OP Assinada mas sem OB gerada",41883
160671,"2025-09-12T08:29:59.802645",5,"OB Enviada à instituição bancária para pagamento",41883
154429,"2025-09-11T16:46:49.075998",1,"Aguardando Envio para o SIAFI",41884
156068,"2025-09-11T17:18:29.599831",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",41884
157593,"2025-09-11T19:00:00.746328",4,"OP Assinada mas sem OB gerada",41884
160672,"2025-09-12T08:29:59.802645",5,"OB Enviada à instituição bancária para pagamento",41884
154425,"2025-09-11T16:46:49.075998",1,"Aguardando Envio para o SIAFI",41880
156064,"2025-09-11T17:18:15.933809",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",41880
157694,"2025-09-11T19:00:00.746328",4,"OP Assinada mas sem OB gerada",41880
160674,"2025-09-12T08:29:59.802645",5,"OB Enviada à instituição bancária para pagamento",41880
154424,"2025-09-11T16:46:49.075998",1,"Aguardando Envio para o SIAFI",41879
156063,"2025-09-11T17:18:12.068497",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",41879
157693,"2025-09-11T19:00:00.746328",4,"OP Assinada mas sem OB gerada",41879
159099,"2025-09-12T08:29:59.802645",5,"OB Enviada à instituição bancária para pagamento",41879
161690,"2025-09-29T18:27:55.048297",1,"Aguardando Envio para o SIAFI",43366
162344,"2025-09-29T18:49:24.977176",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",43366
148521,"2025-09-09T09:20:34.144939",1,"Aguardando Envio para o SIAFI",41474
151221,"2025-09-09T11:59:08.729329",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",41474
151900,"2025-09-09T15:29:58.710808",5,"OB Enviada à instituição bancária para pagamento",41474
155691,"2025-09-11T16:46:49.075998",1,"Aguardando Envio para o SIAFI",43146
157330,"2025-09-11T18:56:44.900671",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",43146
158939,"2025-09-11T20:29:58.483031",4,"OP Assinada mas sem OB gerada",43146
159667,"2025-09-12T08:29:59.802645",5,"OB Enviada à instituição bancária para pagamento",43146
148522,"2025-09-09T09:20:34.144939",1,"Aguardando Envio para o SIAFI",41475
151222,"2025-09-09T11:59:11.542711",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",41475
151919,"2025-09-09T15:29:58.710808",5,"OB Enviada à instituição bancária para pagamento",41475
155686,"2025-09-11T16:46:49.075998",1,"Aguardando Envio para o SIAFI",43141
157325,"2025-09-11T18:56:31.115949",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",43141
158936,"2025-09-11T20:29:58.483031",4,"OP Assinada mas sem OB gerada",43141
159665,"2025-09-12T08:29:59.802645",5,"OB Enviada à instituição bancária para pagamento",43141
155694,"2025-09-11T16:46:49.075998",1,"Aguardando Envio para o SIAFI",43149
157333,"2025-09-11T18:56:52.58811",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",43149
158940,"2025-09-11T20:29:58.483031",4,"OP Assinada mas sem OB gerada",43149
159668,"2025-09-12T08:29:59.802645",5,"OB Enviada à instituição bancária para pagamento",43149
155692,"2025-09-11T16:46:49.075998",1,"Aguardando Envio para o SIAFI",43147
157331,"2025-09-11T18:56:47.576579",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",43147
158942,"2025-09-11T20:29:58.483031",4,"OP Assinada mas sem OB gerada",43147
159670,"2025-09-12T08:29:59.802645",5,"OB Enviada à instituição bancária para pagamento",43147
162177,"2025-09-29T18:27:55.048297",1,"Aguardando Envio para o SIAFI",43853
162831,"2025-09-29T19:21:38.751567",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",43853
162176,"2025-09-29T18:27:55.048297",1,"Aguardando Envio para o SIAFI",43852
162830,"2025-09-29T19:21:35.104345",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",43852
147121,"2025-09-09T09:20:34.144939",1,"Aguardando Envio para o SIAFI",40074
149821,"2025-09-09T10:41:58.198662",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",40074
153378,"2025-09-09T15:29:58.710808",5,"OB Enviada à instituição bancária para pagamento",40074
148535,"2025-09-09T09:20:34.144939",1,"Aguardando Envio para o SIAFI",41488
151235,"2025-09-09T11:59:52.793936",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",41488
151940,"2025-09-09T15:29:58.710808",5,"OB Enviada à instituição bancária para pagamento",41488
148536,"2025-09-09T09:20:34.144939",1,"Aguardando Envio para o SIAFI",41489
151236,"2025-09-09T11:59:55.967375",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",41489
151941,"2025-09-09T15:29:58.710808",5,"OB Enviada à instituição bancária para pagamento",41489
154375,"2025-09-11T16:46:49.075998",1,"Aguardando Envio para o SIAFI",41830
156014,"2025-09-11T17:15:13.41169",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",41830
157646,"2025-09-11T19:00:00.746328",4,"OP Assinada mas sem OB gerada",41830
160526,"2025-09-12T08:29:59.802645",5,"OB Enviada à instituição bancária para pagamento",41830
146348,"2025-09-09T09:20:34.144939",1,"Aguardando Envio para o SIAFI",39301
149048,"2025-09-09T09:57:57.013768",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",39301
152565,"2025-09-09T15:29:58.710808",5,"OB Enviada à instituição bancária para pagamento",39301
155710,"2025-09-11T16:46:49.075998",1,"Aguardando Envio para o SIAFI",43165
157349,"2025-09-11T18:57:37.145337",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",43165
158979,"2025-09-11T20:29:58.483031",4,"OP Assinada mas sem OB gerada",43165
159759,"2025-09-12T08:29:59.802645",5,"OB Enviada à instituição bancária para pagamento",43165
155708,"2025-09-11T16:46:49.075998",1,"Aguardando Envio para o SIAFI",43163
157347,"2025-09-11T18:57:31.726213",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",43163
158977,"2025-09-11T20:29:58.483031",4,"OP Assinada mas sem OB gerada",43163
159749,"2025-09-12T08:29:59.802645",5,"OB Enviada à instituição bancária para pagamento",43163
148445,"2025-09-09T09:20:34.144939",1,"Aguardando Envio para o SIAFI",41398
151145,"2025-09-09T11:55:01.953923",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",41398
151852,"2025-09-09T15:29:58.710808",5,"OB Enviada à instituição bancária para pagamento",41398
146349,"2025-09-09T09:20:34.144939",1,"Aguardando Envio para o SIAFI",39302
149049,"2025-09-09T09:58:00.201433",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",39302
152390,"2025-09-09T15:29:58.710808",5,"OB Enviada à instituição bancária para pagamento",39302
146351,"2025-09-09T09:20:34.144939",1,"Aguardando Envio para o SIAFI",39304
149051,"2025-09-09T09:58:06.027279",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",39304
152641,"2025-09-09T15:29:58.710808",5,"OB Enviada à instituição bancária para pagamento",39304
154377,"2025-09-11T16:46:49.075998",1,"Aguardando Envio para o SIAFI",41832
156016,"2025-09-11T17:15:24.367625",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",41832
157583,"2025-09-11T19:00:00.746328",4,"OP Assinada mas sem OB gerada",41832
160349,"2025-09-12T08:29:59.802645",5,"OB Enviada à instituição bancária para pagamento",41832
161657,"2025-09-29T18:27:55.048297",1,"Aguardando Envio para o SIAFI",43333
162311,"2025-09-29T18:47:10.979416",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",43333
155628,"2025-09-11T16:46:49.075998",1,"Aguardando Envio para o SIAFI",43083
157267,"2025-09-11T18:53:52.73568",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",43083
158875,"2025-09-11T20:29:58.483031",4,"OP Assinada mas sem OB gerada",43083
159536,"2025-09-12T08:29:59.802645",5,"OB Enviada à instituição bancária para pagamento",43083
155630,"2025-09-11T16:46:49.075998",1,"Aguardando Envio para o SIAFI",43085
157269,"2025-09-11T18:53:58.220302",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",43085
158873,"2025-09-11T20:29:58.483031",4,"OP Assinada mas sem OB gerada",43085
159534,"2025-09-12T08:29:59.802645",5,"OB Enviada à instituição bancária para pagamento",43085
155196,"2025-09-11T16:46:49.075998",1,"Aguardando Envio para o SIAFI",42651
156835,"2025-09-11T18:00:38.280422",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",42651
158525,"2025-09-11T19:29:58.484677",4,"OP Assinada mas sem OB gerada",42651
159129,"2025-09-12T08:29:59.802645",5,"OB Enviada à instituição bancária para pagamento",42651
161656,"2025-09-29T18:27:55.048297",1,"Aguardando Envio para o SIAFI",43332
162310,"2025-09-29T18:47:07.628695",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",43332
147527,"2025-09-09T09:20:34.144939",1,"Aguardando Envio para o SIAFI",40480
150227,"2025-09-09T11:04:11.850607",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",40480
153709,"2025-09-09T15:29:58.710808",5,"OB Enviada à instituição bancária para pagamento",40480
146869,"2025-09-09T09:20:34.144939",1,"Aguardando Envio para o SIAFI",39822
149569,"2025-09-09T10:28:07.338149",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",39822
152935,"2025-09-09T15:29:58.710808",5,"OB Enviada à instituição bancária para pagamento",39822
147792,"2025-09-09T09:20:34.144939",1,"Aguardando Envio para o SIAFI",40745
150492,"2025-09-09T11:18:59.545228",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",40745
153759,"2025-09-09T15:29:58.710808",5,"OB Enviada à instituição bancária para pagamento",40745
146866,"2025-09-09T09:20:34.144939",1,"Aguardando Envio para o SIAFI",39819
149566,"2025-09-09T10:27:58.070314",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",39819
153102,"2025-09-09T15:29:58.710808",5,"OB Enviada à instituição bancária para pagamento",39819
146868,"2025-09-09T09:20:34.144939",1,"Aguardando Envio para o SIAFI",39821
149568,"2025-09-09T10:28:04.271441",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",39821
152950,"2025-09-09T15:29:58.710808",5,"OB Enviada à instituição bancária para pagamento",39821
154678,"2025-09-11T16:46:49.075998",1,"Aguardando Envio para o SIAFI",42133
156317,"2025-09-11T17:32:50.806104",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",42133
157872,"2025-09-11T19:00:00.746328",4,"OP Assinada mas sem OB gerada",42133
160404,"2025-09-12T08:29:59.802645",5,"OB Enviada à instituição bancária para pagamento",42133
154677,"2025-09-11T16:46:49.075998",1,"Aguardando Envio para o SIAFI",42132
156316,"2025-09-11T17:32:47.663169",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",42132
158091,"2025-09-11T19:29:58.484677",4,"OP Assinada mas sem OB gerada",42132
160406,"2025-09-12T08:29:59.802645",5,"OB Enviada à instituição bancária para pagamento",42132
154680,"2025-09-11T16:46:49.075998",1,"Aguardando Envio para o SIAFI",42135
156319,"2025-09-11T17:32:57.893687",3,"Aguardando assinaturas do ordenador de despesas e/ou gestor financeiro",42135
157874,"2025-09-11T19:00:00.746328",4,"OP Assinada mas sem OB gerada",42135
160402,"2025-09-12T08:29:59.802645",5,"OB Enviada à instituição bancária para pagamento",42135
