"id_dh","id_minuta_documento_habil","numero_documento_habil","situacao_dh","descricao_situacao_dh","tipo_documento_dh","ug_emitente_dh","descricao_ug_emitente_dh","data_vencimento_dh","data_emissao_dh","ug_pagadora_dh","descricao_ug_pagadora_dh","variacao_patrimonial_diminuta_dh","passivo_transferencia_constitucional_legal_dh","centro_custo_empenho","codigo_siorg_empenho","mes_referencia_empenho","ano_referencia_empenho","ug_beneficiada_dh","descricao_ug_beneficiada_dh","valor_dh","valor_rateio_dh","id_empenho"
21258,"2020MDH00000176","2020TF000265",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",80000,,3653
21257,"2020MDH00000175","2020TF000264",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",30000,,4904
21179,"2020MDH00000097","2020TF000188",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",1e+05,,4121
22553,"2020MDH00001471","2020TF001500",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",150000,,3932
22078,"2020MDH00000996","2020TF001042",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",1e+05,,3659
22556,"2020MDH00001474","2020TF001503",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",3e+05,,4531
22416,"2020MDH00001334","2020TF001370",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",1e+05,,4785
21553,"2020MDH00000471","2020TF000547",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",3e+05,,4560
21415,"2020MDH00000333","2020TF000418",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",250000,,3552
21726,"2020MDH00000644","2020TF000714",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",250000,,4306
22552,"2020MDH00001470","2020TF001499",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",2e+05,,4361
21252,"2020MDH00000170","2020TF000259",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",260000,,4340
22323,"2020MDH00001241","2020TF001281",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",70000,,3771
22773,"2020MDH00001691","2020TF001718",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",1e+06,,4486
21785,"2020MDH00000703","2020TF000769",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",370000,,4387
22180,"2020MDH00001098","2020TF001142",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",3e+05,,3549
22356,"2020MDH00001274","2020TF001313",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",150000,,3849
21850,"2020MDH00000768","2020TF000833",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",6e+05,,4454
21933,"2020MDH00000851","2020TF001790",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",160000,,4902
22039,"2020MDH00000957","2020TF001811",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",1e+06,,4635
21385,"2020MDH00000303","2020TF000390",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352440300","218942502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",5e+05,,4192
21723,"2020MDH00000641","2020TF000711",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",190227,,4327
22399,"2020MDH00001317","2020TF001353",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",120000,,3941
21238,"2020MDH00000156","2020TF000246",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",3e+05,,3887
22076,"2020MDH00000994","2020TF001040",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",250000,,3900
22794,"2020MDH00001712","2020TF001739",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",2e+05,,3831
22293,"2020MDH00001211","2020TF001252",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",3e+05,,4830
22053,"2020MDH00000971","2020TF001019",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",250000,,4200
22144,"2020MDH00001062","2020TF001108",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",7e+05,,3809
22251,"2020MDH00001169","2020TF001212",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",150000,,3461
22628,"2020MDH00001546","2020TF001574",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",1e+05,,4869
21101,"2020MDH00000019","2020TF000118",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",550000,,4742
21739,"2020MDH00000657","2020TF000727",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",350000,,3784
21738,"2020MDH00000656","2020TF000726",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",150000,,4905
22688,"2020MDH00001606","2020TF001633",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",75000,,4595
21728,"2020MDH00000646","2020TF000717",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",2e+05,,3504
21727,"2020MDH00000645","2020TF000715",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",50000,,4906
21740,"2020MDH00000658","2020TF000728",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",50000,,3453
21292,"2020MDH00000210","2020TF000299",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",1e+06,,3910
21169,"2020MDH00000087","2020TF001765",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",3e+06,,4321
21921,"2020MDH00000839","2020TF000902",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",250000,,4169
21735,"2020MDH00000653","2020TF000724",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",1e+05,,4379
22583,"2020MDH00001501","2020TF001529",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",1e+05,,3965
21397,"2020MDH00000315","2020TF000400",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",2e+05,,3519
21392,"2020MDH00000310","2020TF000396",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",150038,,3718
21517,"2020MDH00000435","2020TF000514",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",140000,,3513
21516,"2020MDH00000434","2020TF000513",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",60000,,4903
22268,"2020MDH00001186","2020TF001227",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",3e+05,,3794
21285,"2020MDH00000203","2020TF000292",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",4e+05,,4049
21827,"2020MDH00000745","2020TF000811",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",2e+05,,4891
21434,"2020MDH00000352","2020TF000436",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",850038,,4659
21301,"2020MDH00000219","2020TF000307",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",1e+06,,3974
22433,"2020MDH00001351","2020TF001387",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",80000,,4404
21466,"2020MDH00000384","2020TF000468",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",3e+05,,3622
22244,"2020MDH00001162","2020TF001205",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",250000,,4408
22302,"2020MDH00001220","2020TF001261",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",250000,,3690
22723,"2020MDH00001641","2020TF001668",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",60000,,3602
21186,"2020MDH00000104","2020TF000193",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",150000,,3894
21424,"2020MDH00000342","2020TF000427",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",2e+05,,4250
21225,"2020MDH00000143","2020TF000233",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",5e+05,,4129
22294,"2020MDH00001212","2020TF001253",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",260000,,4843
21471,"2020MDH00000389","2020TF000473",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",1750000,,3931
21460,"2020MDH00000378","2020TF000462",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352440300","218942502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",6540454,,4091
22526,"2020MDH00001444","2020TF001474",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",2e+05,,4490
21982,"2020MDH00000900","2020TF000952",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",180000,,3936
22141,"2020MDH00001059","2020TF001105",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",1e+05,,4807
21652,"2020MDH00000570","2020TF000640",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",105454,,3892
22763,"2020MDH00001681","2020TF001708",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",4e+05,,4077
22622,"2020MDH00001540","2020TF001568",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",2e+05,,4806
22431,"2020MDH00001349","2020TF001385",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",60000,,4805
22087,"2020MDH00001005","2020TF001051",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",1e+05,,4564
22086,"2020MDH00001004","2020TF001050",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",1e+05,,4915
22404,"2020MDH00001322","2020TF001358",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",1500000,,4542
22491,"2020MDH00001409","2020TF001444",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",50000,,4909
22480,"2020MDH00001398","2020TF001433",3,"Enviado com Sucesso","TF",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","2020-06-24","2020-06-25",170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN","352450300","218952502","STNTRCON",105930,"06",2020,170860,"COORD. ANALISE E INF TRANS FIN INTERGOV/STN",2e+05,,4213
